"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","SELE","Time"
103236,104715,179024,71431.9,66090.5,144571,3703.55,0.347618
94295.1,90000.5,168850,82071.2,69052.3,148221,617.439,0.347908
83817.4,82414.9,166694,79091,71352.4,144050,11088.7,0.349031
98320.7,95181.3,168415,71471.3,60832.7,145036,1223.9,0.353648
83878.4,81903.8,159036,78120.5,72418.8,141084,2388.06,0.357424
75931.9,75427.6,158411,70608.1,64733.9,143328,3872.18,0.367507
90626.5,85936.8,169523,93722.4,84546.8,151682,2305.78,0.371154
87327.7,86123.8,163129,60059.5,56654.6,135518,7752.08,0.371986
101866,101132,171864,91962.5,77805.6,150501,11538.6,0.373052
85285.9,84836.1,160224,49975.5,46035.8,131106,12257,0.374484
71595.2,70393.1,154401,62785.8,56904.6,137697,6877.05,0.374822
87340.1,89073.5,160499,61237.2,56183.1,139525,3388.85,0.375158
97119.2,94559.2,172165,79920.4,71539.1,147956,2274.16,0.37671
73711.9,72651.6,152886,66120,59729.8,144011,971.185,0.378276
97583.5,94816.4,169184,93421,83766.6,151783,13592.6,0.382904
80756.8,80921.6,159597,83372.2,80609.9,144136,17098.8,0.383827
97100.3,89627.3,171870,79193.9,64137.2,150740,4380.68,0.391085
77715,83136.7,153175,52259.3,51842.2,130974,7428.16,0.391497
105082,103405,170904,92951,79331.8,151400,9985.62,0.391843
93079.6,95078.9,169928,79076.6,71636.2,150938,9330.72,0.393159
74176.1,75676.4,148179,66939.4,62623.7,138829,4879.38,0.398063
118992,113500,176914,97039.2,80134.6,152430,6406.82,0.401257
70947,73045.3,153449,66806.4,60779.2,140878,-6.55168,0.401458
82214.8,76972.7,180015,84368.2,78966.8,158199,1714.64,0.405581
98947.8,101176,168524,100752,87796.9,151322,7193.83,0.40706
79323.6,79494.5,156523,84980.9,72715.1,148545,3162.43,0.40943
89421.9,75636.4,165154,109704,104724,145478,1951.81,0.411515
76179.3,79360.6,154893,75426,71059.5,140696,6311.62,0.412068
87829.8,84187.7,165920,86819,71135.7,151236,5819.43,0.414506
98583,90311,175836,68182.1,56843.7,142255,4350.68,0.415
80077.3,80610.9,156349,57529.8,52672.7,135770,6318.62,0.415973
78178.6,81473.2,159053,75279.6,74448.2,140324,5619.9,0.417096
127087,109526,197353,92900.8,73906,158635,1204.29,0.419414
63793.6,67749.2,149082,44097.3,43048.9,129840,307.515,0.419823
82473.6,79568.1,159420,51004,45311.7,128241,1032.91,0.421097
118727,108880,183906,82259.2,67780.2,151174,3183.94,0.422171
76462.9,76851.6,155143,74771,72678,140722,8930.44,0.424058
100109,91325.2,171432,131008,113025,158510,9431.66,0.428825
108630,92364.7,181693,156526,128455,168062,6930.05,0.429824
97067.6,97037.8,169809,82403.4,74708.5,145761,4903.01,0.434398
71431.2,76639,148927,70590,66605.7,141569,455.078,0.43824
98607.8,86249.3,175535,97740.1,80730.6,154601,5430.12,0.442243
92783.9,87481.9,164622,75105.8,65374.1,147461,2192.19,0.442623
106001,103506,174712,76155.8,65750.3,145335,3055.88,0.446715
104829,102775,175057,79156.9,69484.1,146472,177.953,0.448869
86123.7,84366.5,169040,83702.9,78933.3,144005,3045.94,0.45157
71936.4,73189.9,152191,63138.9,56324.4,140714,4838.03,0.45166
77000,81074.5,156436,55767.3,54627.5,134945,2101.87,0.452136
69490.3,71755.4,151853,58319.1,56925.3,137751,7305.67,0.452681
95284.4,90852.1,175035,70748.5,64887.5,141256,10307.2,0.458271
109099,100950,182495,119260,103033,157693,2614.21,0.463982
90954.4,90280.7,165611,79351.9,70983.6,143954,12749.9,0.465681
84310.6,84336.3,161794,92277.4,84016.5,148023,9176.15,0.466422
69599.5,63101.9,159921,60312.1,55576.5,141472,3139.43,0.469768
69430.7,73140.4,152268,51335.2,48250.7,138464,2263.85,0.470745
67616.7,67303.7,152770,103117,91683.5,151524,2129.43,0.470773
87303.4,81315.4,164709,73638.6,65469.9,145406,2767.75,0.47747
71033.5,75873.4,149057,55493.6,52463.7,134481,1557.54,0.480967
76418.7,73658,155878,97257.8,90204.6,151081,10479.8,0.485737
122098,115427,190676,125641,115727,155411,8812.87,0.489366
107628,100713,180152,87872.9,73157.4,150857,12677.7,0.490757
90790.4,89002.2,159845,67989.9,59532.8,145899,125.072,0.493099
82606.9,82181.8,158322,80798,72627.4,146753,1650.12,0.493733
78795.8,76735.7,159883,73664.2,67373.7,141999,4268.76,0.495387
67895.5,74568.1,151388,60073.3,56991.3,139511,3876.29,0.495943
80430.7,77196.8,165070,107832,100430,153207,1476.34,0.497743
79475.9,80434.2,157719,58547.9,54421.8,139192,12642.9,0.50121
99281,89696.8,169553,101107,83460.4,157800,2745.02,0.503968
96539.4,74101.3,180019,87805.1,63879.7,155924,2357.25,0.50467
73450.8,72819,153202,64935.7,58161.2,142293,2900.72,0.514146
89682.8,85485.9,168865,82710.3,71398.9,150905,809.291,0.514759
75237.9,76067.7,155730,59493.7,52347.6,138958,2059.17,0.517556
67385,70625.8,147416,59755.8,58693.4,135658,7689.14,0.526558
114318,103675,178943,106588,83261.6,159021,2482.41,0.53077
108702,106510,174864,90399.9,79971.5,148037,5051.03,0.532465
72673.2,75305.5,155217,65061.4,61122,138066,6041.87,0.540609
82702,78206.1,162520,62879.5,54852.9,140786,3570.62,0.544227
93841.4,87701.9,175964,98491.6,85750.4,155122,6853.42,0.545869
92048.5,84290.8,168868,111148,102180,148634,12916.7,0.545947
95420.3,93000.3,171972,66578.4,58253.7,144106,1989.18,0.546356
92706.5,94355.3,165117,65723.8,58073.1,144564,6440.44,0.547068
72346.2,73520.5,152085,96368.5,84163.3,150281,12492.3,0.547759
103586,96253.2,176571,85902.7,70144.6,152922,7893.65,0.551645
71959.7,72905,154845,57285.2,53118.7,135780,12472.3,0.554772
76915.3,73808.8,158010,64298,56829.8,140704,5046.06,0.555741
64329.5,66215.7,151823,47943.1,46400.6,131688,5831.09,0.562306
94983.9,87589.4,171938,96944.8,83452,152641,9929.68,0.573997
109748,106918,174421,88241.1,71719,153162,6414.95,0.578752
90020.2,89194.2,169005,84258.9,76363.7,148779,134.443,0.579416
67872.6,71641.1,149073,62870.9,59614.2,138214,7512.97,0.579716
78275.4,78549,159125,102023,92298.3,149121,10937.6,0.587721
121943,113782,192163,81792.1,70542.3,151555,3421.74,0.588212
80769.3,79843.4,157497,77716.7,69578.9,145265,6994.53,0.594913
104080,99487.8,172379,77972.2,63558.6,148459,1761.32,0.595348
127112,108237,191827,132638,101572,165792,12144.4,0.599135
106905,102714,173706,82603.4,69880.6,152682,3494.26,0.600687
122839,110186,192130,98539.4,82259.5,150894,670.802,0.606193
68754.8,72814,150411,56536.3,54717.7,135391,976.245,0.607551
106805,101531,178840,88560.1,75347,149108,61.0341,0.608664
69980.7,67361.3,155107,80359.1,70511.2,145159,6200.83,0.608835
106163,106599,172847,105648,95482.5,151040,2685.47,0.609215
100352,99167,176329,100082,87597.3,151026,15983.8,0.610579
83997.2,82958.6,159120,68041.9,60551.7,143989,6147.74,0.611409
91882,81700.3,169389,64186.4,51815,144605,1625.58,0.614361
119041,100172,184568,99863.4,74872,160775,4422.29,0.614861
102209,96647.3,172514,87021.2,74388.7,148327,2551.09,0.618941
94000.2,97135.9,165572,74042.2,70063.4,141358,10203.5,0.621346
84148,78240,163097,74437.2,63308.9,153284,3942.94,0.62266
138717,119302,201940,133178,103078,168171,10492.4,0.625434
100635,90260.4,174823,120575,104168,156426,7477.64,0.626803
94152.5,87994.8,168086,83783.4,69066.3,147925,2695.77,0.630681
116244,107555,186873,93294,75519.8,151633,195.848,0.632094
79940.9,84941.2,159394,57778,56435,136117,6449.07,0.632978
116756,107464,176615,100588,81844.1,156437,6778.82,0.634121
68296.2,68641.2,146725,84113,76245.1,145825,4588.71,0.634231
106389,94554.5,179806,99825.6,82192.6,153490,3807.47,0.637533
104567,95970.5,169667,79039.8,63643.5,149227,5174.07,0.640441
132933,124904,191633,130101,108148,159406,8067.69,0.646236
123628,102114,186851,139731,101786,169892,5279.48,0.647204
77607.6,80185.3,157998,75507.9,69875.8,142156,4661.18,0.647368
105142,101504,170732,97578.7,83043.7,150885,17612.8,0.648659
105228,95646.6,176675,105459,90338.8,154903,6185.28,0.65026
81034,82604.9,161980,59842.5,57016.3,138556,626.431,0.655699
97985.1,97395.6,167934,78671.1,70031.6,146835,2614.75,0.658363
97128.5,98735.5,168844,73622.7,67148.7,141503,6601.25,0.666497
103688,97986.3,172360,96202.5,84389.2,151235,7057.06,0.667837
128811,99766.2,195933,129440,92682.2,169439,69.1253,0.670651
104682,105203,176070,91650.7,80094.1,148105,4801.21,0.671904
110248,106080,182390,86230.1,76029.2,149697,4650.52,0.672202
106249,99815.2,174444,85966.6,71958.8,148415,5501.97,0.672771
76489.4,75852.5,153902,68531.6,63718.5,139163,4140.21,0.674678
103576,94999.3,171977,170375,126101,169588,3333.49,0.674911
87877.9,86148.6,163325,76644.8,68743.5,144429,1578.37,0.675875
69665.8,69138.7,152944,67630.3,60400.8,141865,3849.59,0.677187
116714,112172,185210,118079,98173.6,155755,14531.5,0.680574
107308,101115,182124,84077.4,70820.1,149343,3502.84,0.685983
116469,102162,186964,117627,88273.9,161771,2282.61,0.687788
96346.9,93883.7,170173,80755.6,68121,151278,2197.52,0.687843
83671.9,87805.4,158183,75681.5,68867.3,143756,6159.89,0.693609
112704,112978,182127,85365.8,76734.3,144529,3706.9,0.699634
98817.1,97236.7,169423,104221,87909.1,156614,6190.07,0.702271
80509.1,81057.9,166542,63052.8,60798,138572,3498.78,0.705529
86781.5,80476.7,167464,125008,112018,158447,10352.1,0.70833
111526,99163.5,181704,99566.7,79540.8,156134,18140.4,0.711937
104260,93431.8,177431,134113,114674,160014,11315.7,0.712103
86175.1,86971.1,157510,68834.6,66276,138790,471.325,0.717871
113245,100721,176249,106435,85428.3,159567,4589.47,0.721003
66237.5,69948.6,145138,68433,62944.2,140722,528.111,0.731721
71229,69812.8,151893,61356.5,55073.6,135725,2262.14,0.738429
70975.8,70480.5,155263,76143.3,72314.5,144330,4021.33,0.738711
117291,110151,180265,83524.1,68083.1,151775,6938.73,0.742345
102510,100555,174974,94335.1,90219.4,144976,5289.74,0.749409
123211,106297,186937,111999,82022.2,159895,10969.3,0.750645
79137.7,81836.2,158725,84200.9,78563.7,145826,7914.2,0.751608
86213.1,77133.1,165904,72523,62270.1,148465,1527.35,0.75182
109251,101692,182077,74624.5,63538.7,144933,5138.82,0.754543
85949.4,81626.5,169342,73440,64027.2,148113,128.711,0.75505
137457,126906,186383,152564,124597,165664,9954.71,0.755117
125959,112881,185980,137903,108193,167580,483.708,0.758523
69285.2,66434.7,155588,68763.5,62825,141771,2710.5,0.765739
113209,99400.5,179899,102899,86286.2,153532,2680.99,0.766597
76108.7,77285.8,155940,81218,74283,145224,4481.76,0.772617
90310.4,87772.3,169012,69001.2,61718.7,142356,3337.43,0.777043
90638.1,86231.9,167421,78165.2,68824.6,144961,19709.1,0.778026
110478,110994,181358,125658,109829,155161,4082.87,0.778055
90476.4,93237.5,160264,82633.9,77344.9,144254,5232.62,0.778289
93072,92458.6,163215,79458.3,70055.6,142356,5462.29,0.778326
102094,99035.7,172236,85625,79717.5,145319,9946.85,0.781477
107507,102834,177028,75398.8,63845.9,145602,15435.4,0.781813
89218.8,81552.1,169145,58045.1,50321,139253,1946.48,0.782942
118066,108858,183187,113564,104812,151840,15816.3,0.783177
83748.4,82532.2,166155,72520.2,66412.7,138899,71.8191,0.785245
85397.1,82693.9,160382,76959.6,68639.5,144036,764.333,0.788736
77008.4,79131.4,152296,65770.4,59773.1,142047,2958.11,0.789057
74610,72513.7,152553,63674.7,57247.2,141780,505.341,0.790052
84251.3,86805.1,159697,85906.1,79025.7,145583,1468.8,0.796086
68228.8,73454,148623,68966.4,66120,138222,5219.11,0.798409
70559.9,73771.8,152737,59335.1,55289.2,135501,3017.25,0.801059
115402,107416,179864,121322,98270.3,158863,2059.49,0.802186
129450,119497,189220,93325.5,80343.5,154692,3439.68,0.802313
71290.3,70150,155723,87262.4,82330.7,146215,4608.14,0.809993
107205,100745,179998,87601.6,71196.5,148842,2676.16,0.814525
131158,115018,193832,129328,105467,170853,5583.66,0.815157
74154.7,73930.1,152627,72679.1,68322.8,143872,10436,0.817979
67201.6,66840.5,149020,69188.7,64593.8,141222,1525.64,0.818904
84669.8,82268.5,158608,72376,63679.5,146675,6181.26,0.822478
76069.8,79244.2,155921,74063.2,70713.3,143637,637.004,0.824349
107055,103284,175289,93874.1,80633.2,147855,14921.1,0.825407
77210.6,75000.4,163175,69369.3,64589.1,141817,2164.95,0.830443
119232,119237,182424,105522,96330.1,152154,8319.32,0.830493
105031,101679,172220,88488.3,74875.5,150955,194.516,0.832429
82155.5,80527.4,159251,74975.2,64555.7,146116,368.097,0.832644
95109.3,94398.5,167399,94932.5,78243,152468,3846.83,0.838473
79720.1,75641.9,161621,65183,59421.8,141642,4236.54,0.839707
97538.6,99522.3,173519,94047.8,86722.5,144681,7198.85,0.846066
71389.8,63451.3,151699,79084.3,65085.9,150980,137.935,0.846808
90426,86955,165710,73896.3,66027.7,141807,1118.67,0.848073
60095.9,65536.9,144465,52849,54102.5,135239,5553.29,0.853174
76589.6,73053.5,156116,77734.1,70342.3,143782,656.885,0.857181
68335.9,70908.9,147414,73608,65818.2,144374,4525.77,0.860506
63943.3,68566.7,148099,47791.2,46301.8,129064,314.209,0.861266
113721,106188,179449,99012.4,82873.7,151626,5523.65,0.861787
138062,122512,193813,118589,92336,162622,2618.19,0.862518
122150,110457,183172,102809,79836.3,157853,513.516,0.865484
80366.2,80102.2,158879,64867,61966.7,141394,4871.11,0.866223
56882.7,59067.2,147362,56691.6,56136,135978,98.5733,0.869174
94516.8,94162.5,162355,77819.7,65022.5,148112,8253.76,0.872652
97785.7,98089.9,167840,63993.5,58028.6,138234,108.564,0.876885
62053.8,61650.5,142026,55335.4,48231.4,141156,3735,0.886642
87538.7,81075,164677,66049.3,56666.1,138835,1498.71,0.887204
101108,101414,176101,68976.5,64656.9,135381,132.393,0.888684
99873.7,90425.1,175119,72438.1,61124.7,148968,79.655,0.890562
108070,98172.8,171799,88081.4,77845.2,145668,6979.3,0.898492
81839.3,82426.6,168760,58295.5,53543.6,134251,1865.47,0.902005
103300,93307.8,171541,98009.6,85941.4,151983,20487.6,0.903795
113187,103426,184512,96459.5,79242.3,155089,4104.6,0.910349
74018.3,75760.1,154974,61920.5,56529,137974,3169.88,0.911883
94370.3,86639.3,171909,98999.2,82576.4,164891,4321.85,0.914725
84810.5,84684.1,160540,80617.2,71610.6,148327,8073.16,0.915391
89175.8,84551.1,169985,74016,59579.8,151610,3451.43,0.918151
86177.8,81367.8,165888,81344.2,69972.9,147918,3649.87,0.926561
88912.8,90567.8,164536,74860.1,70016.1,140826,3044.18,0.931278
93682.6,88632.3,167973,83638.2,71913.8,149305,7017.21,0.937646
67251.1,68978.8,150756,55332.1,53482.2,135133,4235.5,0.9392
71647.5,74684.4,150497,69959.5,65874,142001,1329.9,0.939994
114319,118037,177287,71295,63953.4,141883,10948.9,0.942814
90543.1,84010.9,169698,70705.3,57625,148577,1477.11,0.946281
118860,101158,181852,158880,130700,166310,16508.3,0.947244
105030,98529.2,189910,90215.4,86915.4,150708,5343.1,0.948905
78692.1,77220.6,158812,73237.9,67365.1,142037,375.126,0.950464
89436,86164.3,165217,119680,103115,158175,3295.77,0.955149
118299,114789,188388,86668,72212.4,152196,6983.1,0.955325
93064.3,91583.2,162786,73089,65000.6,144850,2020,0.956386
97926.3,99217.9,169878,91024.7,81459.2,151307,86.5352,0.963289
95746.7,86347.8,171897,122227,99446.5,162093,6027.82,0.964943
76889.8,81785.8,151141,49357.4,46340.1,128574,3084.71,0.965001
90937.7,77086.6,169018,70117.4,62873.7,144255,2119.4,0.966823
129177,112598,186461,143500,116261,169512,6748.09,0.97282
87892.5,86407.4,162747,66968.9,58711.1,144524,880.229,0.978113
107215,101077,178785,119470,101038,159312,10755.1,0.978191
72073.8,76443.2,152334,64634.4,61457.5,136240,1655.95,0.980717
64079.6,64999.9,143835,57320.8,54520.8,134584,613.734,0.984118
80823.4,80064,157242,58460,54116.4,135214,9244.38,0.988715
76872.6,80056.3,154449,56448.9,52558.6,134882,1078.36,0.990385
88640.2,88597.2,162762,80313.2,68593.5,146015,7764.83,0.99276
78188.6,68711.2,161548,71046.9,62276.8,147948,2687.41,0.996179
80479.8,82495.1,158556,62839,57730.6,139799,4764.16,0.996382
81342.7,83967,160512,67208.8,61040.1,143501,6570.48,0.998265
113945,112624,173394,97054.7,85059.7,151365,1919.69,1.00638
89953,88179,169881,88297.9,77727.9,147301,4038.82,1.00835
80326.3,84543.2,155523,55353.1,53167.1,135235,4042.93,1.00964
96733.7,87889.9,168788,85633,73013.8,148023,342.64,1.01416
92072.4,94037.8,160655,67890.3,60486,144492,1404.77,1.01452
85723.1,83949.7,162685,68678.5,59309.2,145092,309.435,1.01474
90557.2,88373.9,164228,75087.2,66029.2,147930,3143.68,1.02281
98415.8,93877.6,175965,100213,87358,152051,5537.21,1.02378
98891.9,84530.6,182916,114629,99207.1,157523,5061.92,1.02502
124741,119280,192021,101402,82084.6,154880,12770.5,1.02732
74544.9,75827.8,157082,80205,74251.5,145724,3564.66,1.02876
92715,92491.4,166316,78545.4,72236,144728,12257,1.03045
93509.7,77913.6,175068,93210,80590.6,149079,12390.5,1.03179
87791.4,89701,161277,84651.7,78426,141893,4887.42,1.03295
124952,102746,196983,126158,99191.9,165624,1885.48,1.03468
105409,101770,177224,115101,95809.3,152435,2840.94,1.036
144887,121879,203579,152377,119382,169789,341.932,1.0388
72282.3,73842,153950,68891.1,58982.5,148397,7591.45,1.04349
84152.1,77724.3,164729,64640.9,56824.6,144267,10776.4,1.04393
86396.8,90404.7,154946,73416,67607.4,142093,867.714,1.04447
141179,112708,200355,167277,120222,175233,11573.8,1.04572
83274.4,84584.7,159394,91444.6,83171.2,147285,5029.75,1.04903
93706.3,91010.4,171531,86167.6,75093,148757,1850.69,1.05032
98299.5,97852.9,168679,83771,80530.5,142471,3758.41,1.05446
119005,114863,183772,99355.2,91255,148189,3680.78,1.05588
79446.6,77495.7,155377,69153.7,61484.5,141494,7475.78,1.05626
106007,101444,176500,97771,86636.4,145721,15815.4,1.06319
93298.2,91883.7,167452,75541.6,66885.4,143964,6671.69,1.06352
97867.2,97628.3,171670,84904.1,71721.2,149725,138.121,1.06752
106397,100237,171608,77548.1,63771.8,149499,2778.09,1.07166
70867.3,65234.2,149414,126715,116533,151565,5193.27,1.07278
82079.6,85645.9,159838,66030.9,61264.7,141884,3102.51,1.07638
97051.9,94496.2,170095,88080.2,74542.3,152516,836.266,1.0801
73293.6,67323.9,154798,62466.1,55260.5,138207,2170.91,1.08441
89735.3,76704.3,177307,119201,103243,162474,2557.78,1.08651
111092,101093,185697,98944.5,85267.3,151427,3618.33,1.0924
83648.3,84094,159965,69647.4,62235.6,144303,3918.58,1.09358
80975.5,74288.4,165938,65282,57872.1,145140,7555.31,1.09381
83191.5,81291.8,162608,83751.2,78390.8,144841,3803.68,1.0971
112290,101207,182575,110463,87860.8,158892,4248.65,1.10486
75873.1,75334,157515,86038.4,78926.5,145831,7294.32,1.10518
75825.4,70071.4,151790,73549.4,67136.5,144846,4664.25,1.11076
92570.8,93722,161408,85771.9,75923.4,148761,13109.1,1.11085
100551,96712.3,179363,79581.6,65271.9,155166,3236.85,1.12234
96712.5,81979.1,172948,93490.3,82316.9,150837,2364.03,1.12286
67769.7,67204.3,156040,83694.3,75232.2,149201,230.771,1.12313
124090,118720,189376,117185,96133.3,159960,8315.35,1.13275
113455,98099.6,186013,85159.2,65857.8,152893,4744.86,1.13569
80393.4,83892.3,157793,61029.8,56802.9,137621,3792.61,1.14984
78250,73837.8,164612,71415.4,64692.9,144686,7871.41,1.15064
66478.4,70939.5,150911,68236.8,66930.9,137458,4096.65,1.1582
93572,95111.3,162417,81048.6,67353.5,148560,2007.8,1.159
84584.3,86369.9,159234,56191.6,51339.2,138172,2390.1,1.16417
97724.6,89779.3,166228,104407,85732.5,154775,8339.16,1.16853
95210.6,93973.3,164938,65958.7,56642.5,141660,23425.3,1.17008
