"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","SELE","Time"
75732.2,78486.8,158272,52712.5,50332.2,137265,491.118,1.28072
120868,116840,189114,80455.5,67622.4,148822,6827.53,1.28529
79358.2,82614.5,162532,51348.8,50446.7,128872,215.083,1.28633
100720,101929,180743,69808.8,66562.8,140738,1055.81,1.28793
93327.8,86924.8,179321,69363.7,63280.5,143527,56.3792,1.28888
86779,85033,165719,64512.8,56164.7,141953,824.201,1.29564
85132.1,87044.5,174578,64346.6,59711.2,141551,684.764,1.30104
110219,105392,187034,77905.1,69612.6,148448,867.714,1.30544
113403,112955,192580,80010.9,72259.8,143675,2223.01,1.30576
86172.5,72456.4,172075,91229.2,69673.7,152651,2073.99,1.31038
118700,110690,196367,81844.2,70396.6,146542,2228.79,1.32364
126864,113206,193595,135369,107584,165377,1332.25,1.32539
87781.1,88891.7,166148,79890.9,74103.5,144147,2259.11,1.32568
100293,96329.4,176106,87193.9,75179.3,152837,903.996,1.32921
152100,135898,207120,136571,100010,164916,3116.25,1.33505
99769.5,95575.5,186793,81677,71960.1,151890,1697.97,1.34135
127311,114467,197082,146185,121003,164587,5040.95,1.34439
105704,102803,186774,74960.6,65263.8,145341,1499.7,1.35273
113159,109749,189477,85924.2,74336.2,150648,7160.67,1.36372
133966,115403,198769,132667,104460,163006,1251.24,1.3666
106113,97144.2,185229,88465,74778,151785,4770.93,1.36778
99058.8,102405,183859,75104.5,71757.9,141587,672.654,1.37183
118250,106273,186150,83746.8,65675.2,154390,3331.78,1.3746
142843,123337,199302,107893,82525.1,161608,1212.87,1.37657
127881,123006,199305,97739.7,84355.6,151998,2990.77,1.3776
101500,94317.2,173131,115727,97381.8,154927,5290.46,1.38148
88776.9,89855.9,171723,63271.9,55874.9,149140,1428.54,1.38452
64793.7,64110.8,154540,64187.8,62961.8,140973,1545.88,1.38666
96090.6,86592.1,176600,91088.6,80950.5,147339,6561.71,1.39153
89163.6,85345.5,171733,69436.2,62870.1,146332,128.757,1.39385
86559.9,78887.9,168888,66381.7,58742.4,145111,5678.63,1.39539
95002.1,88368.2,167889,61199.3,52948.7,141974,341.844,1.4084
82739.8,82686.7,169754,64745.1,61395.8,137947,10894.3,1.41294
94398.6,94315.8,165423,62623.3,56481.3,139785,2381.56,1.41531
88037.2,87421.9,167806,70452.4,69018.7,136098,336.439,1.41558
94247,94657.1,178849,67492.8,59796.9,142744,826.054,1.41942
102013,90649.1,182812,99313.4,82904.4,153398,120.168,1.42348
78048.9,79171,161470,55216.1,50375.7,137892,1173.79,1.42854
118515,103462,193617,108524,90654.7,156685,5672.08,1.42947
102217,96504.3,184204,69008.4,58777.3,143256,1904.55,1.43235
94367.7,94890.1,169506,69496.3,64147.6,137773,1867.73,1.43331
100702,91450.7,182965,94276.4,80896.6,151658,2448.66,1.43608
85342.2,85061.8,172942,64919.4,57234.1,143262,180.165,1.43999
113076,106401,183486,81445.2,67254.6,151935,1847.39,1.44456
83990.5,80859.7,168991,68770,59803.9,150997,112.732,1.44633
110077,108173,189843,75959.3,66274.9,145821,795.781,1.44848
82631,72015.2,168138,71090.5,60280.3,145586,1432.97,1.45126
78057.4,77372.7,171129,53287.7,50210.2,131956,2584.48,1.45148
60413.7,62516.3,142017,48839.2,48087,131744,1339.52,1.47364
73108.9,70085.6,159013,71897.7,63736.7,146082,880.049,1.47736
105316,103909,185687,76570,66660.9,153316,2647.74,1.4779
98548.1,95006.3,180408,69571.6,61221.1,145402,2432.66,1.48092
118391,119129,190235,80975.9,72452.7,146191,2051.31,1.4811
152584,129118,208347,117139,85639.2,164458,5004.53,1.48463
88409.3,90604.7,165762,65000.3,61237.6,135749,3040.34,1.48767
105848,96391.2,180171,77452.8,63314.4,151787,2999.27,1.49408
102726,95878.7,181879,98337.9,80832.1,155040,2081.45,1.49473
122923,112283,186772,90229.6,74706.4,152009,3742.68,1.49507
119229,114068,193502,84634.1,73273.5,148727,1187.07,1.49622
113926,107373,187065,136770,124301,157323,8470.83,1.50065
101531,96963.1,185926,77306.1,65782.9,148605,4500.06,1.50594
109606,101111,184565,71734.9,61942.5,142629,1069.55,1.52052
80029.5,72860.8,168968,71233.8,59400.7,144920,9771.36,1.52405
93454.8,94754.9,173285,61695.4,56525.1,140414,1654.95,1.52468
77640.6,75402.8,169315,52104,47413.6,136238,834.413,1.52642
119894,106336,195833,86955.8,69162.5,153555,209.596,1.52701
78183.9,79416.3,158882,75967.3,72159.9,140977,3526.39,1.52968
124039,102651,197372,94246.8,70621.9,158605,2999.13,1.53216
80047.9,81005.5,173264,65870.5,58568.5,142674,2230.96,1.53544
87754.1,87278,176554,60644.5,53500.7,135992,2251.65,1.54115
89681.9,86997.5,165194,74377.9,62667.2,150979,6145.2,1.54662
108073,100645,183256,76199.5,65066.3,147258,155.072,1.5646
81201.3,78980.7,166173,82847,75307.9,145566,678.483,1.57296
134969,118998,197241,95710.5,73431.3,160256,2230.73,1.58326
92311.4,96406.9,172904,56879.5,53932.2,135904,270.227,1.59192
94234.2,94724.8,176183,77623.2,69245.2,145174,2358.74,1.59255
87085,89232.4,169839,62497.6,58132.2,139196,2999,1.59457
107225,101762,183993,68072.1,62245.3,146725,1730.86,1.59801
94302.5,91418.5,174531,57452.2,50565.7,138162,825.964,1.61378
