"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","PE-A","Time"
107439,108858,182895,142861,130015,161851,6920.64,12.4682
75278.5,79589.2,173075,95423.1,93193.2,152962,20483.6,12.5225
88305.6,93735.8,176274,105312,102813,149082,1804.87,12.5772
175090,147334,224808,194007,137359,179196,85986.1,12.5835
114001,113682,195622,125573,110521,162181,11628.6,12.6697
119619,120223,196313,144000,124277,168416,1581.73,12.8597
119496,114022,202648,139633,121119,166110,3212.02,12.9028
128416,111638,207125,156521,118445,172697,141326,13.0401
86782.4,84622.7,168994,97506,81700.1,159821,4312.56,13.2071
90982.2,92635.6,182070,96316,93046.9,152647,6967.01,13.3879
97939.7,97366.6,189877,89138.1,80906.5,151242,425.382,13.4029
111246,115951,195520,128741,109069,165735,23153.3,13.4393
112897,108295,199731,105463,87717.9,158853,610.606,13.5337
164905,134849,218424,188347,133618,182083,61220.6,13.5548
103964,103790,202714,112208,99562.9,168155,6230.56,13.6098
76435.2,83009.4,170226,129070,125587,155861,4315.44,13.6933
153120,126188,213833,184135,137474,182612,39665.7,13.7686
115784,100040,206908,122617,94590.3,167168,30118.9,13.7721
140959,118740,211009,123684,98766.7,169150,79784.4,14.0744
97870.6,83069.2,185264,141105,114667,172234,32167.4,14.9832
110690,103891,195456,136059,116037,161960,40709.1,15.0298
91260,83640.8,183141,168811,135076,174364,59107.7,15.3865
102512,101864,183086,105198,92658.5,159441,44920.1,15.6245
95893.2,98632.7,175800,72620.9,72925.8,144947,5899.58,15.8073
87525.5,98599.2,168153,125362,118562,157713,311.83,15.8818
178721,147528,224632,158243,126561,176208,877.4,15.9139
106246,109691,187503,129278,116146,166283,370.375,16.1355
123499,123168,203198,138696,125377,164991,546.584,16.1925
145420,121352,211212,170031,138332,176263,23655,16.1993
110746,108560,190455,137635,120148,163368,18112.2,16.4783
106198,113810,188460,88974.9,83616.3,147906,17413.5,17.1121
82457.6,85987.2,167932,125603,120542,158251,3782.39,17.1128
135482,110434,213897,131995,111929,168127,6402.3,17.1812
136035,117698,202805,141407,114553,167699,61172.2,17.3503
122506,124524,192626,115163,99037.5,160594,13497.6,17.4152
100738,101277,189085,79595,76030.6,150325,24206.6,17.5071
91248.4,89989.9,183912,112275,100763,155123,2226.11,17.5968
188961,143824,234786,180516,132282,182142,42263.7,17.6568
97515.8,105928,188310,75238.8,71101.8,145984,15945.3,18.1246
156425,146959,216978,157962,130799,176782,220.539,18.2528
165828,132348,223087,138554,87642,182143,14579.3,18.2781
80095,78346.5,170042,120663,108004,160315,36413,18.4145
150964,137322,208092,143148,112402,169935,110742,18.4548
106013,96832.3,191393,121857,108429,157424,92736.3,18.5078
129794,128004,198860,138107,117107,164867,92079.5,18.5562
121032,122112,200585,107464,93443.3,159591,6439.75,18.6671
157404,125234,216550,156308,114576,180144,73033.5,19.4829
76816.5,77898.3,174510,89595.9,83322.4,152965,1314.89,19.5333
120533,107695,200302,108126,90560,162680,25417.5,19.5667
148908,144499,213424,121650,107415,163561,15953.4,19.6107
138724,140875,203574,114212,101262,158233,23990.5,19.7386
146179,142800,208517,154373,137624,163652,4643.25,19.9136
171162,142348,230617,183628,124021,184350,103654,19.9672
71978.6,78281.6,162187,80634.5,81580,144333,11761.4,20.4022
119732,104614,191944,162405,129836,172261,66756.8,20.4807
129869,129988,196809,121111,101996,165451,373.467,20.4852
163320,133669,224171,205989,143121,185948,15703.6,20.5187
100174,102764,177327,150063,137106,165124,23884,20.7324
111942,114202,189470,85568.4,76318.3,155477,23514.5,20.823
103507,114989,188676,105290,100372,152620,1473.59,20.8584
104700,113475,189776,90936.4,86591.8,150987,3323.07,20.8743
131230,121520,207700,153657,124077,169584,20232.6,21.0279
115346,114620,193253,153924,129182,165954,6910.81,21.1877
124762,126869,199658,140205,130843,162652,193.981,21.1913
118039,103684,197845,160087,131005,169108,2599.38,21.4323
105087,89258.9,200921,138596,110718,168348,11682.2,22.0652
131339,127733,205855,137598,111650,169455,1849.4,22.3179
120317,114785,200220,107355,100671,153691,53480.1,22.5008
120174,113432,200030,150064,129485,168985,3461.16,22.531
91407.6,100751,178773,92464.5,94030.3,148725,510.511,22.7903
142292,117568,211281,154406,121432,172877,46193.6,22.8624
89909.8,96398.8,184010,73680.6,71099.5,147727,431.939,23.355
137373,134283,206361,138283,118016,165447,53406.3,23.357
125113,120362,201487,112651,102033,158336,8998.47,23.4142
132874,126918,198492,150921,132325,165382,33680,23.5123
155675,135110,216662,138748,123644,165156,84788.9,23.7307
121055,116148,191357,141944,120399,168113,78355.9,23.7889
130483,105404,203248,113576,90694.5,167638,29522.8,23.9139
75673.7,81180,168767,100352,96982.9,153416,454.239,23.9436
151592,119609,219302,194062,136752,187838,38122.8,23.9982
140904,119263,210587,155186,110017,174910,90196,24.1113
77055.7,73627.1,169366,149591,123676,168271,28416.9,24.122
126202,101727,203225,153449,131479,170542,103130,24.4054
143107,115621,211186,176271,139056,187754,89249.8,24.5727
67894.3,67115.7,160389,132407,122027,158149,20160.3,24.8156
113353,111989,197073,103966,89450.6,158820,1674.45,24.8183
151660,123361,209830,174853,132698,179557,15035.6,24.8931
102343,95389.6,188953,105264,95888,158621,1371.21,24.9008
127935,124456,204271,146128,134589,164826,264.295,25.2903
136079,130441,201780,128478,108080,165666,51186.2,25.355
142334,142166,206232,166248,139187,168895,66478.7,25.3684
148962,142014,210838,138652,113079,162992,4335.76,25.464
92903.5,95685.3,179472,73394.3,69559.6,145600,13722.9,25.7593
117310,107838,193340,142343,117368,168305,29505.4,25.9148
126111,120868,200693,144335,126072,168420,1326.47,25.9431
123216,115804,197013,129957,120150,160656,2841.84,26.1613
173070,149813,223951,141572,93865.1,178611,22787.6,26.3643
87906,94255.7,171504,82687.4,82054.3,147717,14308,26.4523
131458,127470,199646,117035,101683,163626,14640.6,26.9051
127685,117347,197204,167428,142024,169681,85505.9,27.688
84371,90038.5,179819,67501.1,65247.4,146221,6820.84,27.6927
125509,127283,198492,128771,113578,163227,660.049,27.7779
123441,110125,207799,127271,110069,169192,7447.23,27.897
107199,116786,192539,89162.2,84885.6,150796,1381.33,28.0399
117175,108509,197097,98231.7,82917.5,162188,2893.49,28.1437
159936,157263,212691,148700,128620,168021,12081.8,28.4586
112683,107900,196904,80937.5,71661.1,153773,18964.6,28.6485
152917,134778,215766,137507,106864,172087,7249.92,28.6773
85466.6,83111.1,169392,116441,104609,159556,25148.6,28.6872
161623,141161,213175,150197,121657,173221,478.604,28.8742
103647,105376,192371,77244.5,69108.5,152905,7304.28,29.0736
109808,114460,192819,101581,91700.9,153503,48842.1,29.6078
123742,120866,201260,128073,112029,162457,29803.8,29.7403
84302,89439.3,166707,69507.4,70078,141138,25213.6,30.0397
104210,106294,183861,101147,93423.5,154846,5470,30.2348
78132.3,85902.9,168130,137517,130230,158438,6288.25,30.2669
131524,106589,206949,172886,139322,185402,10101.4,30.2741
143178,131476,207592,145532,111059,175318,29147.1,30.5869
121987,129953,193860,115959,105066,157609,15368.4,30.7908
131707,118208,202054,163689,130987,175693,44289.3,30.81
129566,124476,202268,118250,100316,159704,5205.54,30.9139
93940.4,81353.6,179083,146040,118264,168790,98068.5,31.1597
125002,121783,196203,157022,140604,164773,21782.6,31.4685
107526,110523,186221,92607.2,86061.5,152303,861.988,31.7831
132848,124109,203350,152527,131574,167442,28521.3,31.8547
109537,111277,189609,109666,100666,155724,12525.1,32.2651
131329,130900,203689,136686,126658,160018,6352.78,33.1622
111060,107756,190033,108844,94247.3,158615,11358.3,33.2311
127773,119778,196503,115653,102017,158003,56827.6,33.5915
77457.1,88581.4,172879,75875.3,80366.1,137341,2245.15,33.7181
112377,114182,189086,106685,97954.8,155310,2580.76,33.8163
137069,116096,211017,135916,102870,175696,23144.2,33.854
96467.1,100444,175921,121451,109662,162848,10050,33.8906
171645,139052,217471,173856,135325,179666,2099.53,33.9215
99050.9,106332,186885,84746.6,83558.9,148137,6660.56,34.194
108281,114653,189537,100790,96385.8,151710,5081.62,34.689
108556,111655,192514,94063.4,91079.2,150784,1329.18,34.7228
152400,133266,216662,147915,117706,176635,10740.8,34.8282
130059,118496,207938,122602,107692,162722,10362.6,35.0077
135455,115412,207310,168325,142763,169959,79142,35.0998
154043,133899,202939,139652,100416,173099,59101.9,35.4409
85313.2,85355.2,176630,72858.1,64636.2,150660,12111.2,35.5095
160297,131275,224260,169457,119709,180548,50822.2,35.5618
145410,108931,212932,177727,118242,185545,47052.9,35.6087
119180,120887,196785,130734,110388,161726,29675.4,35.9674
118860,102200,208371,142889,121865,165546,18233.4,36.4402
102036,104808,179346,128419,113205,159225,9825.68,37.2284
124081,133605,197341,111750,108176,152258,22723.3,37.3339
173755,152178,220789,150256,118018,171769,5041.34,37.5475
148445,137691,212627,148027,119919,172876,20283.5,37.7251
93813.6,97897.6,183664,109684,95977.7,157347,8714.14,37.8491
123868,113711,205445,160523,141674,172355,35817.1,37.8711
85553.1,81002.8,176753,127105,123075,158168,58054.9,37.9339
77130.2,81616.1,158484,148064,135823,159938,1309.02,37.9729
82241.3,90121.9,169578,87856.1,85810.6,147593,1022.65,38.091
141328,119326,217574,178311,142533,179610,15409.9,38.3196
104483,97134.7,186994,128007,112152,161698,38260,38.4052
161756,150044,216462,139033,115951,169326,7649.42,38.5636
66058.3,64876.8,157596,129758,124382,157663,4010.2,38.8201
138046,135903,206568,135597,122957,163436,36226.1,38.9112
76480.1,79686.3,166137,60403.9,60937.2,144608,10883.1,39.3057
162352,130819,216001,181614,136950,183250,72482.5,39.6752
161946,150106,219911,168301,127114,177373,13539.1,39.8613
175818,147814,223137,186112,136273,180084,44110.8,39.9097
168057,135639,220971,203782,137236,183046,45435.4,39.9469
84933.8,78045.1,175941,149491,117536,167547,76873.6,40.2657
119818,121778,193727,105830,97949.4,156123,11995.6,40.3835
104237,102874,189693,124413,113913,159107,9220.36,40.4028
103443,95298.6,190952,120819,102608,162622,13414.2,40.4948
124062,119987,200659,105323,92916.7,157731,17242.1,40.6056
147947,132623,209587,172689,139005,179033,6131.93,40.8847
93709.3,92113.2,179785,131445,120886,159100,15322.4,41.1614
133736,124018,206520,158556,126712,173839,4456.06,41.2616
174321,142401,225226,157780,112268,183310,91018.4,41.3365
173219,142850,223939,203279,143228,185648,49004.8,41.3736
151559,132780,216607,127245,97755.5,169045,23681.2,41.4122
72381,80300.9,158170,70508,74559.8,139074,461.796,41.4533
138688,128784,202114,151111,125294,172177,60782.3,41.6655
148321,139307,213370,143879,123181,168493,32722.9,41.7469
108726,108214,194312,96923.2,81440,158950,12104.3,41.762
110566,102386,199288,117052,96494.8,164874,67614.4,42.0611
121802,120537,198915,146464,125348,167511,3371.6,42.4384
97425.9,102742,184609,130478,126327,157655,714.366,42.9363
145668,139940,213411,157111,135252,165742,9655.19,42.9408
119823,120411,201058,102839,88682.5,166388,2885.83,42.9414
100123,106729,186232,116528,113863,156746,444.936,42.9495
169001,149034,217917,133828,107651,172602,5265.02,43.091
130376,115749,206207,117685,92948.2,169386,4294.94,43.1305
70937.2,71595.2,170186,102818,100532,156334,1794.75,43.2609
122556,118167,206274,159838,129041,169130,382.969,43.4164
88340.7,88379,180784,101855,86592.9,159174,6294.71,43.4267
123979,126710,203015,82936.8,73772.7,153273,4350.68,43.5262
171069,139843,224982,181370,132579,181880,84329.6,43.6348
141734,137568,210323,158390,135656,183711,10043.4,44.0581
84689.8,81196.9,178102,72735.9,74826.5,146618,15493.6,44.1338
100216,94374.7,190801,133655,124422,163891,4832.99,44.2167
82550.4,91467.9,175291,84112.7,79341.5,151124,166.047,44.2244
149948,127809,211106,174997,135589,187116,8011.77,44.2547
109026,114465,192290,124009,118700,157482,1779.71,44.357
107542,112975,194344,113819,109270,155441,1259.95,44.4626
108592,111693,197781,96210.1,88902.8,155777,3928.85,44.6311
107326,86696.1,189795,177957,132620,180461,53853.7,44.9319
122818,101538,207230,149358,124325,170248,85710.3,45.1228
127791,110306,196832,140936,108472,169962,78885.3,45.7028
159976,152071,215512,156832,122439,172679,7414.95,45.7079
93034.8,96163.9,180437,135069,123377,159088,3265.96,45.7748
164845,121519,221404,181808,141171,189689,55784.9,45.7856
149727,117521,217240,190388,130511,180798,81830.6,45.8227
69576.2,74421.2,155868,122441,121829,155817,31557.9,45.9217
135954,122914,210655,112606,92707.8,165204,1014.4,46.0474
126307,118458,200963,122475,104197,162494,6261.85,46.0571
131925,124825,199674,162525,140687,169362,50755,46.1105
126894,129569,199779,125393,116789,159847,33494.9,46.1512
109884,110506,184219,136793,128555,159927,4711.15,46.4914
106025,103784,194488,105019,87431.4,159963,5572.6,46.5778
128126,124440,199152,123597,109778,161707,78541.9,46.9005
107101,105334,199181,74712.8,68358.4,148940,9598.21,47.1181
103202,97740.7,183017,127135,119616,157686,7278.83,47.1439
93549.4,101882,179417,108885,105980,153066,3250.05,47.3122
157892,144947,212904,106706,84635.7,166325,87481,47.5016
97264.8,105977,183557,103995,98713.3,153076,24498.8,48.5509
115039,91332.6,199089,184525,131812,182132,70101,48.627
98434.4,100595,187060,106072,97033.9,155622,386.37,48.6762
115033,110330,194849,146845,129412,165044,15099.4,48.7759
78919.1,83466.2,176109,93933.7,90663.3,151898,480.229,48.8971
113422,111820,192775,129912,108769,167637,1985.02,48.9199
129722,129445,198203,95926.8,87149.6,156655,3283.25,49.035
117741,107744,200833,165451,142941,168986,5816.19,49.102
108499,116004,191995,131487,119038,160368,30072.2,49.2751
111324,117083,189069,121570,109461,156120,1931.7,49.6139
146984,145182,211711,148554,133744,166298,25311.8,50.0256
120460,110885,198821,151175,129851,169133,42694.1,50.2709
145329,138611,210154,113639,95458.5,159111,31323.8,50.3619
123016,122667,197208,129699,119129,160067,3321.07,50.7534
138472,129833,211136,161796,130852,173323,15935.4,50.8296
98523.6,100678,182612,131853,122865,157649,8604.34,50.9239
101645,105279,183415,104698,100639,153117,454.278,50.9693
104742,103907,196861,101461,99212,150362,660.424,50.9809
157730,126392,221190,140808,107088,176549,21153.5,51.3073
73881.9,81933.7,159979,79726.7,84163.9,145068,906.474,51.6102
103603,111962,181432,107691,103136,154765,4802.41,51.7335
75898.8,79588.5,165125,142111,136345,160634,734.402,51.8299
181972,141958,231970,160628,108408,183894,18217.2,51.8663
164200,133770,221499,141583,104013,176219,71963,52.0498
110008,120878,193225,117294,111628,154778,16086,52.0978
106928,95730.2,183349,172832,141005,172185,11380.1,52.3888
151885,145218,209787,148155,118803,170000,11364.8,52.3911
107780,101973,196667,169020,136727,175669,79656.8,52.5094
142055,137653,210039,141947,120156,165056,7728.02,52.5247
133905,123685,208039,118803,98844.8,179508,57807.6,52.5996
68618.2,71572.8,163736,76045.2,77426.8,146127,44788.9,52.7039
98550.1,103444,180280,70991.9,64739.6,148274,16758.2,52.8343
134116,135340,196604,148254,127351,167706,29255,52.8523
113728,112377,198862,96811.1,90591.5,150380,1000.74,52.8776
100122,101502,178567,120253,108183,159138,2521.52,52.935
101535,104305,183194,126164,114320,160097,2859.59,53.0251
121424,116186,199170,141429,125722,165863,8429.48,53.0427
101558,97699.4,184026,106869,91736.2,159910,17151.4,53.0966
130447,118221,213397,115647,87592,169439,3071.02,53.1158
131232,123363,201476,143427,119919,165324,8973.02,53.2465
163455,143762,216363,145127,113842,171939,6668.01,53.2508
144296,130275,207097,135251,104292,170526,91543.1,53.4577
98471.1,90511.9,179221,141802,127925,162993,85961.6,53.5452
102131,91902.3,179268,183323,130618,179077,37491.3,53.5675
95895.7,103163,178472,112533,108815,151812,9441.96,53.9239
159485,141306,213374,138943,113654,168403,51780.7,53.9315
120049,120614,195923,153976,136545,167857,1056.01,54.0947
130933,123427,206808,126059,108046,162375,77887.3,54.1223
174654,145214,231436,166854,121835,175851,646.053,54.2279
164526,141784,215359,166580,135073,179108,27131.2,54.5713
122857,121238,199911,150647,131275,169396,6536.93,54.6364
133345,127810,204371,131257,106161,168056,9911.11,54.7117
116769,105771,195904,144426,128760,165919,41351.9,54.7151
112291,103962,186143,109677,95041.1,159173,6807.85,54.7979
107974,110793,193254,116066,103923,157970,9867.92,54.9745
104121,86430.1,192169,156360,121311,172646,14870.2,55.1681
182917,140891,225172,185641,135976,182678,35951.3,55.261
94651.5,91588,178865,144724,134114,166020,13014.4,55.3159
124290,119458,194043,133546,117225,168094,32429,55.3681
123826,122125,198476,111909,101017,155789,24068.4,55.6693
75904.2,78825.1,179525,67677.8,74159.3,141690,3471.03,55.9486
113964,111165,197394,144549,128012,162463,4988.52,56.0457
92702.1,92305.6,179080,110613,101664,159522,17217.5,56.2192
142973,132495,209868,166830,136295,174772,40485.8,56.2307
130617,114700,210522,147733,123901,171831,34854.3,56.3863
145154,145038,206527,137401,119289,163400,8169.02,56.3947
99878.3,105619,184355,117455,114222,152733,1758.13,56.464
83064.4,91926.5,170433,75288.9,74143.6,146625,5522.45,56.6098
143083,112066,213480,177524,138924,177296,83356.8,56.7453
129485,122938,198799,153576,122409,170190,5112.53,57.478
127869,121814,201436,165438,131128,174985,12771.5,57.5333
132151,118977,197004,147149,119951,172110,92918.3,57.8981
112389,96022.6,199292,149701,133507,168253,33803.7,57.902
138252,120925,209786,135267,112147,166354,40245.5,57.9699
128855,110750,202914,132853,111824,169616,14125.4,57.9984
141002,127520,206247,191755,139611,186254,17363.1,58.1578
120714,121061,195443,146196,131504,164388,45824.2,58.267
104159,100027,185661,108611,101089,154729,925.427,58.3546
114642,103879,198659,109033,78867.4,168305,10129.2,58.446
130679,113452,201643,141197,117614,173618,79644,58.6969
138634,140576,202923,116779,95199.6,164813,5234.91,58.7477
122519,116212,196463,146811,128677,169310,64803.8,58.9818
165016,128795,216003,183737,136034,182988,64006,59.0724
97956.4,80961.3,191662,118733,92926.8,169284,12585.2,59.3532
113898,113941,197136,124627,113525,160079,79394.6,59.4836
86274.6,85484.2,176692,124277,108956,160511,20973.4,59.5619
155051,146098,210817,146338,117808,168971,55730.9,59.6399
150160,129998,214291,123905,103710,165392,20256,59.7369
110169,110047,191918,89972.7,87500.3,152116,1551.49,59.7388
165358,139009,216922,129972,100749,173693,141184,59.8156
110485,112647,182628,127655,119657,158849,14813.9,59.9265
131402,123046,200742,106750,90938.7,160113,330.206,60.0546
129562,114400,203693,164519,130001,176204,6771.32,60.3328
141080,121915,213539,132596,112132,168243,32049.2,60.5546
159513,140903,216259,148900,124861,172341,26899.8,60.8105
113408,110719,196185,98704.8,87391.3,157860,3966.46,61.0059
108856,112236,192656,119047,108308,157934,2995.71,61.2117
115301,96199.4,185715,174502,130017,179104,61768.4,61.4227
109185,113103,192509,146878,131181,162536,37889.6,61.6653
77484.5,83073.8,169872,70506.1,71226.1,144526,3508.1,61.9777
92618.8,95482,181710,137860,123927,161585,36126.8,62.0976
79928.6,85177.5,165024,104063,108833,150522,14091.3,62.3664
102202,107172,183350,93380.9,85459.8,155458,1806.99,62.6483
122896,111175,199828,128691,110016,165107,2912.45,62.6572
133923,131044,205679,101709,87758.4,159877,33293.7,63.0924
139445,131447,210802,137399,114459,166202,13094.9,63.145
117237,105474,192544,167163,140797,173847,35797.6,63.1844
119578,119380,196066,160277,138065,170131,58121,63.3106
58487.7,61068,155401,66556.9,65754.2,145520,10648.3,63.3114
156833,132565,214067,181938,142030,176279,53093.1,63.3129
130708,113948,208095,160509,133374,170415,75782.3,63.443
103788,92046.7,198833,159389,127435,173750,90363.4,63.6601
126343,109247,203832,140190,108310,173313,73788.1,63.6883
123042,107776,203995,141192,111704,177581,2160.13,63.9009
121474,126152,200030,104352,94370.4,156260,4525.37,64.1364
123741,113763,203825,149133,117684,175255,10639.1,64.1882
97586.6,96077.4,186529,91938.3,84495.1,155047,12695.1,64.3611
162416,159991,213518,140718,118416,167773,30275.2,64.4389
147487,131482,216394,123300,98079.5,161314,47564,64.482
114433,111640,199713,103470,93739.5,157942,1575.02,64.6667
83063.2,74273.5,177214,104577,80502.7,165596,3380.93,64.7857
98992.9,94281.5,185970,123677,104602,162581,20888.9,64.8089
129252,123185,200356,146623,116513,172531,2119.31,65.115
134445,135181,200566,133172,119809,159398,16540.9,65.695
109863,109975,193171,102903,91720.1,156233,19700.9,65.9795
96198.9,81989.9,186866,171162,142792,171535,75030.7,66.3238
138080,123198,207683,158454,127490,170592,3819.67,66.448
87939.5,93043.9,165406,119186,111759,158574,8241.74,66.5652
100833,107103,179870,102964,98114.9,153448,3005,66.777
96086.6,101704,187070,103395,99394.3,152614,2987.67,66.8109
129763,127226,200771,144976,123282,165306,25401.9,66.8832
111938,111032,195958,120498,112073,161977,5756.58,66.8868
94498.1,99381.3,178688,124686,114595,161434,11437.1,67.017
201495,139054,236386,204750,132719,190053,27063.1,67.2612
120908,124093,200107,137754,120612,166053,47647,67.3205
77660.2,76721.4,160308,147041,130403,165846,639.722,67.4429
116097,110203,203255,160332,142638,169222,22583.6,67.4811
128366,118681,202789,155510,122825,169725,122413,67.6861
174438,145557,224471,160208,115247,178974,17278.9,67.7562
136411,113883,203774,123741,103803,166243,126105,67.7787
135560,141232,203911,105613,95310.8,155422,4965.45,67.8449
148773,129412,216561,158718,131812,169944,31013.9,67.9417
72090.8,76430.1,171904,102055,107987,151150,209.258,68.5817
130695,128780,203276,125391,103242,166253,18653.4,68.7886
90248.5,100786,180149,90484.4,94848.8,143611,755.187,68.841
118339,110035,200069,135859,129287,158882,5848.72,68.94
134942,120712,203128,163746,128775,176386,65991.1,68.9686
144260,123647,210581,132972,110105,169156,15609.8,69.1287
101213,102491,189547,104218,95518.3,156246,36723.3,69.3639
116563,117269,200086,143624,134394,162503,231.996,69.4392
133019,109773,201338,168558,124251,179117,59668,69.6134
99922.5,92401.7,192168,119574,103455,160809,11025.4,69.8554
122842,119676,201366,113310,92543.4,165992,3784.52,70.028
153289,127077,214896,163556,118400,176617,250.113,70.0433
107541,102307,194255,181722,136971,179222,34426.3,70.0505
89911.9,88695.7,171551,129616,114733,162997,33941,70.081
122211,101985,201695,124426,106518,165074,50007.2,70.1187
108440,89512.3,199525,142004,110900,172962,100584,70.7185
118099,108543,194042,178404,142099,176343,98921.1,70.9558
98051.2,98637.1,184751,67226.7,64968.6,146405,7715.57,71.177
104700,103822,193345,110094,104245,158681,40211.8,71.2739
120342,117486,202771,145107,128876,165481,10480.9,71.3431
101421,97395.7,192639,94830.8,84479.3,159594,6776.31,71.4629
170723,147784,217886,166240,127226,176989,1825.03,71.5567
103606,104430,189398,107365,102163,157804,27487.3,72.2299
117134,108683,193766,139308,119296,165950,24417.8,72.2771
137189,122905,204189,137730,117472,167747,33982.8,72.3168
105093,90413.9,192960,100305,93559.7,163057,5099.28,72.3792
195581,146933,232441,170145,112115,183016,86629.4,72.5064
167834,139753,220903,148527,108123,176694,70056.5,72.5277
88400.5,78267.7,183892,145145,120856,168083,108569,72.5704
96742.2,84687.9,185288,136274,104992,171990,67326.1,72.5759
162834,135706,222199,192682,140315,183260,38975.3,72.8567
92634.4,97288.9,169983,112935,107361,155649,1722.52,72.9475
106334,87747.4,191447,193943,142907,182144,3414.25,73.0186
113315,113275,191655,118391,103558,162384,30127.6,73.0628
61093.4,67884.1,160649,92328.9,91699,152815,233.123,73.0974
108144,113588,186309,115918,109608,155004,5772.7,73.2181
