"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","PE-A","Time"
129201,123325,207082,91919.8,74873.7,158428,10064.2,1.10209
179554,144945,215935,185518,132460,190495,121550,1.10923
166932,130995,215631,143781,105818,178443,7226.72,1.13801
130270,119282,206583,94251.3,71999.9,161549,5131.73,1.16464
103451,103260,190537,68621.4,59200.1,145395,3470.82,1.16588
100694,108854,182209,70765.3,68658.7,146613,3718.95,1.16652
134166,132801,210532,110191,93792.7,160259,24414.2,1.17807
160753,153169,216220,158105,133727,171493,8331.51,1.18744
121060,121177,198654,81792.4,72384.4,151791,232.539,1.18792
75516.8,73760,172115,93053.3,75607.5,167875,1612.09,1.19724
88838.7,98220.4,176122,70585.8,71475.5,147834,26945.7,1.21164
169717,146159,210947,178636,128901,180167,593.32,1.21291
102966,107427,189677,70924,66081.2,146899,834.288,1.21392
93920,87582.8,181884,141273,125714,164810,31689.9,1.21538
112611,114661,196205,98145.9,89003.7,155012,12475.2,1.21639
110308,97040.7,188670,182776,142284,176101,79382.8,1.21881
86803.7,90931.1,166255,66427.9,62476.4,148174,10428.9,1.22212
143540,134464,212925,104903,85167.6,162262,13044.9,1.22221
153507,135691,216355,151584,124360,173147,51659.5,1.22252
186366,146577,227710,201109,135612,186904,41550.8,1.22528
108945,96779.7,198762,140429,116372,172562,1710.44,1.22885
116496,121019,188898,102754,92919.6,156217,7540.71,1.23006
84147.3,86940,173077,63734.2,58604.9,144106,2619.45,1.23197
93276,95432.8,186551,83073.6,71231.8,152517,6447.08,1.23321
106462,112524,191608,76688.6,74074.6,149512,26062.2,1.23424
120507,115153,193966,109753,90203.4,162886,4202.39,1.23547
107999,108337,189183,96622.6,81358.8,163590,2155.39,1.23583
94174.6,101339,183705,81495,83429.9,146286,9643.73,1.236
90790.4,92813.7,182173,105507,89955.1,158483,11961.5,1.23667
90248.4,90259.1,169495,98334,84204.4,159174,22365.2,1.25965
93417.2,102134,181851,81033.7,79540.1,147551,1819.11,1.2738
90427.9,98198.8,176306,82405.7,81853.2,148918,658.05,1.28455
118523,115083,186349,100061,85523.7,158835,3083.56,1.29121
85778.4,94696.6,179127,64426.1,63907.2,140909,4357.13,1.31875
180790,148593,227330,172971,131527,182460,38331.6,1.32303
73211.9,76643.8,161745,57035.4,57338.9,139472,12462.7,1.32708
105529,108695,192298,72601.5,68528.1,148664,5598.26,1.32818
89567.8,85127.4,179582,89618.2,85398.4,148730,6331.78,1.33506
111535,115880,186299,112356,109385,153347,6025.83,1.33615
136487,123411,215410,107037,82529.8,176367,6406.97,1.34125
147259,141297,205952,123836,105342,165965,34667.7,1.34709
92845.7,89556.9,176328,83668.2,70274.3,153128,11190.1,1.3527
103081,108383,192529,108775,105672,154652,6078.94,1.35918
106918,111971,194553,65775.5,59463.1,143833,700.579,1.36354
87079.6,94087.3,168521,65488.1,61440.6,144498,3810.47,1.36381
120725,120336,195770,92740.7,82090.2,158301,19879.9,1.37019
154015,138491,209356,143992,113339,176405,3379.51,1.37791
90466.5,94791.1,182330,71785.5,70979.8,144666,11261.7,1.38845
111614,110785,189875,105498,90153.1,162790,5481,1.39449
100706,104999,183239,86808.9,79191.8,150922,3254.84,1.39556
118514,107743,203536,84940.3,69024.7,156166,16269.2,1.401
155417,139182,215852,108679,82348.5,159856,6025.96,1.40359
94214.7,95991.4,176801,78482.3,62773.9,155772,13314.2,1.41298
100250,99904.2,190098,113210,102629,158629,9300.46,1.41529
136973,112249,217008,150174,103234,182040,11067.9,1.41845
103513,108915,190284,89486.8,84373.6,150948,2355.99,1.42266
125982,124353,203945,93456.4,78607.6,159307,14601.8,1.42367
121683,112677,206185,92271,75377.6,154524,2048.5,1.42573
123235,124319,189566,132117,114308,164372,721.114,1.43484
63637.7,67355.8,160071,51963.8,53410.7,134732,11253.2,1.4377
153732,120956,222803,135652,104554,175536,9019.59,1.43974
131540,122610,196461,153102,133640,169998,40217.9,1.45825
127225,107137,205441,95325,73162.6,167253,1696.61,1.4585
116116,123281,196928,63703.6,60905.6,141174,1574.27,1.46826
77949.2,90091.2,164750,87307.6,85053.4,151813,12076.6,1.47122
118951,118688,199887,115959,97007,165185,5329.13,1.491
100939,103574,181859,110597,100194,156027,4740.06,1.50239
110927,114498,191976,108394,97949,157864,5556.48,1.50577
125311,124113,197122,109680,89705,162836,3352.19,1.50967
72967.3,83423,159520,65178.7,68952,137342,6824.55,1.52683
91584.6,91558.4,188650,91873.5,83493,153477,857.656,1.52715
96557.6,93208.1,182707,100113,87411.7,152582,7365.68,1.52727
111952,114719,195715,73816.1,67317.7,150837,2257.15,1.52851
123051,117938,198901,133690,116285,168734,5112.69,1.52923
119881,116822,198741,84489.2,73501.5,155602,10666.6,1.53137
145488,137103,204149,130096,102881,167805,21107.7,1.53357
129604,124529,206805,114050,89839.5,164861,443.914,1.53899
142344,136626,205350,113969,92392.5,164800,1255.66,1.54156
104083,109758,178773,89500,76893.8,159482,2177.96,1.54372
133931,121078,204258,119262,88440,166195,7019.07,1.54847
123340,126135,199952,122174,113686,159774,9321.41,1.56826
81777.7,88964.2,165935,89479.5,82620,153367,4641.75,1.576
188166,147896,229394,161711,103584,186733,27367.9,1.57623
112810,102680,199644,104187,81392.8,166025,1156.65,1.57727
74479.3,74144,168201,89008.9,78583.3,161861,6988.96,1.58211
125007,117291,200395,112045,92101.2,166456,6737.03,1.58272
169186,152827,218210,154301,115703,179624,3810.01,1.58359
151432,123033,219624,113715,80347,176487,16333.1,1.58661
109646,115972,191679,90117.7,85480.6,148154,22318.9,1.58758
118293,119038,189639,91606.2,81123.1,156303,3722.91,1.59659
108646,102563,195918,95118,78490.3,159657,13578,1.59964
122942,117708,198285,127631,106491,168078,6815.26,1.60299
100231,102291,183058,69230.6,61754.4,146384,15406.2,1.60514
113592,115109,195781,93393.4,83555.4,152731,7351.43,1.60895
113102,108178,192670,91104,73178,162029,2560.6,1.61586
101739,104099,189406,105334,91350.2,159911,17770.9,1.61917
79322.3,86230.3,177043,79054.9,81944.2,145487,779.68,1.62148
137471,125491,208171,110902,83576.9,165798,29837.3,1.62249
106885,111044,189917,90992.6,80190.2,154218,1022.4,1.62371
125623,122505,204071,109141,101278,158748,7315.82,1.62574
128857,110606,201339,105714,80066.6,171784,20747.2,1.62621
97788.7,92387.1,194050,80996.5,68229.4,152985,7268.41,1.62982
97921.2,103962,186312,97512,89040.5,153482,2382.94,1.63176
94387.6,91337.8,176112,91572.3,75042.1,159628,863.029,1.64151
152122,139436,216626,130032,102554,171197,10900.6,1.64344
134489,123372,217691,108208,79708.3,165984,13575.2,1.64352
86428.5,90651.7,172158,115479,106804,160447,22067.4,1.6439
132847,126797,204014,103701,88635.3,162593,1355.3,1.6451
98744.6,104236,187657,68231.9,61786.7,144577,11545.7,1.64807
103761,99329,186492,76856,62033.6,153238,6832.96,1.65152
94556.1,104590,179961,84763.5,79590,148507,9078.03,1.65268
115030,112303,196602,113221,96063.8,159970,26139.6,1.67993
113711,121427,194676,81057.5,74879.5,147208,2833.01,1.69659
