"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","SELE","Time"
112445,108880,183146,84571.5,74219.2,148163,6627.63,0.349757
82092,80977.6,168880,85455.1,79706.9,145404,1769.86,0.365472
89030,82440.1,179585,97576.9,85866.5,159444,2585.11,0.375759
101777,95888.4,170246,79393.2,69671.5,145723,3510.93,0.376265
125128,117963,189382,108106,89154.5,152455,527.568,0.376913
92867.5,77444.5,174998,156176,120494,168769,805.179,0.384587
97576.7,95671.7,179609,99732.9,91833.4,148744,5845.27,0.390677
118850,109106,192363,86871.3,68838.5,154924,1337.76,0.395733
151098,122758,205592,169153,118506,168476,13348.8,0.396218
99708.1,91496,175123,111346,91504.9,159026,3248.32,0.400164
114893,108236,185669,95610.8,84650.4,149584,7937.34,0.409029
90357.3,88975.8,179138,71744.9,66595.5,144750,233.047,0.411436
96254,93255.8,169682,78351.1,67281.1,148901,1089.66,0.412771
100124,106221,178536,62660.7,59785.3,135789,642.2,0.417319
114883,112245,178275,89590.6,77105,151768,1708.68,0.419178
139942,122744,203694,105234,78965,157814,5540.64,0.422959
114224,106329,186924,77720.1,62933.2,148204,961.29,0.426836
106746,106262,180132,95251.7,85384.3,147650,2012.95,0.434865
132827,117654,195930,129919,94781.3,163797,1832.12,0.43857
62689,64181.3,148705,67696,67963,135462,1758.38,0.444064
79660,80264.3,165194,80504.4,78237.2,140811,1937.9,0.449353
85446.3,78838,168918,68438.8,59879.2,140189,302.733,0.449969
109046,101522,181921,91190.8,79111.7,146094,2215.73,0.459869
76517.5,78010.6,155757,67031,60990.8,144450,1640.04,0.463092
103809,98444.2,176402,96712.4,83824.7,153557,588.702,0.463804
91844.1,92099.7,173540,100034,88309.5,152468,430.246,0.471095
91851.9,82963.9,173015,89618.3,85171.1,149225,2256.35,0.471653
90228.9,91480.4,173161,76705.3,68142.7,145914,1588.53,0.472631
115958,108662,189755,121689,95105.3,159316,1106.69,0.490041
100986,95405.7,176533,69234.8,58770.1,139490,1082.7,0.496697
78173.4,80621.9,157227,49923.1,45882.5,127318,12242.7,0.499486
74526.9,75720.1,158889,74968.5,72857.1,137809,378.811,0.500137
99327,96094.4,179729,106618,95683.1,152404,1181.61,0.501098
99557.9,103772,182447,94701.5,85683.3,148313,1380.69,0.510723
145090,134813,206548,133348,102095,162799,3071.07,0.511761
93264.4,92770.6,166134,77701.2,67834.8,145644,3263.55,0.516259
72545.2,75048.9,158212,59952.5,58779.5,135046,561.366,0.517779
115523,110908,182832,102569,85613.1,151818,116.615,0.520854
95580.5,94337.3,167494,65953.8,58046.8,144300,8275.81,0.522685
131073,116186,193679,118474,96882.8,158432,688.875,0.522889
75166.6,76928.7,151831,85622.3,77210.6,145969,442.769,0.524616
117873,109561,191959,95809.5,78717.2,156481,9670.19,0.527091
128638,113776,196519,101048,78020.5,157981,426.741,0.529447
82586.9,86571.1,159084,78457.1,73609.8,147476,693.348,0.529524
122049,109322,187430,117241,90589.2,159439,8066.7,0.531357
118446,102331,192384,84429.8,64901.4,159516,909.012,0.533091
98531.1,96288,176707,86459.5,74298.8,143492,1790.42,0.540363
131552,111654,186768,96694.8,75588.5,159687,8328.5,0.540527
115232,105428,190170,108551,91137.4,155821,974.257,0.547974
93529.4,89925.6,170293,73590.3,65615.8,144420,3316.64,0.554396
109165,103994,180189,92595.4,81702.2,148449,1876.94,0.558288
133540,119958,199544,96746.2,77831.9,156728,2534.33,0.558508
107623,101822,178759,71152.6,61032.9,145142,1207.77,0.562141
65758.2,68070.3,151730,59243.1,56349,134889,453.703,0.562294
113984,109509,183745,106121,92628.1,151924,705.548,0.565141
95083,87578.4,169240,81295.3,67253.9,151070,304.924,0.569576
83946.9,84639,161979,118094,98175,158048,3667.95,0.579783
102860,89118.6,179407,110877,90569.3,157449,218.234,0.584521
95129.4,96789.2,170020,77805.2,73153.5,145633,335.596,0.586645
108005,104246,180225,86173.6,73032.6,148248,352.587,0.586915
73424.5,76099.9,151099,68406.3,63034.7,140525,1565.44,0.589196
126953,118407,193794,96310.5,80565.1,153047,3234.04,0.595365
109438,98571.2,179009,89920.9,79910,153462,1536.98,0.60177
122978,103076,195636,145339,112862,165510,4658.7,0.604163
116604,111704,182287,94705.5,81228.6,151211,3136.99,0.604284
126500,117312,197779,87397.8,77539.6,145308,592.769,0.616106
111328,102327,183040,103028,90586.7,155669,940.234,0.619552
121336,110860,196490,109866,98099,150867,2554.34,0.622152
97798.2,98939.7,175834,104265,93458.9,152486,1535.31,0.625913
98389.6,95259,169840,81872.4,69270.3,150514,1550.22,0.629553
90922.5,86693.4,165955,71610.8,68272,136433,6061.03,0.630663
82170.6,82765,159568,101532,89899.9,152280,191.025,0.632584
106426,103472,183936,106062,90924,152875,255.323,0.634334
65928.2,64148.4,152261,80731.9,76023.2,141884,236.139,0.635452
111481,106894,186005,101794,86554.7,154564,252.064,0.642869
78348.2,78783.2,162366,77205.7,71822.6,143971,2363.35,0.645421
80644,83673.8,168802,76449.5,69027.7,143825,1465.41,0.647176
63289,65045.4,151451,63589.6,64356.8,134265,9775.87,0.654659
86437.4,80416.3,167684,99688,85811.9,156688,751.229,0.66183
75727.2,80918.1,154849,65470,62694.7,141039,287.052,0.670843
83560.7,79100.2,171942,59470.8,53413.6,135699,157.528,0.673412
94444.2,87031.3,172681,77280.9,63614,149628,1142.66,0.674045
84773.4,87748.9,162075,83933.2,81556.9,138853,2338.99,0.68004
95968.3,98128.3,169560,63779.1,60180,139660,335.862,0.68197
81840.4,84390.9,161856,72013.9,70795.5,137398,2670.24,0.685094
121823,111693,189934,102817,84676.6,152693,6376.95,0.688298
96046.1,93296.7,175336,93331.4,83700,151075,9369.22,0.696874
131468,116992,201158,95012.3,73201.4,158051,3234.63,0.700487
117664,114816,187510,89294.5,78769.7,149728,284.537,0.701745
128113,123223,196446,105145,93941.5,150603,217.55,0.709043
77555.1,78696.5,158876,68623,64954.4,142039,4223.12,0.711688
89529.2,86453.2,166576,77891.9,68250.2,147230,2055.47,0.714527
93346.1,95958.5,165818,84300.7,77628,143665,1120.47,0.714622
131679,122216,200085,91385.5,76146.2,152692,15793.4,0.715538
104716,101211,175546,140307,121830,157765,7093.12,0.719138
89563.2,91064.1,168097,65993.9,61372.3,140447,543.021,0.727501
88117.7,88273.4,169656,67583.9,61330.9,141256,795.735,0.732407
72754.4,69249.8,158407,71172.5,64607,143448,4098.91,0.73417
100440,97946.3,179636,106605,91350.1,151087,7228.4,0.736507
152425,129086,204561,123004,94345.2,162128,3920.62,0.739331
79320.7,73192.8,159641,91136.4,82622.9,148539,973.309,0.745378
100391,94011.6,173108,73605.7,62952.9,144658,371.613,0.746855
111880,103029,189650,102546,82673.5,157702,3203.36,0.749132
119596,97718.3,191703,153062,134227,163419,2096.81,0.752091
112916,105529,182825,108862,90109.5,155832,6379.08,0.758719
135349,117116,203421,96955.8,73525,160296,1313.95,0.762144
114728,100481,185860,109561,87137,156088,387.702,0.762688
88110.8,86839.3,165317,70602.5,62722.8,143927,2483.45,0.76377
111703,103584,184420,102063,89429.1,148892,226.354,0.765438
113234,109146,185747,110388,95891.9,157816,437.506,0.767434
104627,102142,186910,95095.6,90492,145798,5959.59,0.771368
96739.5,89496.1,182332,82294.5,69889.4,148322,3596.47,0.777943
153391,134943,207456,131130,103345,162693,3189.22,0.778235
95869.4,94477.2,180038,75827.6,65876.9,145197,1939.39,0.780256
99311.4,100449,175578,71661,63589,141990,102.094,0.803728
73012,75326.6,152851,78133.9,71234.5,140993,626.386,0.813868
85194.2,70687.9,162762,90736.2,77109.4,151833,3051.68,0.816782
97853.8,100464,169846,73695,69093.8,141989,1445.98,0.818133
136181,127493,199146,110198,88854.7,158341,161.509,0.81821
100735,100174,183275,77112.8,71680.9,143305,4198.41,0.82038
101394,100707,173213,97603.7,87489.6,148380,964.904,0.826785
126718,110681,193918,132014,97887.5,164279,10425.9,0.835793
88316.5,89148.5,169157,72309.7,67074.9,141542,3690.63,0.840816
138011,120508,196002,123849,94354.5,162106,2265.16,0.840841
119916,117294,191091,92569.4,78898.9,147981,1596.31,0.843205
92604.9,91633.9,177465,77647.9,74179.2,140821,1345.9,0.843953
81078.7,84378.3,168157,73246,66650.9,141963,1318.33,0.844333
152675,132660,209587,121183,90816.2,163762,10634.4,0.847607
95801.1,93312.7,178861,153467,131479,169353,1216.81,0.85097
111378,112427,171807,79539,70901.5,145890,1371.7,0.8522
142239,133194,200304,115157,94356.9,157882,1756.75,0.856785
78204.2,76838.7,165873,67294.3,65631.8,134893,332.136,0.860634
93225.5,90135.4,166050,127779,107801,154982,4267.63,0.862775
94048.9,95652.3,169498,77229.6,68088.2,146484,4332.02,0.864201
123328,114147,189851,103082,88745.4,153674,4272.51,0.866846
112527,106576,186360,102940,89351.3,151192,8801.93,0.868367
104033,98549.1,182266,106766,90884.3,153126,4155.12,0.870879
89202.1,85803,182919,84394.1,72329.1,158044,2269.64,0.870916
95969.4,98013.4,166300,82214.9,74634.7,146120,3291.47,0.871564
109397,106292,193377,86029,78739.8,145539,3818.5,0.878798
105586,98182,181747,122451,112634,148960,1530.47,0.878963
76515.8,77007.3,163269,64487.4,61801.8,139311,981.396,0.882264
80571.2,83872,159659,60244,56060,138303,1749.57,0.884645
128768,118865,193531,96805.3,81830.6,155684,1647.45,0.886672
113046,108932,177828,90899.2,81862.3,145520,2974.82,0.899389
86162.6,89034.3,162174,74850,70438.1,141478,9926.11,0.909096
95797,92320,171741,61874.1,55824,135426,1488.45,0.912647
116565,109892,186041,74794.3,68792.6,142087,553.64,0.916438
109396,107913,186019,72084,63875.4,138693,4375.08,0.917517
101243,101640,175492,95553.2,88659.1,147704,2423.9,0.924426
88641.5,85293.1,169621,80132.4,69595.6,151146,903.319,0.932254
82471.8,77753.3,165708,71114.3,66704.9,139345,4592.73,0.94024
98148.1,93223.5,178642,69944.2,65610.4,138938,6033.42,0.942866
90387.6,95480,169156,101931,93807.4,147992,3414.69,0.945171
96925.2,94477.4,175424,87354.9,73931.6,147853,2378.94,0.946108
146074,128149,203681,132415,104980,162705,1006.47,0.946375
92723,93013.6,169048,74855.7,69574.3,144140,4577.95,0.953809
65696.9,66690.6,151851,82663,81540.1,137463,2035.58,0.954008
116917,106596,186579,87467,73877.5,152234,7343.89,0.96322
97423.9,95856.5,165972,104573,94650.8,145910,6311.44,0.965826
123037,112954,198911,112294,93776.2,157194,8118.98,0.968562
135907,113834,194313,147975,109544,168766,3625.74,0.972205
71432.5,74430,156307,52951.2,53442.7,131367,3124.65,0.972998
93547.6,88803,174782,76459.2,69072.3,141024,5389.32,0.975566
90561.5,89697,167792,85459.3,80847.4,144193,1248.48,0.977299
75758.8,76229.4,160296,72126.7,65288.8,136253,1349.19,0.979732
96210.4,93260,173149,80843.4,71270.2,152610,1989.14,0.980339
109433,94031,189712,97727.4,79686.3,152517,11992.5,0.982624
71620.5,69858.4,159981,54702,51678.5,135271,196.49,0.990299
100158,96071.6,172715,78907.1,71302,146398,235.593,0.995208
96297.9,94257.2,168783,116601,104332,155208,3938.82,0.997049
76455.5,70134.9,164794,84983.1,72289.9,145955,70.0234,0.997489
80923.6,80283.6,158481,75600.6,65903.9,147817,293.153,1.00409
125133,102189,190016,145628,114509,164226,13684.4,1.00476
88207.6,86576.3,163384,93171.6,85325.3,149237,14762,1.00716
109121,108101,180215,91510.7,87086,144247,5565.63,1.01033
99095.6,99344.4,175905,74298.2,65920.7,144951,3485.18,1.01071
88655.8,85486,168768,82190.6,74288.7,145511,4288.68,1.01306
86950.5,84381.6,171596,69684.2,62049.8,151222,643.375,1.01334
94818.2,87253.4,168292,60318.3,54274.5,137789,395.394,1.01408
89500.8,81195.2,172996,104753,88370,152234,8883.04,1.01508
142355,124873,199694,120108,88193.2,164742,3446.27,1.02187
130936,120659,192423,90869.4,72559.7,149306,2981.01,1.03629
112819,101825,192695,92886.8,77167.9,148179,2241.35,1.04005
74869.6,78780.4,156273,61411.9,58300.7,134316,128.384,1.04057
74677,72425.1,158483,56290.4,51275.6,131757,300.855,1.04473
90098.1,86146.1,164727,83305.1,72227.4,147547,1089.48,1.04516
67518.7,70681,155242,81951.7,75113.6,144925,881.766,1.04798
130582,110833,192664,110670,89431.7,159207,4296.14,1.05526
96871.7,98422.8,168188,85702.8,78776.9,144822,12548.4,1.06398
101311,101072,184076,80804.9,72648.1,146330,2446.04,1.06561
120880,112720,192677,102756,86226.8,151334,4871.15,1.06922
132837,122459,189634,147371,123703,163127,2072.86,1.07337
109446,103818,186663,90724.5,76844.8,150633,8546.96,1.07753
111531,106876,189339,76932.3,67071.6,145230,721.724,1.08308
93568.9,94182.7,165729,77696.6,72433.8,144673,175.509,1.08606
128334,110553,195784,112166,93747.9,158752,1846.26,1.08751
124503,118705,189266,91663.2,78388.7,149432,1371.83,1.08773
71453.7,73447.5,152712,85528.3,79079.8,144901,788.235,1.08799
121247,108666,193116,87279.1,67656.6,157270,2398.55,1.09919
80477.1,82356.8,159782,67781.2,67176.2,134683,2390.23,1.10547
140203,112252,202460,154893,108965,171915,5653.92,1.10554
86684.3,88609.2,169767,61791,58197.1,138582,583.145,1.10846
81522.9,80126.7,162469,67454.5,59699.5,143522,717.477,1.10934
82199.6,76765.9,162908,69491,59785.2,144077,1844.91,1.1101
169997,134638,209716,171798,122187,175010,4001.59,1.11357
98318.3,98843.6,172212,82225.6,72970.7,145049,4158.01,1.12016
93918.6,94541.6,170723,69617.7,63552,142107,3878.14,1.12073
102900,104852,173221,91025.9,82794.4,145626,3513.46,1.12171
85840.2,83105.1,162704,102360,91372.9,150871,7027.29,1.12281
102157,96796.9,172129,66532,60092.2,138022,433.187,1.12768
119593,111882,200787,93490.7,77928.4,160333,1223.09,1.1352
114305,110663,186498,119220,106525,151315,4100.27,1.1393
102123,98372.1,177149,99122.3,82252.7,152356,441.26,1.14132
106759,102772,177375,100108,87462.3,155250,2604.09,1.15325
106302,97948.2,183567,116387,97195.1,157856,1816.89,1.15507
107527,101846,186495,113434,96516.2,154979,3071.47,1.1649
85973.5,84469.8,165890,83990.4,75352.1,147472,2095.27,1.1652
100305,99831.7,168943,84791.4,75437.5,146408,2158.98,1.16573
110824,104158,186810,97705.3,83634.7,152298,1507.07,1.16608
115052,108377,184382,103271,87437.5,154984,11574.4,1.16821
100590,98933.5,178817,82025.9,72146.6,145952,3381.75,1.17232
112706,107439,183945,103450,96956.9,152189,4171.07,1.17388
84587.6,85054.3,162292,88228.2,84477.4,144061,2345.55,1.17391
74945.5,78465.3,155362,51598.1,51473.3,128787,2751.75,1.17693
67753,71776.2,152090,68054.6,64772.9,138503,212.203,1.17737
76479,73424.3,166722,70801.5,63369.1,148592,163.221,1.18019
100648,99755.1,182922,83757.9,69590.7,151349,2752.61,1.18108
122947,116713,190574,111316,91534.6,157745,2980.61,1.20047
113831,104262,192502,103671,84996.8,155063,1281.69,1.20687
117080,95031.7,192469,88236.1,67933.1,158666,4250.32,1.20935
103455,101038,176454,71146.6,66741.3,137763,1984.57,1.21053
128059,121121,196319,91119.7,78570.7,148611,20898.8,1.21214
101766,91102.6,184301,47230.8,42912.4,128320,130.343,1.21227
100641,102007,179333,94303.2,81649.8,147876,5714.83,1.21286
99797.5,98463.2,179281,83938.4,78369.6,144188,350.732,1.21333
116794,110771,183116,75116.9,66967.1,145658,1828.46,1.2222
137490,120141,203953,121731,96021,157698,1330.35,1.22349
141663,120663,195830,95266.1,73166.3,159526,2013.31,1.22708
82352.4,84219.4,162993,80293.3,76808.5,138602,3059.36,1.22854
66208.5,63649.6,147828,117847,112377,148057,2883.46,1.23235
69487.1,73701.4,153096,62171.4,62143.1,131727,584.41,1.2453
85456.9,83129.9,167610,86303.3,76928.9,149038,479.699,1.24699
135321,124088,203308,92110.8,73127.3,152626,2161.6,1.24947
86648.8,82955.3,171556,80115.4,72328.8,148269,297.453,1.25014
116378,106280,186997,107315,85481,161612,528.743,1.2529
82137.3,86040.4,164807,68864.6,66319.3,136265,1425.01,1.25357
124192,112031,197004,95338.2,73371.1,155080,245.674,1.25683
85146.1,87603.9,158800,84085.3,74262.8,147709,2541.78,1.26001
90492.8,81797.1,171646,82245.7,73324.3,149712,6030.39,1.27471
85140.2,86628.8,168539,63951.6,59668.1,138112,2986.71,1.28288
96274.5,95116.6,181803,83167.7,77217.2,143446,1423.07,1.28788
88650,92086.3,159721,69177.9,62480.2,142013,4077.13,1.28796
85751.8,80821.1,162375,79422.8,74032,145934,13187.4,1.30133
90545.8,87325.3,172607,125890,111607,155665,3509.58,1.30498
88807.4,90756.6,168971,84837,76022,150753,1274.37,1.30532
71817.9,73934.7,152197,60089.5,57874.8,135053,4196.92,1.30577
106927,97776.3,175056,87698.2,70683.7,153202,186.289,1.31278
122304,109952,186802,166183,121118,168228,1760.59,1.31413
91474.5,89060.9,180355,94531.5,85523.5,159843,581.111,1.31461
81952.7,83469.6,157505,79212.4,71238.2,145752,1525.01,1.32864
84281.1,83734.8,159423,91642.4,82452.8,151388,262.24,1.32982
91053.7,89804.3,167715,65418.5,60049.8,135904,1253.81,1.33575
100278,102745,175006,64976,62140.1,133330,497.918,1.33618
102875,102402,180180,88658.9,84086,145182,938.065,1.34219
74911,80186.8,152855,78282.9,74346.4,144686,2292.95,1.34772
76393.9,81650.1,156377,69178.3,64907.8,140941,1545.11,1.34925
95495.9,93291.4,170306,90390.3,75176.5,152993,358.19,1.35285
100344,90378.8,179109,81057.8,68749.6,149123,262.918,1.35825
101719,97495.1,179523,79182.9,68303.1,144738,3726.78,1.35878
148368,116745,202983,151878,114507,171590,5265.47,1.362
97276.5,88265.6,172892,75091,59928.5,148763,351.615,1.36411
101233,98604.9,182202,80577.1,72868.2,141958,175.786,1.36463
83100.1,80446.8,167978,83424.8,72022.6,147460,1354.8,1.3659
95621.5,95863.9,175591,92833.4,84360.4,145013,1859.91,1.36815
121689,116926,191835,72751.2,64075.7,141526,17923.3,1.37023
105758,95499.5,186163,74298.7,64947.3,143886,4586.45,1.37396
91806.2,92776.7,161987,78920.2,74186.8,144712,2505,1.3839
76225.8,73697.9,158128,79501.4,74155.7,141625,2118.63,1.38435
108385,102527,180923,96057.1,81996.8,152908,6372.62,1.38686
82389.9,87494.7,163481,70231.2,68325.1,136184,662.036,1.38702
74775.4,72850.4,157821,73931.6,65465.3,146773,1407.35,1.38751
85801,84313.6,169333,63534.5,59499,135013,34.3957,1.39069
105557,103367,182376,82854.7,70463.7,148824,369.503,1.39974
143203,128675,196705,131861,101913,164241,7264.86,1.40266
119050,109441,194010,87587.5,70888.9,151163,924.645,1.41319
110278,108620,183449,97515.5,86351.9,149834,1751.11,1.41665
112987,103501,182439,83901.5,70022.5,146002,626.024,1.41761
136822,119330,201216,108440,84039.1,158916,24551,1.42552
92156.3,86171.9,171074,102352,87141.3,155045,12424.9,1.42601
103420,94844.4,182829,83813.1,66657.4,152529,2685.92,1.42611
82468.4,84459.7,168055,69988.3,65111.5,140568,719.329,1.42734
79998.3,74212.5,168674,90932.5,79976.2,147832,2176.24,1.43012
85263.5,89180.3,169827,61197.9,57270.5,139052,270.453,1.43241
77975.4,81898.1,157685,56697.6,55189.8,134526,3566.33,1.4407
89447.1,83624.9,168830,101073,87139.8,151450,104.439,1.44092
124602,122766,194372,93747.4,84071.4,147540,108.845,1.44275
113328,109191,187181,85396.4,75900.5,145406,405.204,1.45027
124001,110334,193782,112259,82026.9,168208,1972.06,1.45459
86043.4,85297.3,168705,75563.7,68256.8,144435,5944.45,1.45642
131711,120391,196404,114842,96617.6,157419,7437.06,1.48819
85589.5,87319.9,168236,67340.8,63876.8,137977,1148.85,1.49147
96838.4,90827.8,173027,86922.7,73378.9,150652,1176.82,1.49789
58519,59914.3,145357,46292.6,47210.3,128758,132.207,1.50149
110555,103194,182004,83204.1,73269.4,148747,14219.4,1.5029
71388.8,74060.4,154805,50514.8,48684,129100,1414.98,1.50838
94326.8,97099.9,165685,68455.5,59234.1,144858,3252.66,1.52205
120152,103340,190580,111923,85827.2,159896,708.576,1.54661
100400,99458.3,179951,82721.6,76592.5,145294,5029.66,1.5471
111992,104788,184786,101448,86530.8,150518,5309.84,1.5545
95082.8,90498.7,173676,98559.6,83584.1,151287,6307.51,1.55475
114150,96346.1,184143,141419,107261,166468,5569.56,1.5569
106804,98760.6,182508,90208.8,76155.2,150870,3451.2,1.55695
79985.1,83281.1,155940,76012.7,71581,143910,807.167,1.55728
121722,111005,188828,81090.6,62722.6,152105,1286.07,1.55848
103639,98220.8,184448,75264.6,65470.5,148534,1508.24,1.55995
111267,110926,186794,94002,90513.2,145243,5580.09,1.5659
104297,100757,175602,100857,83078.5,155765,2724.1,1.57229
95117.5,88211.9,171559,74487.6,67236,141957,6802,1.57397
100093,92770.3,179524,97943.3,85747.6,151394,4447.1,1.57904
93986.7,95551.8,179396,77098.9,70554,142153,676.992,1.58284
118936,107231,193184,101648,81911.1,154743,2470.75,1.59154
97632.8,95225.6,172152,99359.6,87960.4,151407,6524.75,1.59278
97050.1,93238.7,172758,82858.5,75640.5,145209,2900.27,1.60499
97687,96659.5,176232,71232.3,64563.8,142573,2611.95,1.61433
80479.8,85042.3,163353,56936.6,55613.8,134024,108.611,1.61807
95513.6,89081.8,169306,75952.9,64100.4,146196,1108.27,1.62259
116898,113485,182054,101981,85820.9,155166,10554,1.62455
129168,118086,200238,102602,81627.8,151717,4145.36,1.6269
107595,102484,176508,89667.7,79292.5,146099,6558.41,1.62884
105719,103206,185763,94047.1,82014.1,145768,2063.24,1.6315
