"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","Time"
76765.9,82786.6,159884,59048.3,65007.3,139503,55698.4,8.47516
85320.6,90208.2,166327,53313.3,58949.1,134181,24996.4,8.48278
67896.9,74200.8,153744,81159.6,92567.9,142506,49696.3,8.48468
79686.2,86899.7,164663,67830.4,68937.9,145684,30184.1,8.4872
84076,83442.7,168332,108765,108212,156422,69659.2,8.48789
87982.9,95240.8,179309,49800.4,55803.4,132296,32460.3,8.50096
103613,101710,184055,120591,118340,160264,42283.8,8.51668
71413.5,78161.9,151459,58422.3,68367.8,136429,48676.9,8.53457
116913,118784,192938,85307.6,89523.3,148474,57045.8,8.5513
84362.8,90179.7,165170,51767.3,55160.3,134296,59529,8.55878
101110,104324,176819,70142.5,74773.7,142508,72442.5,8.575
114135,113372,191192,111137,114301,155312,112194,8.61167
64573.6,72630.6,152047,40580.2,48049.8,124777,28724.2,8.61748
82874,90664.8,162844,57150.4,64981.3,136475,57949.5,8.63318
113903,112538,184424,109542,103511,158290,88958,8.63984
81295.4,87773,169159,57992.1,67302.7,138514,32189.1,8.64531
89276.3,95568.7,174496,59512.5,64986.1,136481,62653.8,8.66393
70880.5,72024.5,158613,56583.7,61407.4,137450,14316,8.66679
100398,104729,181603,86028.8,93004.6,145989,41201.6,8.6754
103714,110092,182693,53584.1,56152.2,133837,65803.3,8.68965
88028.2,89635.3,174411,66981.5,73315.1,140600,62304.2,8.69507
96167.3,104131,165941,65182.9,68519.1,141675,48770.5,8.70419
107741,111833,182398,77709.3,81450.6,144044,71461.7,8.7092
73631.9,79525.6,160149,90168.4,100658,145025,42617.4,8.714
137941,132534,198988,105708,99402.4,157370,97135.3,8.71555
101758,100931,183333,67407.2,69136.9,144799,57165.6,8.74984
123468,126307,198122,94416.2,92287.6,155006,57675.8,8.76017
83118.4,88801.5,158901,75110.5,78830.6,145046,51352.2,8.76432
94028.6,89718.2,177368,97801.2,100660,148644,117057,8.77059
69082.8,70984,159036,97968.3,106649,149036,30276.9,8.78273
124474,122177,193221,73402.6,73418.1,145083,113266,8.78497
119603,120525,191976,90546.5,92342,149599,56611.4,8.79815
67618.7,74382.4,153642,75972.9,86363,142192,21611.6,8.79853
99156.5,101895,178802,77209.6,79237.7,146365,93549,8.8049
106367,108216,185850,75472.2,75544.1,148692,82498.6,8.81056
81456.4,85616.8,163771,44944.3,46364.3,133983,42808.8,8.82303
115644,118897,189605,73609.1,76943.2,144470,33635,8.82605
94543,102065,172810,75597.1,83072.2,143781,77779.4,8.86589
99074.5,104699,183254,62389.3,69012.6,137958,52594.4,8.87122
101390,104742,189291,56279.6,61502.1,131979,55582.4,8.87734
106092,110057,179331,71110.6,72280.9,144608,56573.5,8.88081
84521.1,88505.1,177120,88997.9,93590.9,145483,95356.4,8.8954
84085.4,89664.5,173029,49894.3,56073.6,131566,46924.2,8.90859
113325,116496,192483,82368.4,86441.5,145578,68754.5,8.91291
70529.3,79995.1,155574,41583.1,48650.8,123823,27665.6,8.91294
137501,126471,204230,91416.9,81081.9,160353,83414.8,8.91563
102675,108921,178437,79003.7,84778.1,146153,70790.2,8.91682
94751.8,97566.1,175226,70422.3,73287.7,142493,69428.4,8.92007
80501.5,86163.6,163240,56044.3,61000.5,137692,37739.5,8.93126
78700.2,85304.3,167783,53622.6,60387.7,135306,45415.3,8.94499
73030.2,79956.3,159686,59071.3,66764.8,137261,29630.6,8.95595
63862.2,70833.2,151559,66102.5,80085,134877,32889.6,8.95649
142427,134781,206384,95310.3,88069.2,152528,121471,8.95836
107001,105462,187069,100762,104461,150957,66537.8,8.9675
87209.9,91369.5,169996,84588.8,86918.5,148658,59985.6,8.96991
101985,102564,175019,68076.8,69661.1,145504,57983.9,8.97132
92778.9,91774.8,177184,72897.5,74298.7,147747,42839.8,8.98101
91823.5,93792.2,173692,84390.6,89844.5,144616,57831.9,9.0008
85310.2,89266.1,172805,57094.3,61269.6,136367,51259.1,9.00807
100490,107830,179923,89852.8,97834.1,145893,53408,9.00967
79902.3,84975.3,160397,43333.1,49378.9,130982,32679.6,9.01965
80706.4,87814.5,162675,56778.1,63206.6,139023,37274.4,9.02339
130292,127068,197431,99859.3,99691.3,155302,80683.8,9.05018
81222.4,84465,166232,61435.8,68981.3,134828,50423.6,9.06299
97787,104274,176020,68696.1,74792.9,142388,46170.8,9.06987
111352,114166,191966,87654,90261.4,151575,67588.5,9.09883
81765.5,81512.9,174609,77874,81583.2,143554,49721.5,9.10079
93729,97379,178908,63421.2,67602.3,139930,110521,9.11383
79810.4,78487.5,164528,65464.3,66369.1,145299,37918.7,9.11548
135616,124977,195506,110097,102635,158935,156700,9.12413
110099,112175,183821,86446.4,87538.7,148014,107673,9.12483
123659,123335,186624,98375.1,100530,154293,74180.4,9.13617
82795.3,86342.7,166327,64136.3,66999.2,138801,44393.3,9.15215
73892.1,74702.4,161299,34771.3,37960.2,121333,41626.4,9.16807
107121,112154,186474,69691.4,69474.2,144962,46571.1,9.16893
85707.3,89066.7,164807,81524.4,85121.4,148035,92115.4,9.21615
117424,118923,196538,67603.8,72960.5,139482,62548.3,9.22168
75636.4,84051.8,155400,50330,58932.6,131488,34688.7,9.22291
102582,105837,184643,80083.6,84711.9,145716,69414.3,9.23331
84589,88580.1,169967,74726.8,80942.9,144062,52865.4,9.23369
88237.8,87527,169394,73174.8,77357.3,143539,80313.4,9.23916
104715,102245,177279,98841.1,98547.8,152983,66541.6,9.24858
76494.3,78658,158197,83186.2,91052,144851,36748.8,9.24864
80194.8,89600.8,169867,56064,62483.8,134194,51338.7,9.25288
125849,129712,193139,81018.9,84195.1,144655,51314,9.26016
112803,116577,185588,62997,64982.5,144844,69842.3,9.26565
85336.5,88582.5,167608,95754.2,104774,145311,68740.4,9.2888
73343.4,80481.6,158652,62520.9,72223,138277,43130.9,9.30488
85477.5,88777.2,168146,54046.2,58733.5,136355,38696.1,9.31898
91261.1,90822.6,169374,107041,112326,152369,88914.8,9.35258
75176.6,73446.2,158641,112501,99870.6,165004,64197.4,9.35933
85597,90808.5,168316,53629.9,59099.1,135631,30115.1,9.38319
74289.6,81119.2,162954,73338.3,83748.4,140664,36741.4,9.38699
68481.8,74947.3,157734,108533,118220,148080,84179.8,9.38911
103726,99923.9,182966,77175.1,78997.2,148742,89393.6,9.39296
74222,78991.7,158029,94309.2,107188,148896,35936.1,9.39893
62834.7,71237.4,153637,61227.7,75358.8,131517,24073.1,9.40108
106161,108750,180513,82086.8,84485.5,146339,58481.1,9.4386
100844,105957,184624,63058,66595.2,141356,63405.2,9.45766
78392.8,81193.2,161868,86677.3,91790.7,147210,62109.2,9.45958
73731.1,81289.1,159013,53578.1,63047.1,133434,36592.6,9.47058
100159,105725,176919,62333.7,66572.1,140976,94116.9,9.47412
117097,121874,187038,98161.4,107222,148945,66935.3,9.48396
73510,81619.5,168411,64074.4,72612.2,139244,34541.1,9.48521
62779.1,68940.1,151148,75816.4,84471.3,141709,31319,9.48701
58420.8,60919.1,150508,82991.6,94905.3,143908,29615.1,9.50549
98025.1,92000.5,181467,102001,108837,149721,69552.6,9.51036
90833.5,92535.8,179888,44111.2,45906.6,129451,53337.5,9.53865
77912.8,80824.4,160144,117226,126045,152382,90194.9,9.5431
96118.9,100939,171738,68627.9,73634.5,137952,88028.6,9.5451
100022,102429,186138,101192,103640,152377,96134.5,9.5461
101973,105157,176125,80021.9,84477,150940,29284.7,9.54706
81307,89392.2,169029,44032.9,50504,126863,22524.3,9.54731
80011.1,86721.8,165675,47754.7,55905.1,127604,28895.6,9.55616
90475.7,94769.1,172815,69978.1,76115.9,140862,80180.4,9.55658
99748.3,100654,182334,85191,87152.9,145732,81682.1,9.57175
112934,109627,194207,90765.9,89310.5,151675,105886,9.57521
80783.4,84199.4,162819,49161.5,53557,134464,67932.6,9.57835
89832.6,87369.8,176122,65897.9,66828.7,146366,53774.5,9.61008
109390,107985,189165,66161.5,69588,144357,61784.3,9.61653
138141,136866,199283,97887,103057,152015,61559.8,9.64234
70480.5,72237,160090,72076.1,76734.4,145597,42153.7,9.64688
91930.1,91613.3,179547,54275.1,58339.3,134092,80019.2,9.65112
85103.3,89920.9,176576,45834.8,50405.5,125540,38628.8,9.65976
90305.8,98519.8,169075,71719.7,81196.8,141240,42240.7,9.66125
88233.2,91310.7,172257,63276.4,66960.6,138590,46473.8,9.66602
97030.7,102461,182226,64382.3,69641.6,139216,108309,9.67805
121659,115946,200955,93324.1,91047.1,150543,70524.9,9.68239
90630.1,90147.6,175653,112946,114838,155922,57796.9,9.68336
79982.6,82768.8,166539,63672.8,69632.3,142570,42276.8,9.70785
128502,119771,198645,72556,70879.5,145997,87750.4,9.71016
96585.5,101971,176599,91903.3,101906,145994,65488.4,9.7127
97228.7,93763.7,179893,111731,109160,158567,60594.6,9.71477
97369.5,99449.6,184892,62556.7,64691.8,141411,33051,9.71943
66552,72634.5,155495,36745.5,41584.1,123134,19862,9.72369
77979.5,80343.4,166649,42780.5,48010.6,128161,39699.3,9.72979
115871,114436,190129,101352,97434.3,154981,163968,9.73787
84782.1,87191.3,175958,69273.2,70528.7,145434,34587.1,9.74006
75682.3,84831.2,168111,53773,60011,134382,28442.6,9.75147
81411.1,85164.6,162375,86625.6,88140.7,149888,63714.1,9.75161
92849.8,93686,182028,66670.7,72959.4,138905,38496.1,9.75539
103111,106514,187099,78077.8,88019.1,145023,41177.4,9.77862
94123.4,99985.9,178999,54477.8,59499,134908,60689.1,9.78203
129465,119475,203458,90650.6,79058.1,153101,59670.6,9.78348
121409,111278,197184,103800,101855,154573,27374.7,9.78912
98546.6,95529.9,182402,79658.7,78691.3,152721,82153,9.80587
77546.1,81939,161483,44565.1,49583,131648,41454.7,9.82865
110346,113573,182461,76665.4,78703.8,144973,90750.5,9.83039
91545,94188.1,173164,67065.9,71184.7,141489,41939.8,9.83871
83382.7,89948.1,165558,48096.2,52926.7,134907,34157,9.84262
103770,108691,179524,90772.3,93984,151141,74127.1,9.84852
77274.6,74645.3,168672,76540.7,75877.1,147220,36955.6,9.85961
78863.9,84581.4,169553,67052.1,77693.1,139160,45134.9,9.8685
82437.7,81936,169364,65439.9,67461.1,139068,38141.6,9.87752
71323.9,75313.1,164565,45204.1,50356.2,128876,35611.2,9.87857
70573.2,69866.6,162619,87846.9,90682.3,152958,67839.3,9.8832
94407.2,95314.1,177313,97562.4,99861.7,150869,129942,9.89676
107149,106552,183251,85721.9,85411.9,152901,59422.5,9.89794
123803,112437,198910,118902,111873,160729,170958,9.90351
105059,108875,183387,83911.8,86656,147476,77211.1,9.91467
96826.5,98305.3,176654,76526.9,85368.8,139297,42829.2,9.92388
59691.9,64687.3,148000,62915.9,71942.6,138176,13118.1,9.92737
74239.6,81286.1,155730,42344.2,49417,129178,27823.2,9.93181
89154.6,94070,167498,72625.8,74954.8,145110,28881.9,9.94708
102560,108421,183164,75105.5,81497.8,141883,78039.1,9.94736
104267,107033,183443,68014.7,73557.7,142209,85979,9.96015
84570.9,87195.4,175036,65426.7,68222.4,147336,43443.6,9.96626
104926,112367,184312,63371.6,68984.6,138567,44616.1,9.97397
69718.6,73172.9,151882,57290,64914.8,137769,17229.8,9.98558
84694.4,89622.8,172436,70411.8,76865.2,138789,47520.8,9.99529
129866,125884,191718,107143,103244,152476,87486.9,10.0009
83881.8,89530.7,163370,58000.2,62876.4,140878,30911.1,10.0046
81917.3,89196.9,164959,48588.7,53718.5,128994,54720.8,10.0078
70668.9,77903.2,155188,51453.2,60483.9,131280,36154.4,10.014
144756,126862,204421,122681,112801,159835,146810,10.0165
116964,117189,193215,95361,96497.3,150684,52547.2,10.0187
82286.5,83001.9,169484,51010.5,53472.4,142250,43909.1,10.021
114659,116980,188807,69942.3,73409,141394,115639,10.0302
80893.4,89316.4,158075,56461.4,65680,133971,37357.1,10.0354
77043.5,74939,158411,103924,104801,152327,60044.7,10.0496
70400.8,74579.2,158957,87955.9,95825.2,146097,47645.5,10.0613
109743,110775,190303,93863.2,96165.4,151398,76162.3,10.0616
80066.3,80719.8,172814,50465.7,54557,134497,22564.2,10.0641
94329.3,93843.9,184244,113823,115076,152134,65304,10.0734
74005.1,81894.1,158417,61629.4,68516,139047,46893,10.0922
87057.3,90668.5,165245,92594.8,98878.1,149332,23885.3,10.1085
109031,109484,185687,94776.2,95808,150263,63421.2,10.1171
71879.7,67344.5,159612,98012.5,108750,145994,34852.4,10.1206
84968.7,90457.2,164970,74657.6,83229.2,141571,92877.4,10.1465
75537.8,81494.5,159452,46528.8,49195.7,132064,40986.5,10.1575
70478.5,77404.9,158250,34869.8,39576.3,117897,38883,10.1638
80503.4,85526.4,163687,88071.6,98125.3,143704,62030.6,10.1674
76787.4,79790.5,159807,66541,71224.3,139238,39025.7,10.1677
81967.6,86402.9,166020,49584.8,54196.6,128882,67994.1,10.1768
93846.2,96320.2,180260,60775.3,63822.4,137588,39192.9,10.1783
74928.9,78449.3,158818,73302,83150.8,141571,33775.7,10.1793
134096,125924,199555,98119.7,91044.5,155627,103533,10.1939
89275.8,97935.7,171648,73880.1,82795.9,140898,41664.9,10.194
83764.6,92202.7,160256,73080,77473,144150,38258.2,10.1974
93162.7,96835.5,182952,58856.6,66691.5,134228,77011.6,10.2022
89159.2,93058.6,171389,57383.3,62256.3,138179,48733.2,10.2096
96503.1,99967.5,182136,70848.2,78123.6,140703,28441.7,10.2136
89690.4,96075.2,166086,64243.4,69993.4,141239,58379,10.2214
88367.5,96570.2,173677,65397.4,75809.9,134380,60116,10.2412
102945,104888,181982,72770.1,78051.9,145448,88534.4,10.2436
96058.9,97304.8,169474,62993.8,68621.8,138790,61660.5,10.256
88063.2,95300.8,171591,57226.6,62739.5,138844,44051.4,10.2618
85234,90276.1,167670,78028,78281.5,145512,49743.1,10.2681
71264,76797.5,159149,75114.7,89423.8,137448,31856,10.3009
103868,109453,186597,60868.5,67236.5,136435,64350.1,10.3168
98427,99790.1,176208,101477,99375.6,155187,54706.9,10.3927
101349,105476,172974,78859.4,82712.3,144527,69148.5,10.3994
106631,110196,189578,73303.6,78950.5,143400,46745.4,10.4118
94254.1,94225.7,182789,93761.7,102916,144613,47277.5,10.4168
105322,109713,192436,65089,70139.3,139661,65728.9,10.4214
82548.3,90619.7,167862,66949.6,74635.4,137831,39610.3,10.4268
104126,101001,178779,67064,65412,146658,48011.7,10.4406
88085.5,96753.7,176145,60152.2,68493.2,135786,46224.4,10.4512
103588,109261,190012,63715.1,67771.9,138528,68912.3,10.4579
65138.6,70588.4,151840,57178.9,66865.4,135590,45394.7,10.4586
81223.2,83946.8,165056,53932.3,59881.2,133909,41265.3,10.4602
74457.4,82116.5,167873,49702.2,54945.3,133432,39611.5,10.4643
72725.9,76046.2,162814,95117.4,104777,148639,51469.4,10.4678
66349.4,72633.9,151935,63185,72296.6,139077,27573.1,10.4776
119849,119948,189004,93660.9,95469,152232,79002.1,10.4843
103772,106752,190239,65367.9,69995.2,141463,66456.1,10.4935
86547.5,85065.1,181948,66631.3,69579,140781,74893.3,10.4937
83340,91500,170418,57774.6,65693.5,133998,47718.9,10.5016
97410.1,105235,175105,69001.7,73719.1,141190,57218.3,10.5218
98764.2,103613,176062,75202.6,76996.6,147852,36566.1,10.5258
116449,119714,185883,84189.5,82649.7,151880,80564.3,10.5296
102109,102505,183641,97871.4,104781,147834,78331.8,10.5354
78686.2,77254.8,172351,94159.2,95702.5,151459,40925.4,10.5397
120928,117300,189432,108057,102914,158001,97973.5,10.5433
71419.1,75074.4,155094,86535.6,97612.3,144577,59360.4,10.5634
77590.9,81638.9,162459,62220.6,66874.1,143957,3303.67,10.5687
79008.4,85746.7,168546,45570.9,53764.2,131678,36249.8,10.5701
88851.1,91671.6,171972,82769.1,89782.7,143909,49138.5,10.5738
110472,115567,187393,74615.5,74971.1,146685,55033.7,10.5739
100232,98861.2,174936,85087,88555.7,150570,54263.8,10.6012
112106,114781,182911,83443.1,85390.9,147788,59215.8,10.6179
107496,113885,184119,86188.3,92694.2,143565,61409.2,10.6212
85963.4,92764.9,173270,63353.4,68341.3,138944,59127,10.6228
103389,100966,176453,103862,99016,156451,72853.9,10.63
82423.8,87440,168836,57507.2,63217.5,137639,53972.7,10.6381
83484.8,90579.9,159260,39705,44189.8,125204,57552.5,10.6419
122032,122811,194243,88729.6,88815,148825,84782.5,10.6503
120145,114650,189369,83343,82778.6,151273,53424.8,10.6546
107134,106215,186816,81451.9,80817.9,149340,50849.9,10.6572
79324.9,86284.1,159004,58071.6,63836.5,138662,31089.7,10.6612
105930,110765,182635,103200,109739,149010,94019.7,10.6837
107207,109564,183358,90456.4,98466.5,145754,67964.6,10.7304
80700.7,84411,164903,71497.7,73670.8,144742,29026.8,10.7536
106649,114428,188767,73936.5,85060.2,137773,58145.1,10.7694
110813,109842,187209,83988.4,87346.2,145371,92569.7,10.7737
125933,123795,193383,101673,99079.8,153019,87293,10.7856
92882.2,92790.4,171517,62081.4,66228.6,139419,42588.9,10.789
117627,120187,184153,89474.6,92226.9,150506,54571.9,10.8201
76724,76509.5,172948,66038,71278.3,143488,26808.9,10.8208
100558,103075,179628,95625.2,107005,146270,58969.1,10.8286
107791,103870,193972,101231,107035,151434,131538,10.8359
129740,119915,196479,97217.2,89535,155275,56771.8,10.8378
62071.5,70111.9,149116,45339.1,55601.5,128410,30381.6,10.8402
73138.8,78099.8,158171,51673.6,58060.6,135482,50797.6,10.8442
125236,129388,194521,77845.8,83637.9,144269,84102.6,10.8461
102457,105140,185616,58135.5,58909.2,138384,47813.2,10.8574
122101,115704,194670,112834,105717,159148,82750.2,10.8619
116231,116810,198317,59564.1,62704.5,136018,78874.4,10.8641
75152.3,79660.1,161343,59287.6,65765,137832,71750,10.8672
103540,108418,182953,72028,78489.9,140838,120267,10.8727
91441.9,92703.2,177303,77821.6,82960.1,147944,50880.8,10.8738
85112.5,89543.1,172865,59429.4,62215,141421,22935.9,10.8903
97026.2,100842,185468,61239.1,62320.3,142069,64816.8,10.8916
101005,94924.3,185622,77311.4,73279.6,149319,102170,10.9199
81932.8,86219.9,160498,72627.6,76979.6,142077,56202,10.9219
107341,110957,175026,57379.2,58645.7,138570,83933,10.9294
107512,108063,183154,92956.4,96114.2,148883,103502,10.9318
110878,111421,191717,109511,112771,152580,103365,10.9424
94220.4,98934.1,183390,62305.3,66970.8,139208,91052.3,10.951
69527.6,76236.5,158380,71844.5,80951.1,140397,46422.6,10.9603
101716,105888,181674,49356.8,53341.8,131640,57309,10.9609
75209,79469.2,164939,63157.9,70341.7,139179,48904.2,10.9715
118908,118658,196152,99744.5,97871.3,155216,45052.5,10.9736
76039.4,83381.8,159672,46268.8,51625.1,131182,41423.5,10.9765
75579.7,83653.5,158858,59738.2,66716.7,137255,36547.5,10.9909
86760.3,86905.3,177446,65260.6,70323.4,141687,59390.4,11.0042
103268,107517,179905,75309.6,76450.7,144376,80257.3,11.0239
75437.8,79403.1,160044,58257.9,62800.4,138173,41637.4,11.0282
66312.5,73751.1,155306,41099.6,47346,125667,24023.3,11.0306
106245,105306,176110,96614.8,99350.9,151360,49266.7,11.0352
68969.9,76748.2,156480,42655,50116.9,128826,37331.9,11.04
100300,107354,178722,70800.6,74722.3,145539,58169.5,11.0447
108960,103084,186471,92577.4,93513.8,152808,96085.7,11.0552
97493.2,100768,187033,87506.7,93385.7,146028,113624,11.0565
134160,129252,200809,78123.6,75270.2,151355,71937.6,11.0721
137122,130927,203612,99171.8,95437.4,152456,98728,11.0866
95747.9,95140.9,186971,99626.4,97721.9,155794,45523.6,11.094
117162,117577,191571,116272,113350,155855,94086.6,11.1008
85570.7,93666.8,165760,47761.7,56890.9,126943,44048.1,11.1081
76190.8,84314.6,162579,53522.1,61428.1,134247,45948.3,11.1094
82733.3,90010,157972,79185.4,83034.6,145956,27392.5,11.1188
93072.3,95290.6,178606,75596.6,79106.4,145871,58598.4,11.119
123817,126628,191781,85016.9,89477.8,147541,78404.7,11.1218
106905,106548,191441,73299,76459.8,142574,60013.2,11.1236
106025,107305,182970,57507.7,62340.5,136099,63843.6,11.1286
83750.3,90308.1,169592,49799.1,55700.3,134179,31305.2,11.1431
121857,113573,186820,111709,106464,159699,109213,11.1439
108011,108007,185439,98424.4,97457.1,152573,93225.7,11.1442
84874.2,86386.9,167966,81711.5,88730.5,143758,72535.2,11.1521
82717.4,89176.6,175830,68685.1,72067.5,142140,35547.3,11.1527
84628.1,91157.4,163297,61037,66865.4,135683,48803.6,11.1529
126779,127256,194245,78865.9,79648.7,145781,99935.6,11.1775
99604.3,102010,181386,68063.3,70277.6,143470,70645.6,11.1945
79435.4,83680.3,165487,52189.9,55352.6,141076,43851.3,11.2048
119965,119346,198929,69342.8,70235.5,141588,77904.2,11.2113
87456,92133.5,181928,79324.6,93295,141448,46049,11.2117
110828,111108,193808,94364.5,96563.1,149061,72132.2,11.2133
83375,83631.7,167981,55451.9,58837.7,138890,33331.1,11.2156
104062,104118,186802,116868,118932,154517,42752.2,11.2303
71851.8,77119.8,162029,50501.1,55819,133297,36732.3,11.2358
73940.4,77826.8,162514,50007.4,55206.9,134833,45198.9,11.2398
76823.8,84108.2,158693,50308.6,55133,136526,37752.8,11.2406
134367,134466,196342,92094.8,85449.9,157420,79503.4,11.2454
94213.1,98440.9,180605,55694.2,59434.3,131917,62913.2,11.2459
97385.1,101423,183319,76403.4,80533.7,144151,76797.4,11.2479
123027,115532,191587,115344,109390,159277,113558,11.2507
69702.4,73339.4,159064,98266.7,108022,147598,49701.6,11.2777
90049.8,95994.3,174806,67013.8,74067.5,138610,40308.5,11.2903
110889,114013,187331,86954.1,89704.9,148884,106916,11.3019
89180.1,96542.6,169323,65411.7,72885.3,141571,53800.9,11.3125
91193.1,98267.5,173705,68458.3,72819.2,141778,50503.3,11.3223
81772.1,89630.9,161698,65598.4,75800.5,139208,44707.4,11.3311
83375.6,86687.6,164689,88390.9,94881,145109,63786.4,11.3486
84560.1,90436.4,171957,58063.4,61829.1,137731,45940.1,11.3543
83432.1,88646.5,169173,67092.1,69727.4,145051,37485.6,11.3612
117181,112772,193039,87857.1,89104.5,150738,55839.2,11.373
99067.2,106644,176820,64685.2,67430.6,139224,62049.9,11.3734
102268,104396,182565,66185.5,67191,146328,41646.6,11.382
101890,108897,177229,96171.6,102786,149410,52738.9,11.3983
101554,100669,183230,83081.5,83669.1,145673,55940.4,11.4052
99597.4,102341,176851,91331,91011,152627,59358.1,11.4093
97053.8,103370,171970,55110.4,63028.3,135246,42132,11.4147
83622,85645.8,162839,81738.2,88403.1,144515,94390.4,11.415
115802,113993,192600,96439.2,94101.7,154276,106052,11.4201
80975,83923.4,168399,87151.7,94877.6,148335,39785.9,11.4241
105737,106857,189901,89720.2,95655.3,146249,141065,11.4321
65238.9,72014,150818,63370.5,74981.3,134735,34710.2,11.4421
103173,102349,186162,64714.7,65162.3,144674,61591.3,11.4427
106261,109359,183818,75503,80784.8,142148,78327.8,11.4597
93480.2,96411.9,178865,69715.4,75173.5,142248,72713.6,11.4686
93412.3,88621.2,180110,76261.1,77794,145569,54241.2,11.4733
91527.7,93637.8,172639,61728,67837.8,137626,38419.3,11.4893
81631.6,87733.8,159820,60647.9,66767.3,137972,41757.1,11.4975
107124,110401,182545,61514,65961.3,140847,49245.6,11.5036
114045,111997,190233,79154.3,80168.9,145724,83941.7,11.5271
111479,114914,191542,84422.4,89811.4,145959,83476.7,11.5419
93449.3,98187.2,170652,97068.3,105303,148567,75066.1,11.5602
116501,119546,183498,86434.1,90764.4,148110,71141.1,11.5606
81160.1,87806.3,172659,65334.1,69381.4,145798,27679.5,11.5729
81414.9,90980.3,173470,62891.7,67824.7,138858,61807.4,11.5751
84435.8,92525,163061,61754.8,64090.6,142644,34602.7,11.5803
118948,114573,190634,115046,111081,158933,142194,11.6067
88647.5,92530.8,175545,62835,70386.4,138357,40184,11.6105
61978.4,64702.8,150476,103294,114928,148670,100863,11.6122
110655,115476,183463,82176.4,79914.2,151190,107813,11.6132
82043.5,86150,168946,71744.9,79015.8,142325,34296.9,11.6328
60812.5,66472.4,148634,45140.3,52764.4,131774,29218.3,11.6382
64114.1,71859.8,151708,67796.2,82371.1,135988,30089.5,11.6438
109090,113616,185787,97439.8,106829,145511,85182.5,11.6469
87869.3,91241.9,174045,95809.1,102644,150597,70620.5,11.6515
77196.7,83915.9,159878,73475.5,86199.7,140785,23357.1,11.6645
92394.8,97153.6,172964,60102.4,65851.2,140600,61295.4,11.7268
79710.4,84895.8,171969,50064.9,56617.4,131292,48695.2,11.7283
93010.6,97826.5,173532,74497.8,78378.2,145001,59484.9,11.7341
75808.1,81388.2,158675,48618.4,53893,132167,56819.9,11.7353
99615.3,100832,183552,67037.6,69532.9,144821,38507.4,11.7461
108134,112243,189412,55595,59761.3,136770,65330.6,11.7473
132486,132856,199018,113044,108829,159142,112459,11.7541
62194.7,69297.9,151808,57288.1,67757.2,131665,29584.9,11.7571
75143.8,82573.8,160714,67421,75152.5,139181,40635.3,11.7601
103761,106430,186616,72853.5,78714.6,137822,87684.9,11.7796
81447.3,84568.2,175944,63875.8,67101.7,144761,50766.6,11.7829
77617.7,85170.7,160763,47335,52675.6,134854,34338.2,11.7911
84690.2,90921,169272,85716.9,92110.2,145768,70982.8,11.793
92379.3,94836.9,179430,86298.9,91549.3,148681,53341.9,11.81
77237.1,86646.7,175819,57611.2,65942.9,133389,27865.2,11.8259
120571,119369,184149,100868,101034,151500,72980.7,11.84
64999.7,72429.5,152037,52774.7,63732.9,131695,44718.2,11.8469
91667.6,97525.8,180191,86973.8,90749,146611,45534.8,11.8571
84359.3,89872,162238,48128.8,53324.6,135446,46465.3,11.8591
74814.5,78919.6,159453,56737.7,61987,134521,43234.3,11.8819
88960.5,94585.4,172576,72262.5,75999.5,143956,68002.7,11.8837
69140.8,77572.4,156567,42686.6,51028.6,128112,23108.9,11.8914
79753.3,88006.4,158397,48555.3,54216.2,131191,49407.3,11.8942
75916,74768.3,168805,90581,89810.7,152270,9115.58,11.9055
106874,103616,183586,119974,114816,160273,84102.5,11.9106
68084.5,69633.6,159916,73982.4,78101,144529,33029,11.912
114201,114782,192053,59971.7,60664.2,142434,67367.9,11.9217
121970,121299,192261,99526,95976.3,155399,68616.3,11.9253
74328.7,81094.4,169338,50826.1,57160.3,133886,42623.8,11.9337
99920.4,105126,183255,55327.6,60601.3,135000,65398.3,11.9696
123325,120448,198578,102097,97946.2,158663,91897.8,11.9705
92551.2,95688.8,177014,66062.8,69555.1,141192,54535.1,11.9781
71284.1,77693.3,158959,41053.2,47105.4,129687,16647.7,11.9859
97299.3,95369.2,177171,71370.3,68485.9,147877,45468.5,11.9921
84807.5,87312.3,165676,106548,110709,153170,71420.6,12.0109
114042,111612,190333,111833,108599,158157,110122,12.0206
122171,118701,193451,106816,102799,155638,140367,12.044
122164,124623,192223,102428,101261,153279,127485,12.0558
85917.3,88532.9,169436,64994.6,65690.2,141402,40417.5,12.062
108807,113472,183051,87696.6,91276.5,148539,65634.7,12.0688
107019,109790,189789,93161.3,100348,148044,105927,12.09
100082,102848,185443,87667.1,94394,146513,80939.5,12.1122
94181,97669.9,175761,109549,113705,151625,73424.1,12.142
110005,112317,183858,93909.3,97024.8,148503,118725,12.1433
71215.3,78627.9,152197,60116.7,68013,137437,31149.3,12.1437
77487.1,81282,162028,73669.9,80417.8,141973,98639.4,12.154
112982,112560,193142,63929.7,66168.2,142016,52181.3,12.165
74196.4,80122.6,169649,70515.8,81290.2,140519,18886.9,12.1653
96458.4,97367.1,178994,73909.8,74775.9,148585,39832.3,12.1708
80304.9,87897.6,158084,67552.2,76675.7,142344,31483.2,12.1856
79224.6,82078.7,173046,83119.2,96978.5,144046,47063.8,12.1997
