"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","Time"
89081.8,95934.4,176635,52146,58960.4,133998,51596,2.06573
70721.5,77818.2,158133,55213,65132.6,133114,32677,2.06794
77311.5,85517.4,155189,41583.8,48104.3,123940,30531.6,2.07024
108334,109226,185519,104549,105876,153411,63569,2.07206
101340,106804,178415,70156.8,74203.4,144003,74690.6,2.07647
65858.8,66494.1,158523,74222,78240.9,144078,34732.9,2.07831
123740,120479,192949,100527,95013.2,158832,108299,2.08047
120656,116804,193003,75418.6,75807.3,154799,73806.1,2.10198
118445,118383,184445,111983,118772,152456,93753.3,2.10876
92351.9,96059.8,169625,64117.3,68325.3,141292,80817.7,2.10881
67590.6,75186.4,151332,40040.1,48316.7,121654,30257.2,2.1185
105203,106921,177275,82135.9,81950.4,148509,54979.3,2.11987
86687.2,86272,175712,53442.3,56704.5,138379,45166.1,2.13378
77917.1,85584.9,160078,55287.3,61011.1,138205,44004.7,2.13628
89397.7,94488.1,172770,51979.7,56107.5,131610,65367.6,2.13832
83461,90423.8,172866,57048.6,62007.6,135910,33789.8,2.14465
130627,131985,195323,89911.8,85883.9,154946,72855.5,2.15499
75403.3,75892.5,162761,86184.8,98201.2,144093,61448.8,2.16229
84685.9,92257.5,169940,51637.7,55258.4,135951,34173.3,2.16693
99658.7,102459,184063,70363.3,71841.5,140905,86081.7,2.1812
83058.7,86192.6,172972,47173.7,50340.1,128010,47009.8,2.18682
120111,120429,193742,97274.2,96790,152076,78870,2.18989
89147.9,92761.4,177094,42856,46423.8,124429,49197.5,2.1931
100700,106621,187561,68823.9,72839.6,142366,79189.6,2.20636
85390.8,85905.9,175612,93448.6,91810.1,152415,48597.3,2.20714
100381,104792,179825,71470,76618.6,142044,93853.8,2.22097
79492.3,86739,158607,68808.1,74785.4,141637,66113.7,2.2343
94217.5,96683.1,175693,68336.5,69637.5,146119,52438.3,2.23752
83465.7,84363,171441,100259,105924,154576,55204.7,2.24757
123737,122636,193047,96821.5,99592,150977,137386,2.26419
110116,115174,186746,77417.2,77443.7,148303,74783.3,2.2844
98067.7,99561.3,180006,65960.4,74375.9,135364,53227.7,2.3037
122731,115270,199657,97310.6,89300.2,155500,109702,2.30824
104187,104660,186930,93711.6,96473.6,151749,57783.1,2.31038
88678.6,82184.3,169479,116145,108948,159467,103034,2.31536
95425.5,99555.9,173628,80838.5,86895.3,145532,59688.5,2.31704
97981.4,94264.5,176268,69927.5,73662,141926,46988,2.31857
147354,131164,208169,106242,101359,159681,84668.1,2.33525
113401,115447,191593,80924.2,83365.5,145622,34908.5,2.33556
80025.5,87013.3,158765,47244.8,54723.8,131233,37259,2.34135
94885.8,101917,182003,63676.4,73803.3,135393,37827.9,2.34836
71044.5,78566.5,157691,60136.8,68469.7,134730,36205.9,2.34871
104693,106919,189456,64914.9,66691.9,142022,49528.3,2.358
111051,111734,184780,92153.9,95445,146355,100339,2.36021
82558.5,89905.1,170472,63942,69581.5,142714,38639.6,2.36192
79716.8,88293.3,161712,64230.6,77659.4,131714,28830.9,2.37064
93365.4,91472.2,172628,101099,102145,151874,86193.7,2.37128
74030.7,78611.2,168866,61962.8,66181.1,142179,28652.9,2.37691
91587.2,95363.4,180015,78917.4,84368.9,146817,55734.9,2.37861
116481,117116,193873,90648.4,89392.3,150910,59161.9,2.37958
79706.5,85681.8,162820,89769.5,100813,145420,47424.4,2.41321
82425.6,84127.3,173197,113187,123927,152162,63158.7,2.42521
80723.5,86473.7,167227,48036.5,52877.5,134108,31519.4,2.4303
97859,102864,182557,75291,78970.9,145712,26291.1,2.43592
113252,115225,191764,67264,69750,141084,46553.6,2.44005
71325.3,78137.2,156120,36962.8,42603.9,126750,35051.7,2.45857
98760.3,96678.3,184129,102360,98451.7,155477,90107.3,2.47839
104651,108119,186217,53351.5,57217.8,134188,49775.9,2.47932
70902,78098.2,164692,43958.9,49580.5,132319,33501.8,2.49128
98483.8,104403,181653,64353.3,71097.1,137751,66456.1,2.50546
90589.4,95793.8,175509,93847.3,102387,144249,69318.5,2.5061
120263,121105,194489,72153.6,75775.2,144072,55191,2.51177
75339.8,85061.5,155502,46481.2,52571.4,130702,33257.8,2.52335
100443,107323,182821,75813.1,83865.7,141443,58041.9,2.52378
83853.1,90581.2,169494,58733,63945.2,138875,42024.1,2.53493
107341,110640,182644,73030.9,78515.8,140964,105505,2.54863
92859,98744.5,182958,56450.9,61317.6,135685,79694.3,2.55378
98605.2,106141,175768,81172.4,86926.6,142111,47438.5,2.55568
95702.6,93188.1,179265,75770.6,77936.5,149099,45153.7,2.56881
84358.3,89124.9,168649,55741,61866.6,133379,38663.8,2.57625
104100,106371,178504,85735.1,88922.5,145801,128232,2.60942
92277.8,99346.8,180105,86516.9,100112,142092,59713.5,2.6193
102648,102251,181619,101661,107289,150517,60796.5,2.64229
97806.8,104126,180131,80200.8,86873.4,144232,89536.4,2.64913
94295.6,103243,175987,66624.9,70937,141217,48168.4,2.65464
95539,97127,182502,82000.4,82719.2,147764,49900.2,2.65629
95018.5,97169.9,176471,79476.8,84442.7,148264,56950.3,2.66213
114206,121296,185456,74561.6,77702.1,145276,44780,2.66485
83049.3,90748.5,175023,65898.2,72068,135030,45569.2,2.68083
105148,103447,180263,106977,109344,156502,69110.8,2.68409
90651.4,94347.5,169266,70930.2,74776.4,145371,77053.3,2.68759
118545,110907,190122,83684.2,80945.2,151757,76554.8,2.68763
83829,93563,165788,63681.7,72742.5,138450,43847,2.69394
88444.2,92435.9,166832,79424.9,83327.6,145315,62199.1,2.69451
62169.1,63168.2,151874,65963.2,72851.2,142364,29385.1,2.69688
93758.4,95625.9,179608,82103.7,88555.7,143419,57659.4,2.72355
68459.3,76189.8,162692,40922.7,48995.9,125635,37870.7,2.72389
72202.4,78933,155187,49683.3,55800.6,131156,31248.3,2.72838
111951,115003,185340,71507.5,75486.3,144902,64625.1,2.73586
102176,104258,187298,60748.3,64157.4,138763,50546.9,2.76399
110501,109446,183622,124297,118291,160768,100894,2.78626
87147.4,90641.8,179430,53432.5,57572.2,135273,34351.9,2.79971
101485,108651,184341,53782,57307.6,133878,64547.8,2.81917
143878,128881,205977,116468,109077,158676,131783,2.8223
135158,134193,199514,92316.6,88947.6,152957,115313,2.82311
100984,100355,182616,82287,82641.5,147699,50599.8,2.82425
69345.3,79351.1,162253,50333.4,60196.2,129029,35604.8,2.85248
112774,114482,192005,76408.2,79906,144428,131072,2.86833
116717,115070,186149,86313.9,86430.5,149321,79254.3,2.87584
83789,90722.2,170379,67508.7,71100.3,138635,37711.7,2.89091
72443.9,81252.2,153571,49393.7,55107.5,134018,32780.8,2.90355
71497,80259.1,151005,51970.6,61433,133902,33175.2,2.91437
75849.7,79497.7,164715,49637.4,54405.3,138678,36178,2.93394
96594.1,96181.2,184235,50606.4,52036.2,134712,46729.2,2.94521
63322,71169.9,151011,52612.3,60587.2,135283,38763.6,2.95231
81392.9,88228.5,166353,49133.5,54540.2,130583,44376.9,2.95601
74322.7,72997.2,161562,112515,114502,153029,44623,2.9686
75213.9,83244.4,162962,68205.1,74106.7,141425,36603.2,2.9702
87586.7,94598.1,164386,66573.5,71780.2,142187,34507.3,2.98186
109408,109068,185762,86074.3,89676.2,145092,47566.2,2.99685
93859.6,99466.5,182786,87536,97786.5,145244,71627,3.00552
97088,99463.3,181966,91379.1,94500.7,149578,143532,3.00683
72245.9,78724.5,162230,76277.7,88182.8,137974,62703.7,3.02142
66397.4,73716.9,151689,54147.9,62066.3,136169,21942.1,3.02468
92329.1,95819,178917,70646.1,79359.4,141160,40812.1,3.0278
136709,124080,197181,104800,96604.2,160795,88726.2,3.03727
75358.4,79926.1,157926,74728.2,82031.4,144552,78748,3.04031
105698,108403,182287,64442.7,67655.5,141459,51355.8,3.04116
59098.5,65316.8,148789,76388.7,89237,139379,35149,3.05579
85099.2,83382.4,170530,108480,107007,156324,46396.6,3.06609
85796.6,91863.8,179750,63692,71058.1,138166,46300.1,3.06932
94919.6,100267,176671,56170.2,63473.3,135290,67763.6,3.07588
85492.7,93141.9,177476,41602.2,46262.5,123932,42917.6,3.09658
108219,114809,192535,78457.6,80663.6,145123,60842.7,3.12096
68399.5,77684.6,151354,47953.7,56416.1,131321,37722.5,3.12219
71591.3,76753.2,167914,68233.4,80536.2,140159,21389.7,3.12671
87809.1,90092,167506,74643.2,75138,148041,30876.4,3.12725
93184.8,99402.9,177416,62491.9,68015.4,138247,35264.3,3.13652
99910,105072,173284,80916.9,85039.3,146356,37871.1,3.14257
89368.5,95123.4,177051,52918.7,55172.2,138655,39223.4,3.15979
75898.6,83537.6,158191,38147.1,43617.1,126870,28241.7,3.16096
88972.5,88425.4,171067,99899.3,106454,150569,50353.2,3.16642
115941,115805,188801,80181.4,84086.6,145558,78639.1,3.17764
93499,96212.2,169716,93005.7,95783.3,151289,57446.1,3.19167
78366.4,85883.1,161449,45156.4,50869,128362,31676.6,3.21057
104847,107306,185795,89529.8,92905.7,151004,53012.8,3.23072
106049,103872,180301,88155.6,85290,152254,35629.6,3.2541
97308.4,98292.1,177002,65164.3,69612.1,141150,66018.9,3.25846
69723,78019.9,156213,47425.2,54326.3,133979,29045.3,3.26333
102718,99404.5,182358,106700,104986,155714,121819,3.26608
109687,117886,190202,70952.1,75870.7,144015,59546.8,3.2681
82659.2,75456.7,169291,56360.3,61562.2,136295,155250,3.26953
90581.8,91911.5,169764,87946.9,91297,147776,56524.4,3.28898
76942.3,82173.5,165697,60528.7,62881.4,141638,30140.6,3.29301
94380.2,100757,176096,84764,93524.9,145937,33277.4,3.30192
90651.2,95206.3,183046,64022.7,70160.5,139606,43928.5,3.31007
112751,111047,189369,75227.9,78777.3,144597,70484.7,3.32091
136316,137174,197442,102735,102995,152008,75174.6,3.32561
94964.3,101730,177623,64968.7,70114.8,136706,70817.8,3.3341
86804.7,92020.9,175802,58286.5,62206.7,137786,35610.6,3.35304
99853.3,101945,179082,85176.7,92845.9,146097,64596.6,3.35531
85004.6,90903.4,168014,56257.9,63509,130112,50890.5,3.35548
101121,106215,182587,71345.7,75926.1,144239,65383.6,3.35653
81255,87785.5,168093,53776.9,61827.4,134237,30478.5,3.36347
83682.1,87675,165604,45130.1,49813.8,130320,37420.2,3.37347
81633.7,88604.2,162943,64896.2,70724,141255,44148.1,3.38114
81067.1,88074.7,169497,56479.9,63577,134476,42311.7,3.40991
94333.7,95841.2,185047,58057,60490.3,141007,34190.7,3.41463
121105,119414,189494,96575,99180.2,152029,69231.5,3.41865
117510,116255,193868,81630.2,82698.9,148234,87965,3.43074
105621,112703,187486,73295.6,77091.1,144668,92587,3.44592
127405,127563,197134,66002.8,64792.2,144405,116483,3.48248
72395.4,77040.6,157749,46650,50576.3,131917,44595.9,3.49141
75522.3,78945.8,156152,62856.9,70313.4,139085,39039.7,3.50027
84815.4,86491,162599,56737.5,56639.4,138418,43799.3,3.51753
70709,73728.8,158284,72544.2,81597.4,139067,70736.3,3.54206
107355,106268,189507,110653,118169,154906,85933.5,3.54229
138939,132961,200394,115134,116827,154876,126912,3.54431
85583.2,89609.6,165735,57222.1,59227.4,138181,46383.8,3.55185
108420,112384,182440,87537.5,93235.3,145041,153180,3.5628
119396,120102,187206,71473.5,75181,142002,83241,3.5643
99286.6,102934,179797,58060.9,60999.6,142693,42252.5,3.57957
84937.9,92647.1,171857,77132.9,86723.2,138286,123522,3.58746
93446.8,101845,182863,71524.4,78052.5,141803,43412.9,3.58819
64147.2,73276.3,149085,42709.6,48997.1,132778,24186.2,3.60183
88170.4,94636.3,175681,55689.8,61244.2,134922,39140.2,3.60443
86779.8,92592.7,171337,104110,115399,148440,74343.8,3.63587
87618.3,95238.6,168701,67097,71708.1,141902,45915.5,3.63715
107990,106998,188253,100684,104811,151133,75440.4,3.66464
79993.8,87293.1,171666,51542.7,58590,135273,42048.9,3.67259
67645.7,75419.4,152408,48777.4,58262.7,127239,50170.8,3.6736
113085,113697,182845,75524.9,80684.1,144171,116070,3.67396
68880.3,75400.1,158581,49004.5,56445.7,129110,52804.6,3.67572
71972,77735.9,152778,79556,86895.2,144230,33107.6,3.67808
104025,101537,186977,89858.7,93144.5,149528,90078.9,3.69737
96820.5,101548,172653,78877.8,85265.6,143912,50930,3.69747
79168.5,83495.4,168472,65237.5,69793.8,144322,47515.5,3.71139
106453,112010,184898,75241,80014.5,143741,124947,3.71433
68645.6,75015.8,158328,59204.8,70264.8,134288,41608.8,3.71657
79385.3,87515.8,172986,66271.3,78108.5,133772,44696.1,3.73538
110501,115471,181842,96960.2,98719.8,151874,104327,3.73872
98668.5,102224,177144,75979.7,80321.2,142207,78503.1,3.74947
120676,119318,197251,117412,117217,155895,84554.7,3.75904
60253.5,65132.1,151991,54828.6,63027.8,135005,10939.2,3.77781
84359.2,91588.5,176107,52913.8,59580.9,131631,37277.5,3.77788
104062,108829,186279,93509.6,103346,146382,52310.3,3.8037
104187,108717,189498,66345.1,72366.3,141435,71765.1,3.81905
87110.5,95647.2,168514,56708.3,59996.7,138328,44443.1,3.83294
115011,115205,186020,87623.1,89277.6,148587,120065,3.84218
69507.7,77890.5,151247,44022.8,51231.7,130961,35202.5,3.85581
107186,113113,189925,59579.2,61419.3,140406,51999.1,3.87189
72604.3,77045.7,162516,58677.1,68810.1,136442,23512.3,3.87209
98808,102915,185279,88420.2,95920,146311,84241.9,3.89426
100476,99126.6,177292,101640,101514,154811,54739.1,3.9062
100196,104034,186706,58155.1,63358.3,135945,72356.4,3.93294
79944.1,86158.7,162169,67507.5,76111.4,140761,37733.3,3.93383
125306,123141,195720,100909,102447,152227,109988,3.93568
87283.5,91944.9,177392,92367.5,101061,145163,69854.5,3.9389
121345,119435,195775,102187,106569,150611,109103,3.94952
80028.9,85572.4,161367,50312.4,58530.5,131788,40040.5,3.9698
111246,107928,189693,83225.7,84061.7,149001,126996,3.97391
99116.3,103433,179643,58551.5,63453.7,139547,59275.7,3.97529
84287,90427.5,167965,60719.7,65208.7,141047,43058.4,3.98556
124130,123814,194227,76552.5,77055.5,149027,82942.9,3.98565
88451.8,94132.4,176683,65861.3,74331.9,140535,67496.2,3.99437
72001.6,76883.3,156154,52060.6,59906,134083,43998.7,3.99698
93320.1,93102.7,169368,82097.6,87439.1,144255,49191.9,4.00059
107109,107784,182630,75426.1,75207.6,144400,49658,4.00932
97835.1,102174,182163,52350.2,57482.3,128904,54339.4,4.04944
79933.6,86553.9,176505,75623.8,79185.5,144483,55530.4,4.05496
77604.2,85025,163160,63453.3,72582.7,138967,48120.1,4.07334
115110,103492,192253,107130,98940.8,159046,167818,4.08114
76311.4,81434.9,173229,73296.4,84516.3,141206,32029.1,4.08138
71375.2,76525.8,161847,50249.7,54771,134667,45809.5,4.08361
99544.7,103908,179121,63439.7,70422.3,138137,58378.9,4.08727
65414.3,72311.2,152521,48461,58759.4,131358,29605.7,4.0949
122887,121783,197131,93631.8,96843.7,147522,91303.7,4.09743
73541.7,80987.1,159205,54875.6,62005.9,133489,42715.6,4.10122
141188,132133,202982,113813,105297,159026,115647,4.13986
120769,120800,197263,82933.5,83798.6,148684,74070.8,4.15579
72868.9,80648.1,152596,48751.7,56001.5,131464,24927.3,4.15907
82411.9,79467,167367,77417.5,80081.4,146555,60530.4,4.17129
71055.1,77383.3,156277,60783.4,66176.9,138472,40855.3,4.17719
83969.9,87727.7,168568,84668.1,91678.7,146355,38324.5,4.19022
98387,97820.1,182319,80669,79078.8,151615,38439.8,4.19052
83321.4,91096.2,162081,51871.6,57810.9,134643,36046.1,4.19427
85266.4,87001.6,169428,90197.2,91522.4,150888,49052.9,4.19693
79004.3,87169.7,158466,56162.4,60826.3,139653,29407.7,4.19859
90674.3,96706,177172,61958.9,73099.1,134832,38302.3,4.20566
117176,116980,189377,73851.4,77297.9,147829,71157,4.2164
89279,86643.4,182678,51284.4,51741,133776,36655.4,4.21969
72358.9,76893.8,158223,76837.3,86583.6,143912,25967.8,4.2207
79399.4,81447.1,169470,84322.4,90500.1,146752,38025.4,4.23136
130282,128531,195752,88148.1,88574.4,150409,105813,4.2438
118409,119716,188702,80860.6,80774.3,148885,50204,4.2447
84662.6,91548.4,166494,61683.5,67152.3,135363,59853.7,4.25353
108736,109726,188373,83744.8,89127.2,148169,76674.4,4.25538
100787,98492.2,181529,75415.5,72476,148900,81162.5,4.28636
134240,130479,199636,116968,116111,155534,158040,4.29046
90904.4,97178.9,170239,60966.1,63819.8,141915,67021.7,4.33403
144228,125378,200993,123619,108056,165724,152093,4.35104
92479.3,90376.2,176399,102539,104825,151452,79121.5,4.36722
61147.8,70055.6,149274,36809.7,46153.3,124065,11110.8,4.37751
99036.8,102770,182953,67516.1,71266,143243,104129,4.3808
65496.1,74569.3,158315,47305.3,56621.9,127481,42528.3,4.38175
93348.2,91675,168795,98586.7,99066.7,153340,52585,4.38521
96968.7,99751.8,172957,56682.3,59001.4,137588,54548.2,4.39138
87292.3,93741.6,174744,63700.7,69608.3,144390,36924.4,4.41229
79116.1,84939.7,159901,56339.9,62589.4,139035,40697.8,4.41759
106130,112359,186334,61388.4,65948.3,136091,56600.7,4.43544
108678,111715,183210,79241.1,82247,145601,69102.8,4.43973
95224,100469,174586,65924.9,69878.1,141845,39331.9,4.44233
91680.3,97565.9,174850,85841.7,95259.4,144739,39943.3,4.44553
118841,119826,191936,87267.7,87534.4,147568,66768.2,4.44594
88746.6,90939.9,168647,76587.7,82799.1,144822,56804.5,4.45032
83049.2,89361.3,159612,71752.2,78429.6,141942,49449.5,4.46277
76972.2,83460.1,162728,69785.8,75496.6,141827,40155.5,4.47773
93258.2,96246.2,176105,69309.2,72674.1,144546,32970.9,4.48329
98085.9,91007.2,180428,85371.4,85143.1,150720,97410.2,4.49189
102130,102590,176072,98787.5,104872,148623,74456.3,4.50981
132298,136805,196401,82626.3,85517.7,146326,74334.6,4.5154
106865,104983,186893,110826,112713,155652,90890.4,4.51868
67293.7,72615.2,152547,56606.2,64647.6,136327,18663.4,4.52511
77662.9,80003.9,167826,79260.6,82809.9,148956,60143.9,4.53209
88949.7,91620,182045,58506.5,64955.9,134972,53391.7,4.53259
132424,121814,199235,103983,109516,151558,161016,4.53895
72149.4,80421.8,156519,57339.7,65965.8,134995,39805.5,4.54338
116751,114227,190276,68888.9,70956.6,140917,100013,4.54961
81685,90507.5,169240,56818.9,62074.8,138098,31418.5,4.55203
110454,111767,184399,91505.1,94478.4,150999,76409.1,4.56475
79420.9,85388.9,163135,64195.5,74069.4,138156,42978.5,4.57161
70093.4,72239.3,151457,114384,122197,152653,59257.6,4.57215
97869.8,94877.4,185819,71654.8,73344.1,144760,121519,4.57852
118577,119096,190331,86173.7,85775.1,149301,42707.9,4.58895
78958.3,83501.8,165465,63818.6,66917.7,138949,46456.2,4.60606
93207.3,95025.9,182087,92095.1,96729.4,146088,160948,4.61044
100230,104587,175903,68180.9,76621.7,137402,71063.6,4.61072
113206,112436,186371,78183.3,79100.4,149433,59052.2,4.61196
78708.5,84586.9,163512,74023.3,80392.4,143521,56694.5,4.63241
128095,131551,191620,73282.8,80828.9,139194,131340,4.63918
72039.9,81512,156045,46228.1,54881,128523,31282.9,4.64301
100121,107327,188420,66530.5,71150.6,140203,53803.1,4.65385
90887.5,99679.2,167705,89339.4,99918.2,145683,73315.8,4.65479
114258,113154,186309,99504.2,101052,151546,126155,4.67966
72702.2,77563.1,158446,53280.4,58545.1,139536,36920.6,4.6968
114529,111928,191891,94586,96454.9,152018,147722,4.71622
69995.2,79452.1,154225,42641.9,50880.2,127447,33730.7,4.71898
85579,86247.6,173013,43294.9,45522.9,127101,46698,4.7211
82242.3,87340.6,171282,70833.9,81770,137756,64907.2,4.73257
102694,108401,182909,62815.6,70419.1,138064,47874.6,4.74779
92368,93270.7,178555,62145.5,66505.7,137485,33378.8,4.75277
83583,85208.1,172842,82684.9,80640.6,152685,27182.1,4.76801
116930,118150,194098,78693.1,81057,145355,81458.3,4.77138
113289,113036,190193,84046,85023,151359,82455.6,4.78291
82707.3,90286.2,162700,46508,51740.2,132462,35260.7,4.78421
80040.3,82713.3,172857,80090.2,84909.4,145973,57317.2,4.79718
87287.2,88891.7,168878,77064.1,81222.7,144782,44622.4,4.82079
99086.7,92400.4,182714,93615.1,91670.3,155003,80240.1,4.8382
132161,128243,199081,79596.9,76477.5,151553,78428.6,4.84763
109503,114610,181694,57698,59836.8,138748,66441.6,4.85861
90000.6,87316.4,175737,48270.5,50531.2,134689,51597.1,4.8727
89013.4,96297.6,162320,64027.9,72384.4,137333,81832.5,4.88452
72562.5,74538,159326,75556.5,81910,141177,25411.6,4.90234
69408,73269.9,162424,62191.5,70676.9,139414,27506.9,4.90877
80907.4,86451.8,170136,56580.9,65799.7,134031,30082.2,4.91785
104840,103799,184598,86521.8,90750.9,146466,110213,4.91827
93487.3,98106.5,179382,57918.5,60259.4,137984,42400.7,4.92225
95041,95950.9,172433,61767.1,61297.5,143989,48804,4.92542
79955,87668.9,171953,72375.9,81938.6,141161,27328.3,4.9266
106652,112730,180461,80924.9,86390.8,146299,111194,4.95105
96306.2,102881,181263,75273.1,79165.8,144336,52728.2,4.97141
73803,75750.7,160129,63762.4,65006.5,144272,14516.1,4.9724
78870.8,86721.5,163087,47726.9,55368.9,131170,36494,4.97646
84627.6,83833.1,174472,82357.2,79983.8,148187,50562.3,5.0162
129628,126584,195994,81831.4,82608.9,146161,58494.1,5.02501
117774,122107,184125,77361.4,80514.2,146226,58558.7,5.03311
93567.2,95085,174659,77046.8,81109.8,143471,71493.9,5.03544
100220,106589,183236,80839.1,90135.7,141322,63495.8,5.03604
