"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","Time"
64066,66450.3,152937,52216.9,62257.2,130460,23113.8,20.4671
133917,130619,201095,98857.9,96188.2,153313,75546,20.4714
76974.7,79550.7,155724,62516.3,63414.9,144473,26462.2,20.4724
138151,133076,201087,93371.4,94218.3,152580,102833,20.4766
92675.9,96919.6,177094,55701.5,57178.1,143257,50744.9,20.4807
110343,112515,192251,90907.1,90173.4,148897,50662.5,20.4835
111220,105561,193541,73083.4,71810.4,144301,68334.8,20.4886
115446,117968,189178,82061.3,80433.2,151505,94090.4,20.4915
85171.9,92252.1,165904,52346.2,57924.3,135301,27956.3,20.495
85733.2,84620.4,179038,45846.2,48400.3,127645,18490.2,20.5145
101332,103380,183997,75935.6,80938.1,143893,54279.4,20.5223
116650,117715,192129,74561,70483.4,149570,58113.8,20.5324
90055.9,97695.6,170196,48620.3,52168.2,134401,22439.9,20.5354
99268.6,103068,178806,65825.1,66062.6,145699,23874.3,20.5519
79068.5,79839.2,162956,54379.2,60258.5,132341,14618.9,20.5586
73555.7,81845.1,157786,45141.9,50998.8,128686,29559.5,20.5603
74973.8,77191.5,169298,52886,61038,132633,17669.3,20.5628
92643.4,98146.6,171736,57574.7,63932.4,135659,39500.3,20.5776
102612,104504,183823,78345.7,79261.3,146153,75185.8,20.5871
76905.7,80464.7,159225,69118.8,76240.4,138432,46634.5,20.6
97768.6,98100.2,175840,89923.6,95360.3,145144,60833.8,20.6062
61876.1,67488.6,148354,55467,64237.8,136632,12051.2,20.612
92634.1,96909.5,181811,56703.8,61444.1,138811,45489.3,20.619
83482.9,90617.9,165549,68910.2,72361.4,141760,28620.6,20.6192
85989.6,83357,169389,73749.8,74245.4,145375,51519.5,20.6199
122148,121452,188860,92335.9,90728.2,150841,76146.7,20.6205
107822,112742,184046,64458.6,67225.8,145050,47013.9,20.6281
86836.2,90365.3,179972,56363.8,57045.6,138542,28338.8,20.6378
96571.7,100869,175823,78636.2,84400.4,145136,67012.6,20.6493
106088,108892,183578,67436.1,65024.9,146423,49242.2,20.6523
79822,83424.8,163150,76605,81740.1,145238,47501.4,20.6831
88504.1,96940.1,169273,57962.9,60675.2,138464,44165,20.6847
93355.2,100757,175660,53083.8,54850.5,138307,35925.2,20.6987
107837,107407,189111,71316.8,71104.3,148675,68736.2,20.7
75022.8,81677.4,171994,47435.4,51025.1,132565,28138.1,20.7083
117169,119487,188987,77600.2,78216.9,149116,46697.4,20.7113
88973.5,93569.2,175092,57359.7,61470.1,137700,62520.8,20.7123
76217.2,79639.5,158998,59813.3,66742.5,139262,30709.7,20.7221
93805.4,100015,169835,62546.5,66403,141367,49179.3,20.73
125498,131422,193404,56618.1,53373.8,142586,107726,20.7433
106475,110263,176606,81861.2,82612.2,151930,68268.5,20.7559
93899.1,100367,180631,66533.9,70617.4,141621,39921.7,20.7682
65600.7,74683.3,153826,48580.4,55876.6,130941,25187.3,20.7685
107534,105627,183136,85531.4,76747.1,155693,76897.9,20.7786
126032,121444,203388,94366,90958,152939,56190.2,20.7915
73958.4,78871.3,159915,50975.2,55286.1,135434,25094.4,20.7999
111252,111433,186382,86387.8,83950.4,152257,33230.5,20.8017
117826,118216,183705,69263.4,68904.2,145033,60315.2,20.8134
75202.1,82518.3,163401,51330.1,56513.7,134373,24675.8,20.8155
89566.4,94971.2,174591,62113.6,62110.5,140586,25735.7,20.8156
105142,111507,188599,56902.8,60786,133268,37470.7,20.8172
111200,110347,187076,85548.3,86096,146378,91892,20.8206
83499.9,91082.6,160201,71129.1,78516.2,140538,57507.5,20.8268
92399.2,97809.1,172952,63043.2,68814.1,137724,45153.2,20.8407
131759,133778,197186,94895.9,90318.6,156271,67196.2,20.8471
90527.3,94438.1,179589,49094.4,54232.3,132771,50405.6,20.8484
130298,129260,200715,90661.6,91097.3,151533,85238.4,20.8752
57113.4,64553.5,148532,44940.9,52983.4,127210,22931.1,20.8757
127435,123463,194020,96245.3,93881.5,152305,115128,20.8821
120691,115974,194026,101715,97875.7,154588,158316,20.8827
118937,120467,193962,85371.4,85656.6,150862,40647.4,20.8862
91218.7,95232.9,169752,50714.7,52900.8,137491,30867,20.8921
98549.8,98135.1,190226,59658.9,57382.5,145237,58999.6,20.9071
100402,105640,183928,61547.1,65558.9,135550,34749.1,20.9107
91692.3,100600,168253,59440.8,67060.6,135713,29785.4,20.9137
71303.8,77802.6,156299,56405.2,64481.5,135622,27380.7,20.9165
86783.9,84361,171701,61534.5,63816.9,141554,26296.7,20.926
127385,128340,195446,88063.3,87664.6,149351,61836.5,20.9275
71281.6,79727.2,154959,48062.9,55721.6,128289,29470.5,20.9394
125107,125068,193744,92225.5,93810,149429,51598.6,20.9559
109071,108212,186584,80511.4,80005.8,149276,49808.2,20.9694
89818.9,96770.8,171443,64483.5,69840.3,141144,41167,20.9752
117268,109582,197382,91936.9,89989.7,156598,69662,20.9794
110510,113931,185741,77169.2,79704.1,148128,41352.1,20.9879
86632.7,92941.1,164992,62437.4,64776.2,141371,19955.7,20.9984
68749.4,69377.3,154711,90392.9,86318.3,153459,16883.5,21.0033
108536,108388,190845,74669.1,72560.4,148087,67336.2,21.024
86569.1,93410.6,168822,69502.7,74602.6,142537,30389.1,21.0414
83947.2,85327.8,165352,58228,62221.1,139390,22458.7,21.0429
104548,92335.7,182555,67761.6,70683.2,141216,27354.5,21.0559
110079,113642,189451,64326.4,68736.5,138026,44275.1,21.0566
77880.6,85008.6,171410,42460.1,47647.5,126791,33879.1,21.0584
88303.1,91747.8,172663,59357,62451.1,138437,54061.5,21.0631
83360.6,90268.3,176476,45460.4,48569.6,133238,22254.4,21.0786
111728,115353,188955,68435.2,71123.6,142112,64539.6,21.0811
84138.4,90703,178683,45616.9,49417.5,131369,26209.6,21.0823
113887,109937,193100,81324.5,77706,152551,49607.1,21.0868
120889,120252,192145,106110,104650,155766,87503.9,21.0953
98853.4,102706,180220,75553.1,80117.5,145352,47918.1,21.0957
121776,125125,193118,67101.2,71308.2,140839,58392.3,21.0973
71980.7,76475.1,163053,44455,47492,134893,30994.9,21.0993
98077.4,101491,176851,52009.8,51669.1,135314,29713.3,21.1015
106129,109325,184269,70119.7,68871.7,145658,38687.6,21.1148
94506,100403,183848,45905.8,49499.9,127534,40146.8,21.1264
111445,116080,189449,75986.8,83155.6,140720,44086.6,21.1359
103179,106617,179718,62323.2,62461,141823,39451,21.1486
117792,115309,195880,68733.5,66063.5,148010,59700.9,21.1646
96139.5,86590.5,174917,101517,98877.7,154391,32711.1,21.171
120592,122906,192146,60863.4,62053.7,139132,39638.9,21.1845
89022.7,95248.9,165104,48868.7,53049.6,133850,38000.8,21.1987
129390,121098,197435,80855.9,73791.3,152009,84269.4,21.2007
95230.3,99985.6,186441,65919.2,67961.6,141364,69801.5,21.2043
87258.4,88869.3,174997,63208,68901.4,136202,15699,21.2139
96254.6,101111,178256,60686.6,64448.8,135871,27465.5,21.2152
109531,112293,188366,67203.8,67159.9,144266,62257.4,21.2178
83999.2,86466.2,159957,103269,110808,151289,59505.6,21.2212
125631,128405,194322,73370.7,72588.5,145516,63006.4,21.2287
86745.3,94366,165875,86776.1,98385.7,142008,56239.5,21.2445
101627,102701,183148,51356.3,53402.8,133576,48652.4,21.2511
60207.1,64508.9,151077,81553.4,89582.9,144807,16286.6,21.2688
128261,125720,193450,102440,99813.8,152913,50586.6,21.269
89213.8,95439.6,180499,54935.2,57474.2,139274,28274.6,21.273
125540,128055,191841,104911,105006,149596,68640.7,21.282
68462.1,72828.8,152260,52929.1,57465.4,135361,10120.1,21.2832
85495,88761.5,169475,51062.5,56111.3,132117,23025.6,21.291
119016,110376,192476,75056.1,70406,152175,38493.2,21.3048
103322,106897,181807,69448.8,71618.6,145877,44847,21.3129
99227.7,100012,176421,61667.9,65442.9,138663,55498.3,21.3226
88075,94007.8,178129,49808.4,52226.9,132655,40576.6,21.3252
88276.3,92459.9,174716,53983,58424.9,135975,38750.5,21.3502
92487.5,92782.1,177415,54940,57619.4,135375,55635.7,21.3504
109853,110831,185947,71268.6,76884.7,142519,41178.7,21.3539
63951.3,72000,155081,38521.8,46278.6,119849,32911.6,21.3635
139891,139808,200737,72609.4,73173.8,143766,79791,21.3654
116523,107250,192987,116798,108909,162519,91718.3,21.3689
96517.2,100271,182051,64620,66498,140915,33549.4,21.3757
124407,121402,193617,108654,98779.4,158169,107839,21.3793
94442.4,97442,181682,79418.9,77239.8,151492,53933,21.3817
109564,107866,182707,77909.2,81447.9,146253,84247.3,21.3969
128821,128041,199639,76536.3,72088.8,148920,85185.3,21.3986
112473,114465,183249,64453.9,66159.6,138611,97471.4,21.4022
110290,111741,183120,93812.1,92458.3,154299,35709.4,21.4078
91164.1,93700.3,174961,66174.4,68122.2,140948,18318.1,21.4127
127282,121192,195860,117275,106000,159276,74056.4,21.4148
85878.5,82507.5,162135,120211,114102,158960,189911,21.4231
69242,77361.5,151025,50697.9,56972.5,135632,24433.5,21.4238
87183.4,91094.2,175649,62338,65018.8,138654,53766.1,21.4354
88928.8,95777.5,172439,59246.9,62167.1,136199,41614.5,21.4387
120486,123717,187791,74180.1,70757.5,149219,53366.4,21.4532
108136,107896,184161,70830.6,70478,143329,71069.3,21.4623
84494.6,89754.2,166284,57406.9,60373.8,137563,28686.7,21.4633
153459,145228,207372,84425.2,79000.8,150309,80194.4,21.4644
143833,136478,208293,105412,102803,155128,84230.5,21.4719
96772.2,103092,174827,53584.5,57297,136127,28795,21.4851
89178.5,92335.1,169046,98288.9,102299,149420,73418.2,21.489
113553,106542,197070,70316.8,71088.5,144589,44151.8,21.4909
88465.5,94062.8,175806,48006.5,49514.2,135253,28000.9,21.5019
122180,123261,193523,80817.6,81080.8,148509,72751.8,21.5128
84178.5,89944.6,172339,59061.6,64761.3,136292,38429.8,21.5167
113669,116205,188760,75340.5,79271.2,144023,33075.7,21.5215
81495.5,89844.3,165235,44176.4,51002.3,127063,29565.5,21.5222
128235,126891,192932,79153.7,78552,145517,115164,21.5225
100065,104812,184576,71008,75993.8,145313,38808.4,21.5486
63673.6,66049.1,151323,65600.6,73900.7,138472,19378.6,21.5638
95339.5,99995.4,182526,61527.7,69046.9,136343,74035.5,21.5859
129615,131391,192797,86662.8,86523.7,150740,51758.4,21.6035
91167.4,96833.1,172655,56546.1,61842,135755,44084.6,21.6046
88790.3,85428.7,182939,52831.3,53013.5,138236,26623.7,21.6252
138646,134741,203140,83613.2,74888.5,157308,83113.9,21.6448
99811.2,103627,180439,62946.9,64034.8,141786,32420.1,21.6495
155363,146551,206165,105272,93835.6,159278,92812.4,21.6613
91916.7,94583.3,176387,49299.6,51260.1,130642,31658.7,21.6758
106470,103999,178993,74703.3,73949.9,145264,43964.9,21.6788
97443.6,97680.1,174826,82664.8,84845.8,152321,40873.3,21.6856
106178,103934,186370,72871,71794.4,144932,92329.5,21.698
85445.3,92915,177380,53820.1,58936.3,134015,28622.5,21.6999
120702,117872,195802,84136.7,83721.4,148973,59143.3,21.7103
93723.9,93206,174564,111691,106403,158049,123104,21.7196
114564,117048,187029,92396.6,89324.2,151809,55779.2,21.7203
104810,107313,182785,63265.2,64555.3,138685,65163,21.7262
93572.3,97683.2,176482,68022.2,72652.7,141834,36193.8,21.7513
79708.7,83237.9,162846,88790.2,94518.9,145599,37135.4,21.7571
111533,112246,189080,113325,107360,159086,62039.3,21.7586
114539,119241,186294,79657.3,80459.6,144035,61119.7,21.7632
97038.5,96303.7,183505,49224.5,50497.1,135923,70322.2,21.7637
95654.9,98849,183215,49300.3,52911.1,130421,35551,21.7872
91427.3,100873,170487,55910.3,65011.1,134531,28478.5,21.7884
85450.1,91154.2,173335,50390.9,55585.3,135212,44105.6,21.7938
100347,103838,175753,76090.7,77377.5,145951,77599.2,21.8
112746,112050,183090,111594,113526,152319,95095.3,21.8087
68988.5,74485.8,155571,45602.3,52302.5,132058,26609.3,21.8177
117856,118029,192956,82963,83751.3,148614,54777,21.8382
150728,142595,208054,123827,112888,163028,146720,21.8482
78769.7,85756.9,165487,74454.4,85155.1,138391,69763.7,21.8535
100521,101709,181842,78158.7,74699.8,148257,18788.6,21.8611
101464,105550,183127,70727.1,71721.7,146169,39127.1,21.8629
76882,75352.2,161904,60199.4,63893.7,140933,25679,21.8631
139427,135307,197546,87752.3,85422,152031,68976.9,21.8634
93276.3,102483,172581,62131,70478.3,138981,37207.9,21.8707
105455,109811,189249,64455.5,67731.5,141538,62694.1,21.8904
87652.7,93686.1,171639,54423.1,59352.5,134265,41612.1,21.8929
69568.3,77279.9,155883,54434.5,62264.6,129095,45987.8,21.8949
105032,103601,179027,94023.1,80949.1,160647,38276.3,21.8957
112775,115530,183575,101467,107438,152093,79851.2,21.8965
94657,99577.1,171940,74601,75255.9,148790,54062.3,21.9022
130249,125690,201839,100988,98694,155717,94929.6,21.9408
99550.1,100566,181948,86407,87434.7,148244,83696,21.9441
118102,114199,192415,81316.4,77763.9,149619,79551.8,21.9462
87313.3,93566.5,175368,50281.1,54746.9,127016,54490.3,21.9636
62325.5,66652.2,151943,90337.5,99350.8,144098,35061.7,21.9745
78276.8,87010.3,169131,50264.8,54020.9,134423,31446.3,22.0042
94389.4,99821.3,177046,73106,74725,145448,24261.3,22.0098
84425.6,87641.4,175120,68094,69462.1,144826,58957.3,22.0124
87181.5,87270.9,170031,76149.4,78758.8,147978,49256.2,22.016
97303.1,98461,179710,72923.7,70593.3,148341,54568.7,22.0237
128522,124512,199327,89495.4,82224.1,156553,51700.7,22.0396
81704,83813.3,164607,73369.8,79980.5,141588,30118.6,22.0566
105321,105085,179818,79098.4,78004.7,152709,50629.7,22.0584
115728,118176,186149,84437.3,83526.5,150859,53358.1,22.0628
81451.7,85577.4,159848,69186.2,74702.8,143805,19105.1,22.0707
74753.8,80943.2,162777,78045.3,93343.8,137491,48717.8,22.0811
87177.9,91333.1,175057,57287.9,66141.8,136166,28858.5,22.0872
80311.8,89096.4,164414,44356.9,50944,126414,29919.3,22.093
77429.1,85243,158870,60147,66511.4,135759,37676,22.0973
69353.4,79062.5,156097,45554.6,51443.4,130352,14854.3,22.1188
110527,113218,192020,75173.4,74741.6,148064,74977.4,22.1263
67016.7,69457.1,155247,54817.2,59309.6,137677,14608.4,22.1291
86953.8,95773.7,169583,54370.3,59802,133689,44148.3,22.1401
95950.9,100300,173562,58964.9,65591.9,138018,30829.9,22.1486
65670.1,73271.6,152106,38534.8,43667.2,125121,30383.8,22.154
75515.8,82118.4,159245,49397.5,52429.7,132279,42735.6,22.1614
124627,122899,186947,88265.9,82987.9,153408,66487.9,22.1686
105032,106345,182323,76691.5,79013.1,145765,51226.7,22.1785
103491,105041,182026,70979.1,70507.2,145875,40550.9,22.18
116773,120132,184668,108166,107415,156279,49070.6,22.1884
120906,126542,193400,66005.9,67863.3,140891,63204.6,22.1913
104999,103473,183074,78448.7,75172.3,145515,52365.4,22.1928
123707,123010,193881,86804.5,84038.7,151343,34734.1,22.1949
78488.3,82680.5,165550,49946.3,53703.7,133796,37352.6,22.1995
106085,106815,182222,85077.5,83491.5,148443,69652.9,22.1999
118132,117012,192882,83418.5,76865.1,153136,39160.3,22.2065
105526,108984,187086,61149.8,65016,138323,39345.4,22.2066
110029,105117,193815,93228.9,89874.8,156131,18153.6,22.2104
108892,105421,188503,89474.8,87055.1,152095,27035.4,22.2175
131333,127407,201453,91653.4,88336.9,152615,87380.9,22.2211
64583.2,71983.9,154688,38585.4,44385.1,127745,21008.2,22.2215
72750,78875.9,160295,65019.7,70797.2,136508,23658.5,22.2249
114237,118348,191658,79932.5,80955.1,149000,56131.1,22.2255
118412,121951,192285,77771.6,80957.6,144309,62018.8,22.2344
101796,104486,176442,73445.5,76669.2,143842,30786.3,22.2363
96095.6,103906,176296,65325.3,67470.5,143952,19758.2,22.2403
93258.1,99060.1,173138,77648,81431.7,145204,26042.5,22.2443
103715,107139,184039,78786.2,79100,149397,41608.5,22.2458
140365,129544,202830,121902,115921,158997,98940.3,22.247
99047.3,103007,175960,57226.7,62049.2,136235,65178.2,22.2485
105935,108344,189284,72328.7,72900.5,142218,35556.1,22.2649
78670,85944.1,171375,64229.7,69504.3,139312,17105.6,22.2674
58992,63386.5,147828,51897.8,58500.9,134419,10351.1,22.2754
114994,116671,193830,105482,106572,155792,47309,22.2771
98974.9,103354,175572,64295.2,66210.8,144845,62513.4,22.2822
96649.5,103283,175705,65735.8,72090.3,140527,51115.6,22.2869
114120,110848,189346,67179,65390,145284,54320.3,22.2923
114038,120972,192998,63060.6,65179.6,142920,50691.2,22.2943
106275,103297,182006,88682.9,90388.2,151283,31929.2,22.3085
109053,112063,188971,69255.3,72606.4,140980,60391.1,22.3179
81103.5,86200,169970,42754.5,45795.6,127342,37942.3,22.3187
150742,142599,210269,88606.9,77353.5,157806,75864.1,22.3203
99898.2,104629,188573,66379.5,67793,142549,78153.2,22.3218
89807.7,95211.5,181876,56229.1,62938.9,134085,56633.1,22.3358
121165,120467,197128,73677.1,74986.3,143872,52914,22.343
88582.2,93597.3,167857,63120.5,66807.7,140712,54060.6,22.3456
80513.3,87890.4,162283,55732.3,62593.5,135505,45639.3,22.3476
71844.5,78210.8,162474,51797.1,56416.1,133735,23802.6,22.3794
122377,125762,190101,95818.2,92532.9,155536,41212.9,22.3829
96730.8,104424,180840,50492.6,54202.4,129025,47211.7,22.3846
106859,112642,179064,78481.8,77585.4,149175,52208.4,22.3856
102516,104715,182185,69693.3,69829.1,144326,32852.3,22.3864
77074.4,80766.1,168202,66066.7,70149,141871,21874.3,22.3897
131031,131417,200729,69878.2,71245.9,142737,61110.8,22.3921
131519,132928,195222,98314.8,99187.4,152396,51572.2,22.3956
127132,125295,193680,80437.7,81181.6,148743,88937.9,22.4009
64173.8,67374.6,152415,51126.9,59316.5,132746,18004.3,22.4049
100375,105017,176881,81697,84770.1,145854,28675.9,22.4067
112984,112066,184195,101598,94119.8,158109,72889,22.4088
96800.1,98470,172218,72866.5,73698.9,144881,45016.4,22.4152
95296.8,100197,175924,61813.1,69281.2,138273,89821.7,22.4272
109128,109317,182295,61542.2,62054.8,142074,54202.8,22.4476
84127.4,84190.1,175901,84808.6,90711.6,147555,21920.6,22.4526
80556.4,80731.8,173193,69212.5,75376.8,140848,26743,22.4526
114932,112218,193900,66890.8,68124.6,149811,46738,22.4807
110820,114035,184158,91357.9,88405.9,152121,48259.3,22.4822
114611,114970,192326,96254.6,102591,149346,39718.4,22.4854
78323.7,84522.7,165310,120654,125240,154821,27322,22.4998
106481,110584,188815,62317.2,61374.5,142707,45734.1,22.5051
136292,134535,197271,94336.4,88105.1,156042,101806,22.5186
115964,122019,184091,86437.4,86252,150762,59809.6,22.5249
126324,130702,190053,72987.9,71457.4,145295,62204.8,22.5263
124877,120159,195769,81694.3,80015.2,146663,103004,22.53
83321.5,85687,171610,56334.6,62108.7,135322,34908,22.5352
72148.4,78639.7,154909,64211.7,71801.4,138283,34784.7,22.5403
81692.3,88298.2,162189,50910.9,54539,139120,23906.4,22.5445
79812.8,83863.7,168709,52060.1,56087,133755,30342,22.5451
96935.3,92624.6,183289,36822.4,37608.8,121534,39455,22.5464
110475,110822,189082,54648.6,58822.4,134731,79378.4,22.558
97411,99243.1,179643,93873.4,96139.1,145541,74859.3,22.5621
123326,119904,192385,96755,94184.1,158772,39206.4,22.567
95684.6,102766,171928,65493,72673.3,136578,32223.7,22.5709
114520,111950,191719,86889.3,84546,152616,51277.1,22.5733
95915.5,100895,182131,60261.8,64579.7,138388,36266.3,22.5778
122509,120668,191445,90238.5,84863.6,152600,57035.9,22.579
78610.9,87120.1,168427,71261.8,78597,141950,36500.8,22.5922
111969,106089,190205,93115.2,92194.7,151201,49101.8,22.5977
116252,110495,183735,111185,107962,157400,127473,22.5978
133706,127565,201063,102713,93681.6,158131,94620,22.603
71655.4,79395.3,164939,34530.5,40842.7,114655,19542.1,22.6089
96101.7,99222.2,183745,65243.9,68057.9,144875,42595.8,22.6139
136012,120994,203287,108348,99733,157797,117942,22.615
98065.8,100153,178819,65071.5,65177.8,146142,6617.22,22.618
85756.6,92451.7,173369,47254.1,51636.9,130881,27967,22.6347
73861.2,76568,164760,54070.1,58551.3,137447,15677.6,22.6433
114641,114456,189259,102744,107939,148889,127454,22.6747
79932,86081.4,171440,52105.3,58276.5,134569,28524.9,22.6774
78638.6,84747.4,162884,64385.2,65658.5,144645,20002.7,22.678
110082,113306,185546,77034.6,78384.3,147686,46047.3,22.6867
120377,125089,189539,67220.9,72178.6,141365,43616.7,22.688
126646,126299,192905,83566.6,77065.2,151955,43837.8,22.6965
106250,106205,183607,64593.4,61221.7,143968,28796.7,22.7022
86397.7,89591,175544,61983.4,62708.9,137759,41101.8,22.7134
92351.4,89806.8,177692,91336.8,94212.5,150681,31115.7,22.7143
65590.2,68873.7,156931,66032.1,71391.9,140891,36144.1,22.7166
110161,108955,194677,65641,68206.6,138932,52741,22.7299
83150.6,90720.8,163168,44769.8,48754.5,132150,28806.6,22.7305
113398,114317,191543,61098.2,58880.5,142731,91273.7,22.7439
69478.1,76106.8,155892,42517.6,47031.6,125472,21656.4,22.7486
110676,112163,186779,77020.3,81061.1,145293,75958.8,22.7491
116414,113701,192620,68982.1,68807.4,145219,33813.4,22.7499
100814,100497,175951,73237.2,75508.2,144744,43142.3,22.7565
101993,103712,186425,61620.8,60411.4,144349,56410.7,22.7589
68136.7,74281.2,155456,57936.4,65108,135485,31492.6,22.7735
81219.9,84812.4,164566,46327,49420.9,130233,27142.1,22.7806
106940,112159,181627,65767.7,68130.8,141281,35625.7,22.785
93588.6,100573,176152,77467.8,82792.2,143878,56798.8,22.795
120978,119668,189497,85018.8,86784.8,146223,111901,22.7954
77647.7,82581.1,168516,43997,49520.9,131104,26865.2,22.8006
111027,116224,191804,82129.6,84808.9,146673,51481.5,22.8158
94712.3,98838.9,181909,48142.5,51786,127837,47457.8,22.8159
103195,106416,183528,67727.4,70743.3,145668,48366.3,22.826
90460.5,93310.1,172962,76565.4,82319.2,145581,62444.6,22.8261
99894.9,105411,177081,63118.8,66240.2,142438,32779.8,22.8351
97264.8,99016.1,179012,53790.6,55566.3,134568,57493.2,22.8473
65463.7,73056.4,151503,39281.8,45729.1,125628,16196.9,22.8687
149395,141879,207233,79782.7,76713.6,150881,84213.9,22.8922
63378,65217.6,155223,36218.2,41461.5,127912,21221.3,22.8983
131397,127981,203860,78312.5,78611,145895,60555.9,22.915
123892,122605,195320,89915.5,86962.6,150409,97185,22.925
84309,90783.1,169488,66087.1,75496,137854,45027.5,22.9262
113409,117886,186333,72138.2,71751.4,145430,69426.8,22.9293
85547,90411,165821,56454.6,59806.1,138042,33401.4,22.9359
99764.5,93085.8,176778,74993.6,75327,148370,38362.6,22.9399
89195.6,94639.3,168761,67974.3,72126.6,144093,44225.6,22.9469
81288.9,88390.9,160303,50282.8,55137.6,135043,47951,22.9563
79901.1,84769.2,162120,62300,69429.2,137983,68005.5,23.0154
76953.3,84544.6,160367,52720.9,58656.5,136353,28064.8,23.0254
92103.8,100050,182601,79175.6,81651.2,146111,29623.9,23.041
93329.2,93982.4,171810,70927.2,69785,149001,28841.5,23.0617
124317,119001,191733,99727.7,91057.7,158402,55879.1,23.0813
71414.2,78573,165273,48182.6,54144.4,133411,16324.3,23.0829
127739,125309,199733,74603.3,74587.8,145964,115539,23.0838
124855,124568,192552,105677,115081,151152,48004.5,23.0875
133645,133227,197024,93317.4,89836.7,152398,56914,23.0934
81607.4,87368.8,171695,49448.6,58225.4,132329,27372.8,23.0954
126050,124891,198804,109686,101418,158108,147928,23.1071
110716,109763,192331,75073.7,72582.1,145707,54345.4,23.1082
118172,118229,194008,60285,61059.6,139397,108703,23.1178
113171,109287,189623,86114.2,81153.7,153489,47999.1,23.1179
81747,89434.8,167955,49324.1,54469,129080,41411.9,23.1223
140985,125667,207877,91119.5,83294.4,156308,79319.4,23.1245
122672,122347,190063,83386.4,80947.8,148753,91182.8,23.1268
64623.4,64329.9,153299,93663.2,97577.6,151458,108886,23.1286
96103.3,100449,179570,63477.4,65357.4,143589,28807.2,23.1322
111385,113389,187663,85280.5,89032.3,147548,72764.4,23.1394
69890.8,75294,161403,38850.6,43461.4,120875,30343.7,23.1593
111727,110741,189189,64918,65047.7,145240,43636.2,23.168
143786,136447,203857,115098,109806,158330,148813,23.197
114487,116363,186993,81562.1,83861.8,146327,90114.2,23.2145
127984,121093,197429,108984,108832,158097,80020.7,23.2171
107241,111083,183536,64937.1,65020.4,139955,41856.7,23.2171
108696,105592,183703,104054,100005,157576,94682.1,23.219
113680,116763,183982,62973.8,66618.1,137583,55740.7,23.2321
61512.9,65199.5,152685,55350.5,57763.1,135307,12539.5,23.2329
103241,112399,186645,57193.7,62443.3,134703,55876,23.2426
104427,106690,179664,78318.3,77052.2,148034,118670,23.2435
88361.4,96604.3,176232,53623.2,58183.5,136001,26940.4,23.2444
90122.8,98450.9,175237,50344.2,54855.9,130492,29338.5,23.2499
68449.9,76126.3,154709,52504.2,58736.7,133917,15213.8,23.2924
116970,117768,193082,65830.9,69831.6,138191,58702.2,23.3011
81386.8,84415.4,169422,59074.3,60215.1,141258,35839.7,23.3022
91553.4,94351.1,174750,50452.6,54311.8,134704,33442.4,23.3056
88260.4,90925.1,173388,61560.7,61643,144253,20059.2,23.3129
76226.4,83991.4,159491,55924.5,64669.4,134299,34410.9,23.3216
85170,86877.4,167872,59905.6,63201.1,140573,19760.2,23.3275
87623.5,93909.1,177167,55081.3,60892.5,134485,52303.5,23.3313
106323,108829,183358,67486.2,72106.2,141499,65603.4,23.3382
107270,108988,188401,65992.6,69270.8,138983,74289,23.3436
89684.5,95889.3,177595,56010.5,58641,138531,44032.7,23.3444
88612.1,93738.6,168702,76098.6,80673.4,146004,42542.7,23.3495
130833,127996,199005,99503.1,95038,152935,76100.9,23.3557
118936,117310,193706,83854.9,80968.8,151718,122905,23.3706
98700.4,97429.4,176922,60528.4,61236.8,140601,43958.9,23.3747
102333,105199,177026,81879.1,79363.1,148784,35802,23.3775
93890.1,98671.3,177127,61026.4,62251.4,138476,32469.8,23.38
108637,112505,186850,77412.6,73772,148727,28030.8,23.3963
99040.3,96911.7,179757,71632.9,66883.9,148725,36035.2,23.4005
96092.9,102294,176473,65401.3,69021.8,141870,42353.7,23.4008
96271.5,103510,182165,58663.1,63153.4,135812,56025.1,23.4028
90452.1,95338.2,168467,58425.4,64071.9,134737,28446.6,23.404
118485,119426,191809,108680,109719,152393,69442.8,23.4101
80724.3,86267.7,173136,67659.1,71704.6,140651,31755.7,23.4286
112749,112452,189783,83737.5,83880.3,148804,60984,23.4347
131953,127771,196791,104164,101932,152733,64857.9,23.4617
74544.5,84359.1,168593,34530.4,41182.1,117148,33689.6,23.4637
99741.6,104873,185750,70037.8,71410.1,142796,33773.5,23.4907
88638.9,89426.2,172853,64468.6,63664.8,145166,30516,23.4961
109338,113588,176130,82374.2,79653,152674,47368.7,23.4972
64026.4,66515.9,158137,40926.7,44445.9,129333,17950.5,23.5011
138654,131331,202916,101906,94744.5,158704,76593.5,23.5167
117110,114876,187130,65743.5,70295,145353,36073.5,23.5234
124266,124936,194157,94940.9,102118,148868,33358,23.5261
100971,101650,176308,71567.7,76407.9,145283,100723,23.5262
102162,107020,189681,52963.5,58814.6,132155,34423.9,23.5298
81861.3,90806.7,168290,53363.5,57884.4,136045,33012.4,23.5301
98398.9,101008,177043,60981,64672.2,137976,66373.7,23.5347
89694.5,96142.5,172340,52096.8,56226.9,135932,37337.6,23.5377
92081.3,95317.6,171804,47821.3,50935.2,131738,40070,23.5525
87657.2,93436.9,174637,55571.5,57195.6,141842,47908.2,23.5843
84238.4,91830,165189,64893.2,72597,138610,34109.4,23.5846
