"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","SELE","Time"
80870.5,82314.9,167800,65637.4,63098.4,134548,10940.8,0.866137
107913,111162,186257,67354.5,63631.8,139361,388.927,0.871976
102689,90946.1,183235,74824,61940.2,146568,544.558,0.876478
128502,118677,192428,154788,124307,165194,8942,0.878591
79841,79411.9,160238,53641.3,48334.6,134316,3093.84,0.879345
96382.4,95548.4,180239,75856.5,72537.1,144371,7675.86,0.880532
77997.9,75529.8,159147,67353.2,66288.8,138231,13969.3,0.880917
124705,118016,192569,93914.5,80631.6,148521,3734.77,0.881779
112141,112866,186353,96825,90379.2,145205,11013.9,0.884426
127981,116534,193549,92244.1,78294.6,152069,3680.06,0.894692
84605.9,80352.9,165539,76841.7,71317.4,143828,1095.58,0.894745
91985.4,86349.1,178359,72617,65784.9,145601,3250.76,0.895662
109248,109346,176198,61898,56132.1,141753,5005.66,0.896291
96462,98097.8,172712,72418.3,65623,144556,2452.36,0.905036
90351.3,88553.7,171804,67447.6,59138.7,144005,6325.94,0.911185
108619,106683,189220,75132.1,65058.5,144142,2007.07,0.913335
116787,109462,182513,88902.9,77786.7,148445,1398.72,0.914887
82515.8,85717.7,161747,59240.5,58172.9,135263,12905.5,0.919057
103707,95583,178685,91683,85117.8,149393,8170.17,0.922858
135528,121690,203506,155154,126169,168446,19988.7,0.92826
84565,84810.5,176157,60069.6,55530.7,135763,869.792,0.928976
112113,112987,186797,91989.5,83046.6,149498,3208.88,0.92973
95195.8,95095.6,178950,66334.3,62980.4,138666,3427.75,0.933092
117499,106548,189626,85898.7,68061.6,152225,512.793,0.933521
89414.5,90189.8,168154,75999.7,74421.3,141273,5893.67,0.934915
98388.9,95059.9,169964,92994.5,76837.5,153475,4066.29,0.941421
72978.1,66906.9,159499,85551.2,75686.9,146067,7604.6,0.945305
84695.9,83136.2,162065,65094,58232,141167,62.3126,0.946755
82646.1,78557.7,165420,77505.1,64781.1,145200,1637.78,0.948558
97519.8,98186.9,172482,64197.6,57704.2,142357,5269,0.949934
126416,122607,196044,85213.2,70239.4,147816,2826.58,0.951057
76469.2,68953.2,165455,90521.6,77507.9,154858,4421.44,0.951212
87758.9,87902.1,169808,77698.4,73106.5,141596,6980.61,0.955344
90058.1,90613.1,169010,78636,70430,148533,746.214,0.957178
97021.3,89565.2,173045,83872.1,72980.2,151469,9429.81,0.959212
97647,90339.3,183213,86997.9,72690.3,148125,63.2594,0.962205
95515.8,90928.1,176750,122925,106090,155068,8761.4,0.965771
83590.6,85857.8,159608,89824.3,90473.1,143992,8136.96,0.966105
91761.6,77485.8,182687,104867,85756.8,166333,3217.24,0.970069
110626,87770.9,189527,101133,78754,159532,7839.51,0.974357
105911,99529.4,172783,96893.1,82137.1,152946,11636.5,0.975348
86859.8,89221,163244,70052.8,64373.7,137327,731.348,0.976226
114113,105106,191898,94236.6,74040.7,165915,4035.43,0.977766
119278,113758,193168,82788.5,68532.1,148652,2726.72,0.980125
65945.9,65837.4,153532,53991.1,51294.4,134984,2831.27,0.988225
91004.5,91474.8,162291,65651.2,60365,140933,1298.5,0.996968
93750.1,96064.5,177298,65331.9,60761.7,143877,2636.76,0.998024
104171,101437,182724,82403.1,74661,143821,4520.7,1.00533
95289.8,96135.5,172618,70920.3,63995.7,138040,230.908,1.01264
66173,69540.7,148781,52534.1,52501.4,130714,1193.22,1.01846
97885.6,94913.8,169406,85125.3,74644.4,151296,8766.92,1.02372
93281.1,92880.5,167315,88550.2,79056.2,150674,2288.66,1.02416
