"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","SELE","Time"
124770,115929,198521,140218,111791,173257,102.889,23.7537
172407,145116,225584,142573,104872,176115,47.0363,23.8522
92076.7,92617.4,183238,115410,108842,158874,147.014,23.8604
134005,113926,210548,120551,103254,162419,30.0665,23.9535
95324.9,99626.1,189744,118049,109638,157884,-4.62359,24.0112
109185,110260,190045,141530,122414,166719,50.809,24.0921
121420,113226,203945,96622.2,82830.4,158641,40.2276,24.1178
125133,121870,201129,117039,106944,160459,50.6734,24.2659
76114.1,79158.1,176425,98319.9,94801,159409,21.5128,24.2918
88540,75595.8,186861,130521,97689.3,173453,136.285,24.4499
85874.7,90638.7,175434,100172,87947.3,159568,83.9832,24.4674
145581,126882,216589,117282,94022,165161,51.6789,24.5244
163784,148438,214127,151947,116386,177309,122.694,24.5717
130282,121482,202609,91480.9,77900.4,158099,4.98143,24.5902
88862,86543.5,175147,91784.7,83923.3,155195,96.0206,24.6455
123343,116957,194168,129306,107008,168124,49.4054,24.6522
97321.2,98416.9,190064,83492.8,74837.3,148823,35.7159,24.7383
137265,124555,206381,137158,109331,170144,29.8792,24.7766
121316,112719,199988,102006,84774.4,164562,21.4205,24.7905
108048,108947,192840,121798,104646,162394,65.4678,24.8561
58811.6,66527.4,151882,61189.5,67321.6,136552,48.1463,24.8666
112042,114296,192128,128965,107513,165563,99.9963,25.0149
132216,118155,217601,129549,94152.6,179102,49.624,25.0204
124283,125584,197977,92773.3,75437.4,160383,50.7172,25.1015
126183,123314,199615,132019,102148,169595,33.4966,25.1069
104193,99776.9,196568,82038.7,70150.8,157346,39.513,25.2323
86341.4,80336.2,177693,127226,101730,167889,135.601,25.2587
102332,107393,185970,70755.4,68039.9,141175,77.6036,25.2746
73965.7,76133.1,165492,92853.3,86469.1,152487,30.7697,25.2923
153336,140321,216823,108036,90440,168997,126.901,25.3282
96744.3,101970,182731,73841.5,66420.9,149196,18.7979,25.4122
116563,112109,196569,109856,89529.1,165714,164.05,25.4589
98541.4,96831.8,182436,98861.7,80736.5,165420,42.9993,25.5204
128848,102991,211445,172917,133388,178522,383.889,25.5736
100300,87428.5,187454,98359.5,81880.4,161892,64.6836,25.5805
141947,129645,215979,105409,87550.9,157646,11.5948,25.5881
112329,106621,197875,121308,108382,162406,99.5211,25.598
147983,138009,215721,146485,116164,173046,83.376,25.611
99047.6,108811,176681,68140.4,64936,148131,24.3803,25.6657
96890.7,91589.8,178701,109907,91891.5,160164,40.9909,25.7787
159500,137637,223119,130157,95975.9,173690,97.2742,25.8251
