"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","Time"
91766.5,94423.8,178788,59319.5,63728.9,139198,66934.4,69.4371
84968.4,82216.6,168661,60757.9,65296.1,140676,31630.3,69.4658
81416.3,83486.8,168492,56732.5,63312.2,134167,81426.4,69.4893
86176.8,90754.1,168646,72444.8,75009.9,142417,39077.9,69.492
86338.6,92821.2,179939,57614.2,62774.5,135406,46574.4,69.5079
95983.8,103036,179130,69171.9,73448.6,138999,78156.7,69.5141
120205,106367,193771,90993.8,90734.3,154899,127556,69.5199
119614,116771,194507,92080.5,89425.3,148796,67596,69.5285
122235,121182,195827,87535.8,84152.5,155846,77113.7,69.5678
85100.6,86187.3,169571,97277.8,104946,151181,45747.5,69.5685
131966,123893,195933,104754,97440.3,160294,92618.9,69.5957
112736,116028,189807,91523.2,96470.6,148823,73324.7,69.5995
86443.7,91801.2,169316,85879.3,97236.9,141468,106032,69.6072
70560.9,77912.8,156049,64621.1,72911.2,138912,34817.4,69.6531
83774.3,87634.6,162273,104277,115880,148687,46044.4,69.6646
76640.3,83949,158661,61974.2,74472.2,133754,42113.5,69.6658
98975.9,102838,186035,65443.8,73736.2,139535,56766.4,69.6922
70038.4,70903.8,159669,104735,109479,152064,36019.5,69.725
78586.9,84971.6,164284,58752,67133.3,135363,48611.8,69.764
72792,82000.2,159587,37409,44339.5,119548,36699.1,69.7737
68137.2,68464.5,155457,83786.1,90684.3,148184,43388.6,69.7999
83619.1,90715.8,163065,44710,50836.9,130589,53217.3,69.8104
117769,112471,194031,121380,112484,161566,141287,69.8181
86065.9,80945,177176,103652,118701,151878,53815.7,69.8531
137383,134962,199242,118475,115324,157273,156992,69.857
98248.2,103033,181715,67773.1,71957.5,139239,46117.6,69.8603
83355.1,85321.1,176091,68296.1,76015.3,135252,65283.9,69.8637
106238,110410,179573,67211.1,71615.7,142062,45072.1,69.8791
102321,90945.8,185948,114953,112791,158619,119837,69.8859
70083,75737,157868,84554.3,92582.2,145909,22547.2,69.888
79843.1,87215.4,174831,62570.8,67373.1,141418,28109.7,69.8988
71166.7,78080.5,162462,73489.6,82854.1,142400,42940,69.9168
84112.5,89884.3,173835,58821.3,66133.7,138705,45911.2,69.9235
99867.5,104037,183824,80615.9,81397.5,147972,30677.1,69.9259
63466.3,66939.2,151796,67055.6,78348.3,138896,24883.9,69.9491
105271,109819,184087,91759.9,94127.8,151775,79708.5,69.9624
115934,118458,188850,77206,79330.6,143656,88285.9,69.9872
110474,114079,189888,75325.5,77215.4,145344,66823.5,70.0178
99320.5,103613,179185,62343.6,67394.3,138910,73441.9,70.0577
80772.1,88349.7,163129,63100.1,71065.3,137591,42728.8,70.0751
87049,88512.4,173027,76898.1,86762.8,144863,52907.4,70.0857
76172.4,83445.1,170492,52040.4,56437.4,132422,34714.5,70.1053
86089.8,88362.1,170705,88593.7,97801.7,144494,88488.5,70.1518
107884,104277,183913,103882,107141,152985,36305,70.1523
61232.9,68168,149541,81202.8,91571.1,141453,31704,70.1523
116559,119598,189217,112806,111044,155483,129158,70.1645
90412,95839.2,178523,74339.6,73902.1,144818,51417.2,70.1777
65560.6,69902.8,152222,44936.4,50583.4,131475,38144.7,70.1907
81311.1,85049.9,163294,60056.2,65965.4,138767,41651,70.2353
83729.1,89650,162745,67313.1,71385.9,144163,68872.8,70.2785
75270.7,76229.2,158744,83432.3,98443.9,143939,15835.8,70.3188
77202.1,82128.8,162325,81428.1,97859.2,141906,27315.1,70.3241
79200.8,85680.3,159382,70158.9,79311.9,141827,34058.6,70.3303
102807,104054,183425,61618,62592.3,142031,90720.6,70.3471
84893.9,91549.4,172352,59902.7,66102.3,141131,34590.1,70.3522
148305,142132,209840,112756,108835,155483,141905,70.3582
91351,98317.7,176907,65477.4,70901.2,140578,50487.8,70.3614
78218.7,83905.5,159704,78474.3,82950.9,144799,53240.3,70.3671
82947,88702.5,162356,87624,93400.4,146421,64177.2,70.3852
116969,123424,193000,87243,92197.9,145970,28847.5,70.4139
73201.3,78926.5,159195,53715.2,59572.1,134498,56348,70.4608
70409.2,76379.4,158837,50585.7,58461.1,130363,47025.6,70.4801
81314.7,86429.3,170482,51444.3,57296.7,131990,46468.7,70.5159
93988.2,99341.8,183899,55543.5,58132.1,146520,52721.4,70.5252
116924,114743,189738,70933.1,69346.5,148584,104393,70.5267
115908,112053,196948,89202,91920.9,149164,100614,70.54
114425,112032,192555,102226,94035.5,156281,90367.2,70.5532
91223.9,94634.6,171486,75334.3,75446.6,148786,75575.6,70.567
76707.6,81955.9,166630,60292.6,65617.2,139139,38713.3,70.61
78923.8,87175.3,160290,64337.3,75880.5,138015,35693,70.6216
91447.3,93728.4,175679,69572.5,76867.5,141177,40748.4,70.6255
60038,65385.5,151236,65490.8,74916,136247,41087.8,70.6527
79110.5,87680.6,158190,45191.8,51011.6,128593,40160.1,70.6874
93851.9,98213.7,180353,94317.8,102304,147678,79645.9,70.7011
79533.8,81896.1,168872,75994.9,85542.6,141405,39518.4,70.7139
99235.4,92000,174160,107334,107022,155748,120552,70.7187
88138.3,94323.7,168795,67268.5,70826.1,144169,46912.5,70.7387
78430.5,79847.2,170073,100396,107828,151872,54092.8,70.7429
120395,119477,192984,94139.3,91345.7,152335,64271.6,70.7438
131560,122036,199919,77826.9,73460.9,151389,76704.3,70.7585
60572.2,67702.3,150517,31614.2,38211.4,118186,24044.4,70.7616
68688.5,71920.9,155104,53753.1,60955.8,136026,38421.6,70.7707
93489.7,98978.6,175296,61335.1,64453.6,141282,71289.2,70.8286
80590.1,88951.2,162629,66480.8,74202.7,139619,60818.7,70.8432
70875.7,77926.7,154457,66014.1,80845.8,131913,48899.7,70.847
123129,116437,194470,110640,109805,157810,88889.8,70.8576
78319.6,83327,162924,54804.3,62946.1,134663,32658.1,70.8585
83209.3,88831.4,162929,76751.1,81581.4,145928,65466.3,70.8651
122536,124645,195884,96680,96018.4,153551,90465.8,70.8777
81765.2,89168.7,161673,49678.2,55834.4,136459,40240,70.8916
122792,114075,189672,127936,118536,159413,131248,70.9015
74577,80180.6,159310,57063.2,64272.5,136581,41271.1,70.9139
75486.3,82569,159511,96192.9,97758.8,151443,40720.7,70.9162
68625.6,77890.1,152828,41642.2,48298.6,125223,33053.9,70.9539
74380,74313.5,168328,70342.3,70282.1,143910,54870.6,70.9767
93444.6,101456,173096,64091.3,68839.4,137205,47022.3,70.9834
82783.2,84549.7,169729,80673.2,82224.1,143276,68469,70.9994
96932,97281,172701,90313.3,90028.6,151823,88098,71.0679
109887,112446,186975,80530.9,82761.6,148593,85688,71.0825
62925.2,71246.1,150903,53237.6,62997.2,135686,28993.9,71.084
70395.1,79422.9,155902,46870.9,55886.5,129789,49808.2,71.0921
97151.7,91901.5,190301,65604.4,68803.6,149062,60127.8,71.1375
97210.8,102438,182953,68194.8,71069.8,141578,63261.1,71.1429
122435,121712,194157,112886,112498,153949,119637,71.156
81105.8,86447.4,162451,73747.6,81198.7,141722,38293.6,71.1699
72806.9,80509.5,168373,42318.3,52714.1,124935,28633.6,71.1937
79848.5,86980,159802,66434.5,72487.5,141863,95774.4,71.2292
65115.4,72170.2,151283,52766.4,64138.8,131425,24381.2,71.3115
119709,122438,185519,71258.9,70285.5,148061,70151.5,71.3365
81871.1,80269,169306,116118,125365,152289,68134.4,71.345
107334,109955,179951,77983.4,82752.2,147637,58868.7,71.3517
95223.1,88981.4,185490,100949,97511.6,159369,48311.1,71.3925
90441,93206.9,176487,80197.3,82214.6,144858,81855.4,71.4377
70177.3,76199.3,150920,55755.1,63602.7,138287,15595.4,71.4425
66996,70782.6,152606,100044,108651,146530,74823.2,71.4931
97907,103702,182052,63167.8,66557.7,140670,80035.5,71.4943
75809,83762.1,158226,46164.7,52917.9,132675,40021.2,71.4977
71575.8,77949.7,156543,49134.6,56411.3,131913,37802.9,71.5004
101859,106493,183444,92932.9,96743.9,150232,77130.1,71.5063
67652.3,77525,152238,46819.4,54249,131531,26937.6,71.5241
106344,108948,183934,77333.7,77795.1,149224,62000.3,71.5363
136255,130827,200804,113685,107857,158822,87287.9,71.5414
89258,96771,181829,58734.7,65713.1,135723,46536,71.5492
69658.6,75972.8,156027,46622.9,52716.1,128482,43544.4,71.5669
82653.3,87070.9,170190,61197.1,66844.9,140619,38465.4,71.5816
107940,110634,186104,95139.5,97213.8,151827,125378,71.5985
84799.9,90136.9,173481,84064.4,87554.3,147816,82528.9,71.6394
89375.6,90145.9,176368,82555.1,92907.8,144601,30694.9,71.6433
149059,137832,205778,114271,105816,162647,110532,71.6517
86917.7,92422.2,172895,66240.9,72636.1,143632,40423.3,71.6837
98188.7,99390.8,183883,85864.9,91124.5,148475,70515,71.7092
83803.9,89859.6,167407,63280.9,70663.6,134620,42526.1,71.7412
70229,72089.5,155404,58570.3,60932.9,142338,45845,71.7533
88359.3,84070.2,172414,119410,126297,153624,85934.5,71.8144
78141.9,72548.2,163552,118674,114396,158011,123778,71.8267
69624.6,74965.3,166357,61982.7,69081.7,136440,35862.7,71.8461
113059,115889,188757,89745.8,90963.2,148219,104389,71.9138
77612.9,85482.4,166051,69936.5,79494.4,138807,38374.4,71.9181
74638.1,81415,156508,40271.8,45848.7,129821,61858.6,71.9296
69482.8,76440.3,150772,53652.2,61947.8,134770,26285.6,71.9717
75059.1,78723,162832,74827,84986.2,143537,56621.2,71.9866
122698,121968,197262,111445,112066,155156,66251.3,71.9921
93798.1,94920.8,176588,70098.5,69969.3,146100,104558,71.9994
86969.2,91797.8,164070,104882,112143,151830,101535,72.025
118135,117699,193417,104105,102334,155444,115842,72.041
72830.8,75578.3,162913,71742.9,79171.5,143847,45064.7,72.0428
77304.4,86365.4,162085,57619.2,65018.7,137690,31862.6,72.0457
89977.6,92773.2,173077,107479,110209,149050,59989,72.1052
70408.9,77175.5,155200,63148.8,72939.3,136321,39394.5,72.1347
102557,104808,180008,80283.5,80214.5,147802,59276,72.1758
88359.2,87925.4,170202,92738.5,99519.6,148426,50205.2,72.1849
90579.1,93654,167716,94551.1,98668.5,148586,50053.8,72.2064
77259.1,83123,162117,49709.7,56498.4,131973,35839.1,72.2345
95364.8,101946,181431,62259.5,65040.3,140922,60408.1,72.2777
124535,122141,198550,113249,108626,158655,51619.6,72.3058
119428,116482,192556,114129,112920,154267,136607,72.3231
83145.5,89720.7,162528,56067,61203.3,139016,44427.6,72.3233
88624.4,90230.9,171978,118922,115551,159140,61123.4,72.3352
82067.6,88022.5,162931,71942.6,83302,138376,38887.1,72.3799
111545,115778,183040,72348,71303.8,145353,98375.3,72.4057
88759.5,93616,165115,66219.6,74644.9,141347,65576.4,72.4351
77877.5,83785.6,160159,53558.6,59201.2,133983,68811.6,72.4499
65533.1,72314.6,154344,96468.6,108215,145660,68094,72.4892
100628,102534,180080,82755.2,89534.1,145687,106720,72.5306
128179,124313,199854,100212,93411.9,158976,103987,72.5518
113520,113420,189210,116895,108507,158640,138738,72.561
99873.1,106199,178900,84727.6,90504.7,144973,68616.2,72.5633
81009.5,83083.3,163200,104252,110943,148933,54794.1,72.5635
127447,121739,198489,121306,117003,160234,108028,72.6106
89371.3,94387.4,179482,56191.7,62102.8,134148,96414.9,72.6199
118682,116900,193888,96873.3,93233.6,154803,74793.3,72.6222
96436.7,99781.3,183208,69811.3,74875.4,140571,69425.3,72.6655
82300.3,87293.6,167490,65531.3,73032.3,140802,53925.6,72.6684
88275.9,93707,176954,78127.2,83350.9,145011,61717.7,72.6814
112918,108465,194878,114758,120430,153090,88763.6,72.6973
101644,102122,179441,85012.7,89087.5,148742,54037.2,72.7043
84456,82299.5,170091,54804.8,58309,138093,1.26228e+06,72.708
77353.3,86003.8,168003,84339.5,96520.4,143782,57779.6,72.7103
113864,109627,190054,108673,110581,155934,77216.5,72.7146
119505,121148,195661,79885.6,78387.2,147689,79250.1,72.7219
131804,129110,198756,112930,109475,156058,64028.3,72.7249
108615,105880,192385,114400,121967,151642,99339.5,72.7401
117537,112416,196185,79702,79153.6,151351,103134,72.7612
76550.5,81840.9,160166,61442.6,66370.3,138255,54598.3,72.7697
77161.5,82600.6,160389,56461.3,63020.1,135937,43468.9,72.7714
111949,111976,187326,82993.2,84841.5,149439,42270.3,72.7741
100359,103754,189871,116422,120652,152657,80994.6,72.7824
111941,113353,193213,94527.7,97080.8,150628,60822.5,72.786
122799,123328,192919,115633,113411,156529,97347.8,72.823
141758,134489,203241,126036,116704,162358,108803,72.8245
129006,128932,192093,79610.3,79615.8,149096,76596.2,72.8301
110580,104716,192746,90421.3,92093.2,148691,76287,72.8312
77535.3,82180.6,164996,67156.1,78509.8,139158,38452,72.8767
86581.5,94025.4,179712,48166.8,55851.9,128222,33656.6,72.8942
80928.4,82650.2,163153,76020.7,81712.5,142244,57240.5,72.9255
74578.2,82246.7,167704,56594.1,66260.7,131975,46547.1,72.9448
100167,103755,183717,77096,80597.9,145210,79980.8,72.948
103857,104250,182233,84427.9,86032.9,153484,55202,72.9683
100695,104923,179811,72944.7,75982.9,145899,62443.7,72.9816
97034.4,104012,176287,72318.7,79233.8,142210,56440.4,73.0088
101203,101132,183482,73075.4,72641.7,148240,68277.5,73.012
149755,127346,206231,117834,108723,162197,114771,73.0232
95299.9,97565,179632,74229.2,75746.4,147710,78805.4,73.0734
149801,137853,207943,116815,109372,159775,135441,73.1026
68169.5,77561.6,153164,40777,48330.3,127142,36232.4,73.1683
72234.2,78913.8,164660,57983.9,67965.8,135002,27927.6,73.1793
87079.6,86655.2,175371,92376.9,96552,149404,42282,73.1977
144477,139395,207243,103224,97418.4,160203,132469,73.2225
110461,105539,182867,114511,111200,158461,96993.6,73.2462
136505,131472,203877,119113,115761,159211,101343,73.3057
95759.7,99278.2,184049,74234.8,75901.3,145250,72306.4,73.3082
119363,119240,194443,84928.1,85380.4,149114,98258.1,73.3187
96267.9,102406,179771,69680.5,78593.3,135895,91010.5,73.324
96150.9,99200.7,175095,101551,101654,158669,37665,73.3298
95554.4,104182,175342,66034.1,72509.1,139638,65064.4,73.3861
105389,107348,191856,67454.1,70034.6,138594,69908.8,73.3945
67078.2,74387.8,159025,68181.3,81602.2,135174,47395.3,73.4106
79821.5,81255.7,169237,60048.8,69576.4,135779,59872.5,73.4168
88407.9,92556.3,176187,56959.6,61741.4,135139,38213.8,73.4223
121591,119058,192652,107793,109305,155797,121753,73.4643
92383.5,95949.8,179056,84847.7,87493.6,150806,37516,73.4663
78686.9,85560.6,159099,72283.6,79069.3,144357,37275.8,73.4882
65073.7,68809.1,151672,49907.6,60117.8,128244,25749.7,73.501
112921,112090,193372,83578,84361.1,152104,78674.6,73.5041
101845,107118,182133,69705,73639.6,144005,97282.6,73.5362
99148.5,100943,186193,70724.8,72852.6,144607,94942.8,73.5769
93483.9,100821,179891,79027.6,82190.1,145415,52528.6,73.5812
97064.8,93728.1,177682,98078.9,98414.7,152426,63123.2,73.5947
103402,107614,185818,66079.5,73348.4,141709,48933.2,73.6028
105569,105351,187073,84895.9,90809.4,147996,75680.3,73.6077
84705.9,88879,172158,56677.3,62255.8,135992,52218.8,73.619
120263,114354,199247,88849.1,82054.5,157837,93361.6,73.6609
87338.4,93752.6,163362,74153.5,83220.1,144607,71474.9,73.6645
79016.2,86376.2,159228,76748.1,81562.6,145417,39175.7,73.6858
68759.1,72720.8,154763,58293.3,64148.8,136507,24287.2,73.7401
126931,125609,193413,94500.4,88108.4,155811,73605.9,73.7423
65486.8,69575,157769,65890.1,73808,138442,31525.3,73.7573
127981,121390,202587,80712.9,75439.9,150607,72335.1,73.7645
101812,106343,176396,83825.6,85453.3,148170,80232.5,73.77
86745,91769.2,177136,56422.6,60717.8,135924,71767.5,73.7721
72775.7,77266.9,152999,48145.5,52666.8,133821,45984.6,73.7902
74908.1,79191.3,157930,78378.9,89680.4,140629,55168.5,73.7999
118806,116175,187020,101015,100553,155658,106165,73.8294
73286.4,81519.9,155414,52876.4,59915.8,136762,30081.9,73.8555
90145.8,93622.2,175395,77817.8,82838.6,145826,55203.8,73.8702
92313.8,99223.9,181214,58562.2,68020.7,134040,88794.9,73.8804
110778,113435,187295,67147.8,71010.3,141218,59821.5,73.8872
73116.3,74207.2,162245,61972.5,66389.7,141175,34872.2,73.8927
77826.1,82912.6,162777,80144.6,93150.6,141036,57650.4,73.9016
123771,120929,193989,81721.5,78309.4,149213,92711.9,73.9125
82410.4,88495.4,174925,55326.6,60954.3,137938,41072.4,73.9297
107734,110811,189898,93219,98285.3,151559,55563.4,73.941
103857,102267,175809,98848.6,95719.2,151990,144898,73.9693
86151.8,93444.1,166012,64083.5,71699,141383,51910.7,73.9745
109813,109181,182719,88390.9,85099.5,153718,82732.8,73.9835
106014,108983,187640,66561.3,70848.1,141677,102156,73.9878
127495,117220,200701,108244,102635,157705,102813,73.9952
91965.9,90866.6,179865,72901.4,77882.3,145633,44871.3,74.032
105176,108495,182649,93059.5,94175.7,148562,83314,74.0399
93156.8,101034,180311,94893.3,101963,148784,53422.4,74.0509
99428.2,100858,182444,91815.6,100277,146343,68727.9,74.0547
85847.8,84452.3,168413,63647.2,66960.9,143204,73261.2,74.0653
112015,115125,186782,93030.1,92678.9,151521,44016.2,74.0723
106563,109046,187192,81970.5,76672,153160,57698.2,74.1032
74742.5,72726.7,162433,104237,98289.2,155891,43202.4,74.1422
70432.9,76500.8,158458,63465.4,72418.7,139628,26327.3,74.15
90397.9,96000.7,176576,58107.8,61244.7,138833,56416.7,74.1723
79606.3,83929.3,158995,90575.2,96013.4,147740,50767.4,74.1979
68717.3,76690.8,151756,54636,63612.3,134690,42899.4,74.2005
73579.3,74296.4,161844,69423.6,72641.6,146022,38664.6,74.2109
128042,121444,201065,119679,115466,157374,98216.8,74.2226
76316.7,85300.5,168833,58577.8,68613.3,134264,40559.1,74.2311
96359.1,95240.1,179580,89540.7,89348,150528,67504.8,74.2318
105269,106586,178446,79600.3,82740.4,148824,74988.2,74.2361
119975,117646,187457,116905,118330,156369,106184,74.2477
93503,96117.8,176720,73400.9,78830.6,143576,49648.2,74.2559
100402,105918,177304,70479.7,74932.3,137307,62349,74.2689
102138,104901,181927,83393.7,87297,148914,57080.6,74.2837
80286.3,79079.9,164857,95324.3,92454,153524,47274.9,74.2934
105322,110874,185714,75833.3,80540.3,146135,76041.9,74.296
75259.2,81469.9,159897,80410.2,91182.7,144361,41592,74.3221
73293.1,77904.5,155121,86214.8,94578.9,144978,35990.9,74.3527
79038.8,83642.6,165180,64878.6,72705.3,139058,94162.3,74.3673
63706.5,71156.2,150986,50346.6,56809.8,134918,37416.7,74.3765
101923,108287,184275,74593,78014,144756,47191.1,74.4118
111200,112831,190283,85769.5,89577.4,148149,75130.6,74.4355
88128.3,94669.7,177040,61609.2,68578.6,136743,52428.4,74.4851
83119.1,86725.8,164747,87633.7,94134.2,149502,31610.3,74.4963
102152,102229,182220,94687.7,103842,151003,50527.8,74.54
107565,106058,184933,93881.3,93906.4,149231,91773.2,74.5571
72896.5,77976.9,158631,47380.8,53359.1,131479,38373.8,74.5763
122887,117409,195605,96165.5,92205.2,157913,155209,74.5814
98898.8,98211,184254,91250.3,92300.6,147837,69797.1,74.5829
67434.9,68875.2,155868,106059,114519,149617,40391.7,74.5855
104776,103008,187472,109739,114908,152211,83543.3,74.6056
107828,112282,182152,83765.3,87486.7,145516,82076.3,74.6064
94040.5,98053.4,168196,64869.3,70734.6,142011,41717.8,74.7041
85578,88898.9,168851,61387.3,64973.2,143886,38907.6,74.7256
89529.9,92011,182303,68744.5,69163.5,155419,73863.7,74.7439
88028.9,90279.3,172685,60107.9,60197,141832,52638.6,74.7602
94499.7,97212.9,181740,100207,104019,151902,49523.7,74.774
112994,108310,195866,99849.5,94813.6,157696,76782.6,74.7894
109433,107756,190511,94075.8,93103.6,151607,74094.8,74.8123
64089.5,71780.1,151112,53037.9,60676.5,134589,38125.8,74.8223
84517.5,93619.5,175655,62604.7,71246.8,135534,46180.8,74.8311
82557.1,85459.4,172404,59595.7,66071.2,137746,49700.5,74.8486
109993,111854,189860,73103.3,75622.5,142080,107818,74.8651
102299,103708,182554,85369.4,91471.1,147622,72264.4,74.8997
79983.9,85577.5,162746,65663.4,71457.7,141879,47593.1,74.9116
103455,103212,187255,79517.2,80481.8,151106,71117.6,74.9347
84204,87589.3,165707,90952.8,96697.2,146326,54110.4,74.9445
79825.5,87415.6,162649,50141,57253.5,135457,71461.6,74.9755
69819.8,74870.2,159087,78898.9,85494.3,144063,64563.4,75.0043
115436,110847,187052,124013,115997,160080,74099.5,75.0321
76495.7,83057.8,162593,75466.4,85671.9,138870,97034.5,75.0358
108816,111666,187477,99622.5,100592,153120,82372.3,75.0422
102605,107472,183898,72817.5,79208,139881,74328.3,75.0467
109610,103023,186630,63380,63056.7,143625,59115.2,75.0519
100835,102677,182631,74807,78266.1,145862,52716.1,75.0551
97919.8,103069,179914,86918.2,97033.9,145716,48247.6,75.0699
117277,117825,192664,75626.2,77074.5,145726,69226.4,75.0704
85185.8,92507.2,173201,54901.5,62345.4,131684,37827.5,75.1114
87503.4,89932.6,167664,67519.4,72252,143805,39659.7,75.1141
92376.4,96291.8,184475,78903.5,87913.2,141745,52155.4,75.1626
74547.3,73938.2,162219,86504.2,88673.3,152651,69429.9,75.1672
81492.4,84292.7,168317,57222.2,62363,138099,38470.4,75.1757
60971.8,65268.8,150421,52613,60608.2,134042,57758.1,75.1902
89471.9,94116.7,168726,63655.8,69049.2,141095,53797.6,75.1946
101246,105363,183052,67032.7,74156.6,136385,108030,75.2101
90747.9,92669.3,172273,67887.8,73706.5,139167,65290.2,75.217
70642.8,79092.8,158537,49510.3,58575.5,130853,32284.1,75.2217
99730.2,94866,175519,64072.3,60716.7,144888,63892.4,75.2367
79802.1,77360,169870,85756.5,87983.1,148817,56462.2,75.2503
76582.3,82610.9,169977,76776.8,88992.4,139317,59908.9,75.2725
58243.1,65706.4,151155,49463.9,60171.9,128630,26039.5,75.3108
82252.5,79025.1,169708,83658.1,93341.5,145136,61438.8,75.3259
134879,120042,203531,104344,97180.8,159063,163008,75.3497
61736.3,63296.7,150935,86119.9,92139.8,151057,32020.4,75.3593
96973.3,93091.8,187268,112567,111348,159615,52484.1,75.3692
120722,121907,192003,96269.7,98220,151506,68689,75.4016
106587,106217,189193,91533.4,89720.3,151838,41800.8,75.4038
135865,130751,198770,95471.9,91921.1,155040,152025,75.4233
70926,72048.7,164995,98445.8,108462,151162,46450.1,75.468
80596.2,89332.2,162984,60367.4,66075,138588,29618.5,75.4955
68506,75897.7,160034,61601.2,72558.6,134214,45206.8,75.5007
59248.2,67259.9,148909,53790.3,62099,132059,47667.7,75.5052
99513.2,99672.7,183500,109819,113184,153104,68664.9,75.5467
101060,98140.6,179667,95815.2,93441.8,154337,104947,75.6022
69112.8,76740.4,161572,40701,46916,125404,35640,75.6025
117545,119884,187611,95857.8,97181,149471,97205.3,75.6132
69281.1,75132.3,152519,52494.2,60177.9,136423,35999,75.6276
77719.8,82697.3,168011,47249.5,53316.7,131276,40665.5,75.6307
97814.4,105398,178745,79780.1,87485.6,144434,39880.8,75.7262
93912.8,96477.5,183301,92068.6,104376,142181,90650.7,75.755
83636,87953,162131,67554.7,70054.3,144723,67092.7,75.7935
96860.9,100116,175225,91279.8,96945.1,147744,46679,75.8186
96955.1,96492.9,181602,90041.4,93303.1,149346,102861,75.8208
76351.5,85695.2,168528,46077.2,54512.5,125471,36134.4,75.8305
101585,97749.6,182144,72061.4,76404.5,141186,49138.2,75.8377
102829,104421,186795,115445,122477,151906,58950.4,75.8392
114390,113786,188512,75817.7,76248.2,146358,72390.7,75.8715
114110,108478,186484,106983,100172,158146,65165.5,75.8745
72990.1,80642.2,157811,45760.2,51657.9,130780,39700.1,75.8819
132990,117493,199395,127601,115214,163231,219483,75.8926
92216.7,94089.3,179876,77378,82338.7,140538,61686.6,75.8983
124544,117560,188674,118011,108698,159257,185938,75.9048
127988,122995,199026,88232.1,86352.3,149108,96469.3,75.9128
79989.4,84353.5,172469,53027.2,56062.7,142294,23304.1,75.9354
81174.2,83511.2,174663,94108.7,96459.7,149434,70154.7,75.9475
96602.1,99690.6,175593,75449.5,81381.3,144055,56416,75.9513
90112.3,96857,167940,61166.7,65370.3,139157,78792.2,75.9845
81988.2,90112.4,169029,55151.9,62546.4,135273,49171.9,75.9888
85036.9,86797.4,174560,65659.3,67876.6,141665,61010.8,76.02
129372,129116,200903,84341.6,84319.5,149408,73441.3,76.0323
69523.6,76978.2,164907,81528.5,90599.7,144022,54784.2,76.0379
127585,118888,196497,116895,111773,157390,143838,76.0608
81763.2,90534,160609,70964.7,83737.3,137887,53571,76.0746
78007.6,75351.1,161687,109078,117594,152473,81669.4,76.0747
97887.5,96698.7,185734,109907,112945,153114,47939.4,76.1048
83703.4,90678,168315,58307.5,66663.4,137713,41056.4,76.1193
85927.3,94404.1,175795,69945.5,83203.6,141897,40086.3,76.1263
152573,144494,206421,95929.8,89612.1,155187,118917,76.1396
95893.8,94498.3,174626,91034.8,91719.2,151868,93092.9,76.1668
104270,110989,184117,79923.3,87969.1,145051,52871.5,76.1873
94899.3,99998.6,168949,91886.8,100566,145841,56502.2,76.2202
84464.1,91867.1,164893,81279.6,88976,144234,52076,76.2354
85493.5,93564.2,174711,74005.7,83918.8,138627,42278.7,76.2413
109913,111585,190035,65356.7,67099.9,141275,88715.4,76.2732
88472.1,95277.8,181956,63183.5,68407.8,141238,60471.7,76.2869
120469,122343,193119,107628,108664,153137,67499.9,76.2967
85895.5,94168.5,165489,63073.9,69452.8,141217,43787.6,76.308
105224,104414,185909,73961.4,77215.7,146111,91437.5,76.3291
128878,124476,196368,82254.2,79128.2,145771,110130,76.3292
117320,117569,187427,83123.6,83061.1,148712,125125,76.3298
86334.8,89939.7,175311,68352.5,78116.6,134376,50139,76.3545
72913.5,80326.2,158612,59569.5,68614,135678,41856.1,76.3735
110301,113903,188607,84845,85638.9,148108,91098.2,76.3804
74447.6,80235.1,170255,83208.6,92781.7,144499,53777.7,76.3982
70641,71180.2,160128,63311.4,64821.3,143332,34718.5,76.418
73458,78163.3,161962,54712.2,62426.7,133318,28984.7,76.4307
124106,129013,194248,94194.1,89901,152690,94325,76.434
62154.3,68023,152440,45216.4,51744.7,131108,43337.5,76.4382
95431.5,103216,179638,51072.9,55874.8,131834,48263.4,76.4413
128053,124837,195557,115787,105420,160754,151139,76.4645
83105.2,83464.2,161941,64688.7,68922.5,141331,48211.1,76.47
78906.4,81785.3,167818,88317.3,93870.9,146432,51766.2,76.5294
60601.6,66811,150560,55756.4,64284.6,134404,44505.4,76.5408
88192.6,95858.2,176396,77734.9,85862.7,143331,42528.2,76.5445
112023,114701,180933,81856.8,84214,147599,74907.5,76.5732
75421.8,82463.7,161834,48394.9,52087.5,134174,55545.6,76.5739
105607,105220,183653,88385,90048.9,148680,175242,76.5925
116184,113486,194519,84011.4,82955.2,150926,70485.6,76.6161
92430.2,92132.7,178611,71103,72369,144887,68660.2,76.638
80115.7,88801.4,158423,86808.4,92652,145843,37291.1,76.6491
84322,91676,169656,79035.9,84328.2,146199,32768.3,76.6607
115349,112351,189009,97578.7,94799.7,155078,81724.9,76.6614
140419,132553,206151,115382,110636,158617,123704,76.6665
96896.6,98430.3,178758,102191,107066,152169,68920,76.6732
106233,103940,179962,73837.3,74849.1,145585,63322.2,76.6854
60347.7,68280.8,151689,48649.8,57249.7,132052,26321.8,76.7296
82707.4,87216,163049,76302.3,86438.4,140784,40493.7,76.7611
108006,114723,190532,64000.1,67231,140433,62950.1,76.7679
134718,133903,194124,123090,119601,159342,105128,76.789
111486,108193,193084,89682.4,83454.5,158822,44647.6,76.7903
77028.5,80530.1,160125,56565.5,62438.3,139217,40152.6,76.846
100393,104907,186064,84552.5,88704.7,146373,62545.3,76.8604
