"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","Time"
74041.5,82601.2,154854,46086.1,51196,133772,33076.8,15.48
72803.2,81202.3,160046,70811.1,87327.6,136343,40296.8,15.496
93815.3,98229.9,176568,53032.5,57726.8,134524,54442.6,15.5071
132391,132064,196977,103839,108922,154875,102186,15.5183
99995.5,103160,184932,73001.4,76565.9,144602,52906.4,15.5408
89944,94953.1,175788,64694.3,69586.7,141782,38476.3,15.5537
109376,112771,186275,94964.7,99393.3,148089,80665.3,15.5666
63215.2,69308,152027,52423.7,61507.3,134184,32444,15.58
89001.4,93796.1,168716,73032,84028,141678,46919.5,15.6248
69810.5,75150.9,155717,77680.5,85182.1,144516,57711.5,15.6728
76845.6,81462.9,159179,75672.8,76511.3,146368,54117.8,15.7339
70024.6,77388.7,153316,52062.1,60436.9,132429,46984.1,15.8085
76740.5,83677.8,163987,59095.8,65608.3,136900,50989,15.8304
107033,106889,186856,73111.6,75075.5,143830,87116.3,15.8368
82640.6,86428.8,176045,91810.3,101840,148306,42940.8,15.8584
100887,96058.2,189748,107105,111151,154905,64718.4,15.874
136753,138889,199283,93875.5,95228.2,148681,130678,15.8751
115376,116794,194029,78072.4,80560.8,144257,112895,15.888
96928.3,101521,179206,76433.6,79055.3,149645,49005.2,15.8901
117523,118708,192023,90478.2,92555.1,151786,84806,15.9087
62476,70478.1,150862,36309.5,42762.3,120874,28681.3,15.9138
123622,123658,191665,116445,115309,158532,102385,15.9559
107971,101688,192721,76909.6,75723.9,152578,74691.7,15.9593
92121.2,97713.9,181336,56515.8,61963.7,135008,30950.2,15.9685
112105,115535,186041,80967.5,86503.8,144022,83497.1,15.9761
75781,78562.9,159576,78790.6,83660.6,144809,75171,16.0426
111463,112896,182734,89186.7,90470.2,149225,97000.5,16.0535
86942,94629.1,177247,55294.8,64351.8,132306,64867,16.0617
110376,109652,189332,97640.3,100593,152124,59178.3,16.0948
88463.5,96779.3,178788,72672.7,77191.9,144277,71215.4,16.1039
112214,109327,193041,110235,107577,154396,88427,16.1107
99294.8,103615,184119,94830.7,95162.4,152606,65586.8,16.1314
66711.1,71719.8,150752,91103.9,105822,143993,24071.4,16.136
96755.4,100719,182507,65946.7,69970.5,140359,70286.1,16.1704
95481.7,98139.3,184163,68456.1,75391,138161,77822.9,16.1724
102035,102580,182381,95710.8,103279,145868,137533,16.1745
96098.3,98931,179470,96070.8,104664,147961,66232.6,16.1845
117000,111188,186755,111652,103194,159757,86721.4,16.2379
131339,121778,199202,104815,102970,158768,81434,16.2419
88870.4,84657.7,179424,62399.7,64225.8,142102,65370.5,16.245
76906.2,77765.1,162351,73506.5,74207.3,148484,44493.1,16.2502
104517,110759,177630,92083.9,95247.2,148697,80174.4,16.2571
84309.2,91568.2,167862,69701.8,73720.2,141547,62735.3,16.29
91881.8,80869.9,177222,115751,112499,158961,105332,16.298
75453.7,82746.5,158228,53568.3,63718.3,130056,34607.6,16.3076
91945.9,96443.6,179800,56318.2,58760.7,135464,76309,16.3564
79982.5,80549.7,168017,102039,111824,148391,62438.6,16.3699
134959,127925,203449,108956,103406,155497,103418,16.3804
91216.6,93211.1,177242,105280,111097,148954,77059.8,16.3898
138085,133813,202980,94656.3,89390.4,154889,124555,16.4107
101594,105487,186644,61809.9,64312.5,141860,53415.5,16.4142
103991,103235,184103,97259.1,98290.6,152176,85984,16.4165
110593,110643,193437,67960.2,67931.5,144177,75571.9,16.433
90960.8,89718,179500,64895.4,66539.9,144947,64578.3,16.4407
67118.7,75692,152476,70803.1,86193.9,138120,35722.4,16.4523
112822,105269,182730,124068,118756,159604,77795.5,16.4752
81704.3,88764.4,163199,65034.6,70899.4,138847,57136.8,16.4794
98984.1,101817,180163,96988.2,99338.1,152648,69255.3,16.4882
93337.2,99987.7,181687,57344.6,60670.2,136171,44393.6,16.496
70838.4,76350.7,159361,52407.2,59342.6,138154,41317.4,16.5153
98536.9,98404.5,175909,120649,123213,155658,71480.3,16.5394
100773,98114.5,184313,71302.2,73972,145418,70462,16.5962
88752.6,92564.5,168950,55982.9,59063.2,140210,59975.9,16.6056
72312.6,73211.7,162060,53293.3,57927.6,141689,24364.5,16.6106
65056.3,66855.4,154272,92269.6,104757,146834,20199.9,16.6137
86669.3,94729.2,168163,42849.5,49527.4,128650,39412.1,16.6734
73854.2,79919.2,163573,54876.9,64098,134113,38435.5,16.7164
105071,107890,189431,70669.4,74356,144345,63689.4,16.7178
86740.1,93918.6,175722,76886.2,83780.8,144233,36502,16.7627
105436,103762,189899,72557.2,72801.7,146107,101483,16.7908
67062.4,75029.3,152222,38933.6,43855,126881,37987.3,16.7936
91939.2,90680.3,175161,86510.6,90885.8,149013,47051.2,16.8158
74005.9,79473.4,163218,69971.2,78972.6,140611,23756.4,16.8426
98894.3,102672,187288,76518,75728.4,147296,60726.1,16.8455
95537.5,101029,176505,75005.2,84159.2,141225,62688.8,16.8654
94975.9,81903.1,174906,52236.8,57912.6,134073,59394.5,16.8803
93309.5,98516.4,179424,61344.3,63945.3,140671,54677.2,16.8958
102560,106491,186185,78458.4,81386.8,144845,60123.5,16.9007
68799.3,75730,151180,64782.6,73994.4,141326,24643.6,16.919
109720,111506,183667,86518.7,83894.1,148784,87534.8,16.935
78461.1,87672.1,168036,72695.9,83102.7,139216,44293.6,16.9564
90754.4,95947.3,173485,62091.8,65049.6,142188,42691.8,16.964
115268,117922,187113,87199.9,90283.6,151409,46383.1,16.9727
97757.8,102607,178870,79737.8,84578,145977,88626.2,16.9735
95680,101187,176879,80445.6,82665,147526,67733.8,16.9889
82541.8,89385.6,159953,51977.4,58200.1,135117,43381.3,17.0215
110789,111769,180156,69452.9,70041.3,144339,92357.6,17.0292
115236,120604,186586,83019.5,87307.4,148443,45498.9,17.0334
107592,111717,189586,63857.2,66343.7,141778,69033.8,17.0515
117889,115838,193242,97998.7,90975.2,154824,62204,17.0523
97006.9,101674,172755,74546.7,81619,145147,49957.8,17.0526
112736,108079,186554,113976,109234,157760,102994,17.0638
135795,129038,202626,125287,116699,158595,104565,17.0862
65801.8,74011.2,152554,59289.6,73105.6,134104,36116.3,17.1072
107008,110261,186277,80913.6,85052.1,144213,86353.6,17.1144
123955,124318,185807,100202,99266.7,151736,90709.8,17.1461
125165,125572,192595,113427,113975,159067,68772.1,17.1657
118042,121013,194214,107552,110098,153756,88384,17.1995
89312.4,96887.1,180249,49178.1,55969.6,132093,50135.1,17.2026
139421,131572,203159,86375.2,87132.3,148599,105141,17.2164
73632.1,81477,162124,54211.5,65406.8,132846,59531,17.222
68898.9,77153.5,158295,61083.9,71530.1,138316,23684.5,17.248
83474.1,91995.9,170604,73680.6,84692.5,137585,36356,17.2597
106154,109310,181464,68129.2,72052.1,144128,57860.8,17.2696
127201,123212,191490,107314,98081.1,160436,87163.9,17.2709
121627,116730,196007,110256,111161,152639,114139,17.2943
115234,111226,187427,101253,99202.1,158108,77295.5,17.3472
92112.6,99182.4,181752,72452.5,76302.4,143760,29591.8,17.3621
143991,132823,206946,118056,109450,159640,131404,17.3763
92559.2,98389.7,179808,79094.9,87339.3,141586,66259.1,17.4023
91009.7,96792.2,179106,68255.4,73031.5,141818,58254.9,17.427
105226,103364,191777,75150.6,74129.3,145580,72085.9,17.4452
91890.9,96512.7,171528,53042.1,57808.8,136289,86761.9,17.4816
130244,131530,196007,86206,90210.2,145354,79534.5,17.4884
111785,112240,191072,82519,83552.1,148343,79092.5,17.4903
107685,111082,187252,84150.4,82984.1,148949,74331.6,17.5054
81758.6,88276.1,159672,91613,101156,145688,44693.9,17.51
92158.7,81452.5,179662,70848.4,72948,151817,17394.8,17.513
107019,113089,183925,76242.2,81084.9,144120,78588.5,17.5131
96366.7,105717,172940,72398.1,83633.7,138842,48217.8,17.5141
84259.9,85657,176003,89886.2,106556,143592,42128.7,17.5202
96402.8,98596.9,180511,90166.4,98170.2,146123,79870.5,17.5243
72936.1,74176.9,155119,70022.5,72602.7,143621,55191,17.5245
91946,85620.2,180099,90169.6,84807.5,152546,58771.2,17.6104
110124,110155,189448,89341.5,81799.8,153704,63695.9,17.614
86368.3,93228.1,166277,71663.7,77898.6,144228,44757.8,17.616
84469.1,93860.6,175063,53497.3,60409.1,135290,43046.1,17.6193
91841.1,94540.6,168880,98947.1,105937,148256,121063,17.693
78940.7,87295.3,168348,48111.9,55492.9,130861,43756.4,17.6971
78405.5,85507.8,168742,49597,54106.1,135209,46882.6,17.7033
104901,104555,184769,109777,110147,155316,92631.6,17.7234
100977,102124,177825,91195.8,91068.2,148604,90274.9,17.7313
135500,136019,200566,106387,103724,155382,96418,17.7314
93405.6,98681.7,183085,88847.4,97058.9,144304,64672,17.7435
106251,102448,192138,87570.3,86261,149499,104433,17.7435
84312.3,87003.5,170081,68974.7,73463.3,145260,65254.6,17.8012
110061,109213,187119,87175.1,83293.5,152132,89733.5,17.8242
104428,108814,179124,71975.4,71927.7,147743,74687.4,17.871
84570.9,88066.4,164991,70271.5,78754.5,141296,74970.5,17.8837
105355,106053,179818,83586.5,85073.8,148293,120040,17.912
70578.5,76344.1,155659,63540.9,70902,137842,42003.4,17.9222
85555.3,91019,170278,50813.8,55415.7,133429,53472.2,17.9632
82186,85324.8,159289,70755.2,75805.6,141717,88474.9,18.0017
93806,97773,179053,102882,111490,148037,25765.2,18.0374
63027.9,71599.7,149333,45157.4,53811,127789,24652.8,18.0426
102156,105982,174374,73761.9,77675.5,145010,54230.2,18.0467
81132.7,80036.9,165500,120295,118525,156363,34529.2,18.0597
95809.9,96462.4,187323,78751.8,79126.2,145111,82780.3,18.0688
92255.2,97254.7,177096,77533.2,87397.3,143892,58804.6,18.0845
97567.8,100052,184259,74627.9,76758.3,148166,61136.3,18.104
61561.4,69520.5,151129,40911.1,48815.2,127719,24685.9,18.12
108275,113607,190564,82334.1,88097.1,146292,42052.6,18.1407
77168.4,80637.8,159522,57565.1,63481.7,137779,55698.8,18.15
113659,115319,189097,125503,120256,158456,89230.9,18.1502
117850,120444,190278,62073.3,62417.1,137736,98510.2,18.1535
82013.6,80161.8,165169,60724,64801.2,142170,58235.4,18.1537
88113.1,91224.5,175458,94451,99714.1,147491,63359.7,18.1718
96256.9,101761,181295,59163,65072.1,137909,48390.1,18.1939
94044.8,97204.3,173448,100290,95793.2,155110,74225.8,18.2253
70652.6,78576.2,163043,67086.8,80587.3,138121,43640.9,18.2571
107162,107400,186818,123456,121884,157711,159008,18.2608
92152.6,84726.9,168252,66317.4,70329.1,143795,71888,18.2647
143480,135721,203545,96154.6,92961,152120,132057,18.2651
68798.3,71579.5,157350,55217.4,58218.8,134611,38963.9,18.2717
88148.1,91746.7,176509,81949.4,93303.7,142520,87989,18.2928
121255,124400,191613,106932,109632,154575,76541.4,18.2939
124834,120548,195970,106836,106043,152824,141268,18.3004
89771,94737.1,174943,68733.2,70313.4,144041,49520.6,18.3289
108600,107468,188995,104557,102760,152742,112800,18.3412
147745,137743,203541,128063,110562,167534,151319,18.3505
75314.8,82140.3,162091,75656.9,85451.2,143787,32640.3,18.3733
89044.9,93659.6,175981,64161.6,70473.2,140968,54379.2,18.424
70010.9,74824.1,159240,84600.2,98208,142296,64273.4,18.4452
113512,117090,185712,78209.4,80775.3,148610,63764.2,18.45
84863.9,90970.3,162659,61029.3,65135.3,140850,32892.6,18.4545
70267.7,77938.4,158873,67443.3,75966.7,141145,25250.9,18.4714
90986.5,91603.4,181656,122751,125720,152299,182733,18.5035
81904.1,87790,172717,63706.5,70230.8,138138,52326.3,18.5372
108333,110606,190173,60555.1,64221.3,135030,83040.1,18.5408
78529.4,86349.5,160580,49286.7,55755.1,128689,31146.4,18.5597
104532,107872,183954,93178.6,92674.7,152578,76655.6,18.5923
77799.1,74768.4,162315,77743.7,78888.7,150681,43361.7,18.5936
98581.1,103173,181827,85493.8,91112.2,146388,54822.5,18.6086
80805.9,86878.6,168893,94972.8,104287,146082,30473.5,18.6131
88557.3,90338.7,170242,99235.5,103628,148823,118060,18.6342
88324.3,90622.8,170951,62267.9,68177.5,138022,43144,18.6509
74325,74169.4,159124,63085.6,65870.9,143594,47132.3,18.6617
75033.7,82366.2,165832,46581.8,53475.3,127453,42365.2,18.674
67475,75679.7,150892,46336.9,55161.6,131257,39348.2,18.6755
110231,106286,186561,89449,90833.8,150867,61396.7,18.6994
103233,105901,183648,91352.7,96461.4,148265,132083,18.7163
104710,107395,185914,93411.2,96593.4,148696,109884,18.7506
90462.5,90764.6,171858,71745.9,69880,145252,67313.5,18.7734
126957,120897,195739,116481,107850,160739,163433,18.786
70154.1,75952.1,159280,64488.4,75552.6,135833,26067.1,18.795
97598.8,103732,182926,81359.3,88759.1,144931,49703.9,18.8168
112431,118207,186905,74043.2,78106.4,145552,99616.2,18.8215
83282,88020.6,162980,81783.8,89694.7,144644,37709.4,18.8257
63535.2,72044.8,152077,45498.6,55484.6,127344,29502.4,18.8318
86175.9,80238.1,168746,57216.1,52543.9,147725,40940.6,18.8396
85230.3,91016.2,175647,65228.1,71971.9,144105,42375.6,18.8414
103858,103053,189147,95069,95486.1,152752,63524.6,18.8417
106172,105483,176374,109309,106874,154631,49789.3,18.8441
94456.6,99191.4,180113,55317.3,59805.2,135972,42249.5,18.8609
93125.5,98790.2,178979,56458.6,63277.1,134931,53023.6,18.8796
85777.4,93657.5,175511,62622,67501.8,141845,67252.7,18.8818
93220.6,99698.3,177331,64913.7,66834.2,142075,39274.7,18.889
72018.2,79750.6,159217,46329.6,53724.7,129045,45256.6,18.8917
97733.5,101595,180088,109129,116094,151107,65989.5,18.8996
92668.7,97652.5,176227,85515.8,94452.7,145740,80647.5,18.9038
97167.5,96476.4,182921,91863.7,92233.8,157433,99573.8,18.9044
96389.4,101172,179327,100837,108914,148955,62716.1,18.9245
82647.4,83510.7,158962,91076.5,90874.4,152045,52215.2,18.9605
69363.1,76099.2,151637,54183.1,61892.1,134044,39980.5,18.9612
76219.3,79436.7,162240,57999,64800.7,136561,39850.9,18.9657
111688,106331,190379,75566.4,74497.2,148790,98828,18.9681
155447,137222,210242,107412,98058.1,159228,181871,18.986
104371,106363,186005,91428.5,97413.3,146125,79264,19.0045
137305,124579,201397,113408,103208,164989,99816.2,19.0619
75884.6,81270.9,157375,69540.4,77661.2,139132,48152,19.0756
88650.4,88707.6,179762,85704.8,94002.5,144474,90186.4,19.1086
109852,110544,189182,88649.6,90583.3,147409,110023,19.1096
102694,107425,177305,66822.9,70546.4,141156,95853.3,19.1275
75176.5,80319.8,159060,86096.8,98814.6,142068,57612.5,19.1636
87571.8,84436,176141,52847.7,57714.8,134526,66401,19.1779
100361,102598,173363,78512.5,82841.3,144579,60047.8,19.198
80917.8,86876.8,163065,82457.3,91667.3,145257,41262.4,19.2209
79822.7,86987.7,170532,51275.7,55781.2,134918,50415.6,19.2428
76148.7,75742.2,158781,83074,83640.3,148984,61210.2,19.2584
112345,110600,194647,79978.2,81176.7,147483,95867.4,19.2638
82826.8,89894.7,175852,54380.6,62972.3,131902,31771.4,19.2744
82395.4,86439.9,165384,70250,78257.8,143543,70695.1,19.3029
139768,130046,201331,125567,118692,160022,95075.1,19.3039
117477,110538,186061,108321,106841,155257,174314,19.3095
76702.2,75207.3,165343,84002.5,88939.4,145657,40589.9,19.3345
124084,121078,192446,89194.3,87600.6,152708,63009.1,19.3507
90613.9,95646.3,168736,65554.5,69172.6,141771,57836.6,19.3583
96100.7,98110.4,177200,97761.1,100012,150520,121758,19.3685
107310,104528,186465,118374,122466,156452,110474,19.3784
105302,108331,183411,88967.8,86731.3,152679,55835,19.4074
82632.1,87364.1,173102,85446.5,97657.7,143896,62220.3,19.4105
85690.9,86219.3,175714,74653.3,85494.8,141143,61713.8,19.4189
80331.7,84492.3,170356,54054.1,61133.9,131283,47715.7,19.425
67313.5,72099.9,155426,63664.7,72260.7,139347,22124.2,19.4489
109431,110497,187810,70738.7,72289.8,144460,72434,19.4813
142864,141784,199022,108950,105303,155223,188765,19.4936
89663.4,89518,183557,93551.7,109433,145825,45633.9,19.5019
117939,114069,189219,109385,108224,153376,130455,19.5044
122684,118742,191587,88596.9,85414.8,153200,72628.1,19.5482
74203.9,80177.1,155016,56681.9,61221.1,138930,51689.7,19.6017
113523,113140,192954,71282,74883,143416,92466,19.6053
110726,107127,186948,66020.3,66171.3,148172,63889,19.6111
83798.1,88753.1,176865,62965.2,69198.6,137376,56004.1,19.6234
96572.9,100040,180697,80298.7,85135.6,143166,75392.4,19.6253
127448,130968,194031,97520.7,101966,147682,82203.2,19.6302
104502,109799,182026,75615.7,80704.1,144679,62640.8,19.656
73730.5,77750.6,163044,63775.3,74686.8,140853,28299.6,19.6877
107142,113237,182840,59211.3,60758.1,140712,66155.9,19.6981
103182,104239,185636,74395.9,78093.8,145556,56644.5,19.7298
93561.4,96895.1,169886,71473.9,71496.2,148822,43292.7,19.7418
124046,121869,192426,111510,99370.9,159309,64090.5,19.7504
121243,116768,194235,100254,97584.1,154379,77217.3,19.7725
87093.7,91691.2,176390,88478.6,88482.3,148612,57280.4,19.775
90206,94449.9,178968,86942.7,92236.4,147936,66150.9,19.8412
84663.6,88818.6,170309,101019,111930,148984,66606,19.8732
92595.4,99235.1,175179,53939.7,61813.1,132344,60365.3,19.8754
78919.4,83621.3,159614,51347.8,57944.1,129687,38203.1,19.8886
93629.4,96083,172108,64731,65578.7,145510,89040,19.927
93558.3,92960.8,175157,107813,117453,151418,132751,19.9339
98537.2,96248.1,181980,85975.7,90756.9,144194,66212.8,19.9595
110663,111194,187426,87923.8,90385.2,149666,74008.6,19.9912
128230,127496,192352,108918,102347,158627,112120,20.0548
85777.1,93737.5,170074,58742.7,64777.1,136344,45682.6,20.072
68001.4,74726.5,154481,49815.1,57403.8,132055,44228.3,20.1323
65345.7,71971.2,152318,34931.6,40247.8,124293,23453.8,20.1631
81194.1,88505.7,168139,59169.6,66508.6,139531,62395.4,20.17
96661.9,92613.3,186850,67841.5,74110.1,137776,72929.4,20.2045
84133.7,91341.8,175100,50208.5,57631.2,130590,51779.6,20.205
86856.3,87000.3,164697,114867,117057,157478,43452.4,20.2576
76671.3,81994.7,162408,51445.7,55134.1,133854,63724.3,20.2641
75450.8,79311.8,158210,54306.9,57056.7,135825,47339.7,20.2713
123742,124442,193430,99924.3,95016.3,156107,76675.5,20.2736
96470,92627.7,171462,56772.5,64099.1,133572,68507.1,20.2755
93390.5,94593.2,182807,84003.9,84033.1,150976,123884,20.2786
76755.2,83751.8,163394,67237.3,75021.6,140677,49429.5,20.2815
71470.6,76124.1,159723,103799,117108,148350,46851.5,20.2841
67011.6,75392.4,151916,52493.1,61687.7,130792,34191.8,20.2848
83101.8,78127.8,166842,95075.2,92491,152999,130638,20.2889
71088.1,77260.1,152215,40814.2,46521.4,128050,38887.1,20.2931
98153.1,102526,177007,60421.2,64869.8,136153,62624.3,20.3184
109991,115092,186687,80768.8,80949.2,147728,50180.3,20.4374
119135,122211,192124,78086.7,78233,147702,86594.3,20.473
131522,122222,198515,94562.5,87967.5,157760,108858,20.4765
101226,108993,183785,76827.6,82712.2,143813,72099.7,20.4959
86388.2,86586.8,172048,80406.1,79764.6,149283,66152.6,20.5076
103369,106028,183938,102937,112489,149079,76888.4,20.5186
117352,119964,194798,64236,66312.8,142426,65622.9,20.5212
106700,105096,179975,86033.1,84287.5,149559,62599.7,20.5433
79236.3,76296.7,170548,66400.9,72332.1,146381,46524,20.5562
88370.8,97296.1,175278,64075.9,72225.6,135242,50510,20.5567
76955.3,84917.1,162454,82259.2,91582.6,144139,65482.1,20.5612
102537,103889,181999,90087.2,98408.9,144577,116959,20.5845
82598.6,84086.3,176297,68204.9,69354.7,146734,57994,20.5863
75357,81067.3,159169,87243.6,92430.2,149112,33273.9,20.5956
139410,134032,200752,116576,106190,162244,116727,20.6043
74197.6,78675.4,161609,85981.6,100112,143561,23291.7,20.6277
73990.3,69737.6,160561,121472,120675,155329,13494.8,20.6623
78685.8,86239.5,160041,64715.6,72372.1,138559,53781.5,20.6802
78704.2,81968.2,167697,68487.2,78319.9,139493,43495.5,20.7161
94812.4,98679.5,182607,91554.8,97285.4,148207,41243.4,20.7335
97887.4,104584,184426,72139.1,75101,143284,59704.8,20.7367
89777.8,96357.2,176519,68699.9,77051.1,139186,43008.4,20.7608
87185.5,89439.5,179352,57876.6,60417.5,139110,33722,20.7674
81389.4,88115.9,159700,52789.3,57853.6,138290,38182.5,20.7789
115888,110977,192892,88903,84548.2,152051,76041.5,20.7821
90193,87925.1,176087,52562.6,56015.4,141038,57973.5,20.7956
76840,80345.5,158279,58785.4,64167.4,138910,36701.1,20.7967
113077,108267,193013,74424.5,72373.1,144692,56066.5,20.8335
82104.7,91970.5,161808,66595.5,74562.7,138540,35431.5,20.8336
90588,92092,182471,108471,112887,148411,82425.2,20.8381
101951,101653,181442,50578,56302.7,130464,64379,20.8449
101766,105422,179058,89932.1,93369.7,151949,79529.1,20.8665
74984.6,81375.7,158206,80736.6,89412.4,145042,64362.1,20.8715
99284.3,95593.5,183054,119570,117628,158286,71882.8,20.8777
128536,120512,200552,96401.5,87736,157970,64765.3,20.9299
73489.1,76943.3,165082,78469.3,90719.5,140850,29721,20.9663
123150,122514,199495,118911,115484,155844,82976.7,21.0048
94727.2,98841.1,181965,76127.4,84831.1,142086,33520.9,21.0094
96519.7,102420,176696,57166.7,62204.7,141297,52485.5,21.0252
100352,104963,172709,70522.2,69320.9,146098,56891.2,21.0307
119847,115468,186255,99792.7,99079.1,153381,122784,21.0309
110131,110244,183274,80491.8,80968.2,147934,78955.5,21.0339
86436.1,90836.3,168982,77008.1,84501.5,144934,45856.3,21.0365
89426,95654.8,165131,71166.6,76859.2,142644,63918.6,21.0843
71204.1,80662.5,155954,67785.6,75910.3,137142,49932.6,21.1071
77222,77914.2,166159,104448,109721,151970,66601.9,21.1507
145936,134251,200652,119388,110681,164814,143553,21.1627
80411.5,86285.1,165695,41364,47141,129195,38866.6,21.201
81054.2,89714.5,162241,74877.8,78053,144530,46369,21.2023
130483,123152,196806,92447.9,82263.9,160153,101587,21.2128
114956,118900,183709,88838.1,90309.3,151240,127750,21.214
110535,107892,192139,97041,98893.2,152462,71452.4,21.2555
109415,109615,180731,106581,105791,154890,99662,21.2788
107562,107929,186751,92072.4,89896,151950,81934.8,21.2868
142863,142687,197121,94034.3,92631.9,152420,151747,21.3045
116225,114507,183313,98571.8,99109,152385,84068.4,21.3103
96945,92511.3,181540,95286.3,94943.9,154688,68283,21.3194
108291,111536,182271,97652.3,97958,153427,69406.4,21.3538
134278,128279,201021,100463,92173.1,159360,106805,21.3908
80045.4,85577.1,159907,65913.9,76607.3,136525,27835.5,21.3981
89034,91209.5,179311,74230.2,79450.3,141084,51579.9,21.4366
121304,119071,194559,72810.1,73194.2,145482,71144.7,21.4525
77694.7,84184.7,168310,53445.6,60768.4,132141,43053.8,21.4629
108607,109647,186889,79513.5,81584.4,147869,82540.6,21.4641
120896,123150,186149,106160,106809,153269,145933,21.4895
97334.1,98837.7,181817,80196.9,82700.9,148620,39731.2,21.5019
84093.5,83483.7,168686,105583,106867,155198,91842.3,21.5234
83145.1,85336.8,167820,55339.2,58072.6,136660,53587.9,21.5313
79413.8,84313.7,169654,65562.4,77428.1,136000,36537.1,21.5403
95263.1,100534,180014,67268.7,73658.2,138236,55080.8,21.5535
82527.1,92227.6,174915,53706,61663.2,135583,35020.3,21.5744
65341.8,67824.6,159142,73045.6,83812.1,144436,39203.8,21.5746
108928,111239,189646,93830.4,94321.6,151352,67487.1,21.605
78565.7,85025.3,163171,84622.6,96813.9,140755,97426.3,21.6427
87697.6,84981.6,168569,89793,87270.4,152181,60822.6,21.6509
90586.1,95132.4,175126,66030.1,70145.3,139286,60348.3,21.6646
105419,105116,188676,83285.2,82983.2,151732,72140.7,21.6873
110408,113181,181832,115532,118476,153192,93453.8,21.6889
97511.7,104475,184097,56777.4,63331.7,132021,64657.4,21.7173
103576,104703,179359,75738.9,76341,148414,55705.5,21.7247
85650.7,87922.5,166223,74022.8,77480.8,147316,74307.1,21.7527
111364,104894,190357,106591,103749,156216,83210.7,21.7783
96048.9,100904,183670,83794.5,95276.5,140831,85650.7,21.7923
90388.7,90776.7,182317,81416.5,89121.4,144112,54534.3,21.8025
117092,116865,191176,109052,104628,155906,85444.2,21.8402
91165.2,98529.6,172884,68943.3,71572.1,142309,30694,21.8422
111655,109545,183958,80658.8,78584.5,151503,41540.8,21.8488
75929.5,84039.5,158162,65689,70664.5,141964,39486.4,21.8531
72907.8,79654.3,164892,87755.3,96213.1,143651,56022.2,21.8634
118035,118465,188597,101215,101637,155472,104735,21.8733
77804.4,78984.6,164087,54289,58043.9,138476,52199.9,21.8821
106346,106063,186586,77396.7,80229.2,145526,115926,21.894
97430.5,97455.7,175925,58393.5,60488.8,141890,50234.4,21.9042
68074,70362.8,165279,51736.9,57142.5,140552,23135.6,21.9048
93057.9,94191.1,172543,65290.2,67943.4,140485,64108.7,21.9139
73437.2,79047.9,159818,84984.7,99703.4,141933,44017.7,21.9299
64645.7,71694.5,151142,60146.4,68771.5,137742,31984.1,21.9394
90985.1,100623,171572,74313.7,84008.7,138845,40799.9,21.9942
137173,134338,200963,97059.4,97031,152088,143564,22.0186
122055,118541,194023,93114.7,93892.3,147980,108670,22.0331
58895.9,60802.2,148007,72324.8,79862.1,142100,23764.1,22.0382
125081,127506,191823,83995.8,84915.7,148655,93338.9,22.0485
80445.5,87068.3,168762,80349.7,90722.6,144396,54218.2,22.1733
123921,125045,192514,88426.3,88790.9,148388,85610.5,22.1793
106527,111516,180754,78159.3,81763.5,147355,75450.4,22.1826
101502,106249,184377,58723.8,62566,136205,61264.8,22.1904
107187,111347,186382,81101.6,81332.3,145622,88025.5,22.1925
78407.6,82465,156040,70024.3,78356.6,138559,29862.6,22.1996
56295.2,63720.1,147458,46735.5,58814.4,129353,16910.7,22.2093
68634.8,70642.5,159227,69474.4,75483.5,139009,65970,22.2186
100269,103155,181901,80523.8,84849.3,146193,48726,22.2412
148648,134131,206312,108437,103312,160101,177454,22.2558
114474,115251,190623,72172.1,71868.3,146263,112571,22.2691
85920.1,94909.6,165470,77426.9,91187.9,140448,36189.6,22.2747
139526,130697,201554,101149,94641.6,159106,95665.5,22.2851
110758,111217,186597,97286.2,96228.8,153402,107617,22.31
81214.8,88288.9,168225,46598.7,53060.7,130840,37305.8,22.3319
59057.3,62399.2,152916,64347.3,73800.8,137512,21517.6,22.3393
117376,110939,192762,108643,102911,161926,85470.6,22.385
115892,112137,193385,94600.4,89649,155336,59525.9,22.3944
82104.6,87414.9,174868,73085.1,79876.2,144180,29070.4,22.4101
115614,120449,189381,72821.1,77330.6,141942,62325,22.4498
79438.8,88923,163413,62072.8,70248.4,138859,47929.5,22.4604
145658,131682,206460,109663,100494,159488,145158,22.4615
111294,108098,189566,82680.8,82291.8,148253,73627.3,22.4815
92287.6,99152.4,170122,72213.5,78729,140822,87222.4,22.4852
102927,96014,179218,80953.1,77290.7,151775,56050.6,22.5048
61569.2,68813.9,148939,47973.2,58588.7,131387,22535.6,22.5216
106311,109592,183463,80708.4,85248.1,145896,73903.3,22.5967
80066.3,87590.1,162114,59699.9,65659.7,138549,55794.5,22.6139
73222.7,80603.6,151522,58692.4,66947.9,135673,49714.7,22.6316
119515,109966,193782,119147,104992,164813,64612.9,22.6451
85565.2,86931.3,175355,84225.8,89985.2,145936,73850.1,22.6675
97980.5,96967.9,179396,60379.6,63887.7,139011,64755.9,22.6704
77012.8,77580.8,161822,77524,79006.9,145789,42763.2,22.6946
80239.6,85219.5,159001,55797.2,59342.6,138682,40933.9,22.7286
81634.8,86872.7,168572,58355.9,64374.9,135645,47447.5,22.7392
71768.4,80742.2,164985,42137.9,46068.8,128549,27638.2,22.7503
